calm_acquired,calm_acquisition_time_s,calm_orientation_rmse,calm_position_rmse,candidate_id,controller,crosswind_acquired,crosswind_acquisition_time_s,crosswind_orientation_rmse,crosswind_position_rmse,dare_residual_norm,q_eta,safe,score,spectral_radius,usable
True,2.505,0.7104695103809597,0.10488607201853037,lqi_01,Task-LQI,False,,1.0348647600394352,0.19868862293686113,3.768593588124389e-10,0.1,True,,0.9982761049275816,False
True,3.46,0.8287907167471805,0.107149904625663,lqi_02,Task-LQI,False,,1.1652977524025114,0.18968288973234312,2.945075765111306e-10,1.0,True,,0.9945525034917749,False
True,4.235,1.3721657491150783,0.11545379467954818,lqi_03,Task-LQI,False,,1.6032091389752225,0.17373096351371278,3.690736174863055e-10,10.0,True,,0.9826733478965066,False
False,,6.611086192728722,0.2229804740739159,lqi_04,Task-LQI,False,,5.9428422185795915,0.24987409281254475,4.4151561729393515e-10,100.0,True,,0.9745662557894724,False
