time,scenario,seed,protocol_mode,wind_x,wind_y,wind_z,x_ref,vx_ref,ax_ref,y_ref,z_ref,yaw_ref,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,uav_qw,uav_qx,uav_qy,uav_qz,joint_1_angle,joint_2_angle,joint_3_angle,joint_4_angle,joint_5_angle,joint_1_velocity,joint_2_velocity,joint_3_velocity,joint_4_velocity,joint_5_velocity,tip_x,tip_y,tip_z,tip_relative_x,tip_equilibrium_relative_x,tip_displacement,wind_force_quad_x,wind_force_link_1_x,wind_force_link_2_x,wind_force_link_3_x,wind_force_link_4_x,wind_force_link_5_x,wind_force_cutter_x,wind_force_total_x,ax_cmd_raw,ax_cmd_limited,ax_saturated,solve_time_ms,controller,anchor_active,position_error_x,velocity_error_x,pid_integral_x,ax_reference_feedforward,ax_pid_feedback,ax_cmd_amplitude_limited,ax_slew_limited,thrust_cmd_raw_N,thrust_cmd_limited_N,mx_cmd_raw_Nm,my_cmd_raw_Nm,mz_cmd_raw_Nm,mx_cmd_limited_Nm,my_cmd_limited_Nm,mz_cmd_limited_Nm,inner_loop_saturated,roll_rad,pitch_rad,yaw_rad,lqr_feedback_ax,lqr_state_norm,reference_event,tip_velocity_world_x,tip_velocity_world_y,tip_velocity_world_z,cutter_axis_world_x,cutter_axis_world_y,cutter_axis_world_z,task_reference_tip_x,task_reference_tip_y,task_reference_tip_z,task_reference_axis_x,task_reference_axis_y,task_reference_axis_z,tip_task_x_error_m,tip_task_z_error_m,task_position_error_xz_m,position_error_3d_m,tip_speed_m_s,orientation_error_rad,orientation_error_deg
6.1349999999999998,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,0.46341946463637163,1.7854931164680878e-30,3.1998656707772839,0.040553854371889769,1.8348587444626099e-29,-0.00049437561217931627,0.99966009770284692,-9.2937627106337222e-31,-0.026070846950840013,-7.1641833671420133e-32,-0.032427243125947053,0.0017037243553503195,0.0024871454872426907,0.0035662722507270382,0.0043875932815511092,0.027844558080789467,0.002327000015674055,0.0027145993595284611,0.0034324330087156696,0.0050451727598047318,0.90373334475850686,-3.4639402035265902e-30,0.41456106645198998,0.44031388012213524,0.22500000000000001,0.21531388012213523,2.1625582773939711,0.1627439421818872,0.16490677302588691,0.16722356395796989,0.16972720375303632,0.17248550635556262,0.16761965833957929,3.1672649250078937,-0.26308843076076938,-0.26308843076076938,false,0.017000000000000001,lqr,false,0,0,0,0,0,-0.26308843076076938,false,129.91938356584419,129.91938356584419,5.8261667382510926e-29,0.31904438641094368,1.5501475085309532e-30,5.8261667382510926e-29,0.31904438641094368,1.5501475085309532e-30,false,-1.8569094634040858e-30,-0.0521476023988574,-9.4904723254310716e-32,-0.26308843076076938,0.1816756677551519,setpoint_issued,-0.074833292191511025,2.0233426088540517e-29,-0.021228815956132147,0.99737808610675927,-5.6995692748017616e-32,0.072366797317677867,0.52500000000000002,0,0.39000000000000012,1,0,0,0.37873334475850684,0.024561066451989855,0.3795289085395539,0.3795289085395539,0.077786144313234828,0.072430110226819708,4.1499396256641115
6.1400000000000006,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,0.46362006533078615,1.8774377041624162e-30,3.1998631479680935,0.039686551006100482,1.8429218234525024e-29,-0.00051481573898491434,0.99966078847705775,-9.2757418872335394e-31,-0.026044346438851534,-7.2271810875061066e-32,-0.032286738919158647,0.0017154554093821569,0.0025008344916590498,0.0035833919907291168,0.0044125214847186957,0.028353697915716295,0.0023687474676066787,0.0027600653341230651,0.0034143995789256121,0.0049255732484073554,0.9033516077759558,-3.3624557195366263e-30,0.41445409325724081,0.43973154244516965,0.22500000000000001,0.21473154244516965,2.1636197305201779,0.16286819117918602,0.16507649140022554,0.1674418263644859,0.16999553354292604,0.17280092277810355,0.16783895865018561,3.1696416544352903,-0.26308843076076938,-0.26308843076076938,false,0.017000000000000001,lqr,false,0,0,0,0,0,-0.26308843076076938,false,129.92063731740944,129.92063731740944,5.8466101643169551e-29,0.31626278434861516,1.5490830439006545e-30,5.8466101643169551e-29,0.31626278434861516,1.5490830439006545e-30,false,-1.8532687195082668e-30,-0.052094583371906582,-9.6309118337666612e-32,-0.26308843076076938,0.1816756677551519,setpoint_issued,-0.077859368060855111,2.0360341545370607e-29,-0.021559755483185554,0.99739693923754602,-5.8857409635067262e-32,0.07210648791596265,0.52500000000000002,0,0.39000000000000012,1,0,0,0.37835160777595578,0.024454093257240683,0.37914105789756475,0.37914105789756475,0.080789258266990266,0.072169118990284192,4.1349859293207256
6.1450000000000005,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,0.46381633139359951,1.9697849107244003e-30,3.1998605231889101,0.038820005539700782,1.8509634320173786e-29,-0.00053516425977745332,0.9996614966445112,-9.25731118814853e-31,-0.026017150621385383,-7.2899837045243678e-32,-0.032143683385169507,0.0017274178714173365,0.0025147433593266447,0.0036004047592971206,0.0044368449758892736,0.028865095153662305,0.0024195100960940222,0.0028024689950382083,0.0033897142330863443,0.0048033981708777733,0.90295477259471324,-3.2603367498474148e-30,0.41434547672003036,0.43913844120111373,0.22500000000000001,0.21413844120111372,2.1646747841154044,0.16299201428246113,0.16524573034163625,0.16765973351848795,0.17026337502637937,0.17311545970049785,0.16805511624349176,3.1720062132283586,-0.26308843076076938,-0.26308843076076938,false,0.017000000000000001,lqr,false,0,0,0,0,0,-0.26308843076076938,false,129.92189642519548,129.92189642519548,5.8669595024815112e-29,0.31351822035138599,1.5479484243994442e-30,5.8669595024815112e-29,0.31351822035138599,1.5479484243994442e-30,false,-1.8495461057613605e-30,-0.052040173299719911,-9.771283059672858e-32,-0.26308843076076938,0.1816756677551519,setpoint_issued,-0.080872539845680033,2.0487219693473397e-29,-0.021886165293096546,0.99741598895721495,-6.072286787573677e-32,0.071842501157051833,0.52500000000000002,0,0.39000000000000012,1,0,0,0.37795477259471322,0.024345476720030235,0.37873805243709924,0.37873805243709924,0.083781692107093714,0.071904445793474714,4.119821272193307
6.1500000000000004,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,0.46400826667000716,2.0625336529797709e-30,3.1998577968918647,0.037954239923975112,1.8589831838166297e-29,-0.00055542352989892724,0.99966222161145346,-9.2384692342142732e-31,-0.025989280152655822,-7.35258633267514e-32,-0.031998065805028557,0.0017396561218102245,0.0025288557234897542,0.0036172783905110591,0.0044605524848589191,0.029378542442914855,0.0024789586864982466,0.0028414227789627625,0.0033588188815124129,0.0046792829092120588,0.90254290420949768,-3.1575834925877832e-30,0.41423523931220246,0.43853463753949051,0.22500000000000001,0.21353463753949051,2.1657235562858843,0.16311541824131198,0.16541449205132977,0.16787726332933101,0.17053068239861641,0.17342907676612443,0.16826811925955482,3.1743586083321533,-0.25154304085040319,-0.25154304085040319,false,0.019,lqr,false,0,0,0,0,0,-0.25154304085040319,false,129.91521800086696,129.91521800086696,5.8871894934400421e-29,0.32898628082779913,1.6166108653222303e-30,5.8871894934400421e-29,0.32898628082779913,1.6166108653222303e-30,false,-1.8457413522534497e-30,-0.051984413507599671,-9.911571670751522e-32,-0.25154304085040319,0.18206064475327105,setpoint_issued,-0.083872618188072234,2.061405589653263e-29,-0.022208116207775318,0.99743522905395388,-6.259184412526661e-32,0.071574882759852659,0.52500000000000002,0,0.39000000000000012,1,0,0,0.37754290420949765,0.024235239312202339,0.37831995895466791,0.37831995895466791,0.086762990423453007,0.071636136665277961,4.1044482915427984
6.1550000000000002,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,0.46419587580746907,2.1556828133655822e-30,3.1998549615738905,0.037089558637246993,1.8669800899875771e-29,-0.00057877235086549602,0.99966296584612713,-9.219214732740282e-31,-0.025960637814286012,-7.4149611914984558e-32,-0.031850250807201941,0.0017523863403138319,0.0025431116158155984,0.0036339932304050668,0.004483634038886534,0.029744664425300629,0.0026147785402983875,0.0028611104133810469,0.0033257345223267681,0.0045532527072707054,0.90211606900648744,-3.0541960282633536e-30,0.41412339694904016,0.43792019319901837,0.22500000000000001,0.21292019319901836,2.1667648331344038,0.1632393278428475,0.16558252351461275,0.16809440596612105,0.17079736248119035,0.17374170942923861,0.16847793571596767,3.1766980980843815,-0.25154304085040319,-0.25154304085040319,false,0.019,lqr,false,0,0,0,0,0,-0.25154304085040319,false,129.91664451983397,129.91664451983397,5.907343069968964e-29,0.32565600528910088,1.6132358090578385e-30,5.907343069968964e-29,0.32565600528910088,1.6132358090578385e-30,false,-1.8418542187354907e-30,-0.051927109496131121,-1.0051739134460366e-31,-0.25154304085040319,0.18206064475327105,setpoint_issued,-0.08685923534595956,2.0740901813197455e-29,-0.022528164560396188,0.99745465350242324,-6.4463442067272935e-32,0.071303675966676763,0.52500000000000002,0,0.39000000000000012,1,0,0,0.37711606900648742,0.024123396949040032,0.3778868452106619,0.3778868452106619,0.089733187636153219,0.071364235149433727,4.088869482241714
6.1600000000000001,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,0.46437916366873488,2.2492312553230851e-30,3.199852009905007,0.036225737915848009,1.8749543788651193e-29,-0.00060196414799881305,0.99966373170841594,-9.1995463905037615e-31,-0.025931130071863998,-7.4770810267755112e-32,-0.03170057787581225,0.0017657860731415218,0.0025574775143955993,0.0036505208950962306,0.0045060853004299604,0.030121873677246388,0.002746400400511289,0.0028855033538274315,0.0032840741803442037,0.0044272260131980644,0.90167433430522603,-2.9501744657715815e-30,0.41400996519859812,0.43729517063649115,0.22500000000000001,0.21229517063649114,2.1677982000580456,0.16336289832327133,0.16575013888527942,0.16831108338194825,0.17106342963911794,0.17405333942922463,0.16868457212448215,3.1790236618413692,-0.25154304085040319,-0.25154304085040319,false,0.019,lqr,false,0,0,0,0,0,-0.25154304085040319,false,129.91807541010706,129.91807541010706,5.927398972742733e-29,0.3223757866861009,1.6098448300743671e-30,5.927398972742733e-29,0.3223757866861009,1.6098448300743671e-30,false,-1.8378844651722157e-30,-0.051868074136965529,-1.0191747102593577e-31,-0.25154304085040319,0.18206064475327105,setpoint_issued,-0.089832386855653576,2.0867694480602388e-29,-0.022843882934123327,0.99747425646231869,-6.6336787728772507e-32,0.071028921538655337,0.52500000000000002,0,0.39000000000000012,1,0,0,0.37667433430522601,0.024009965198597993,0.37743877987446262,0.37743877987446262,0.092691427412095295,0.071088782300050196,4.0730871965171849
6.165,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,0.46455813468076895,2.343177838246542e-30,3.1998489426688486,0.03536282675824997,1.882905660584364e-29,-0.00062499954480613553,0.99966451841769421,-9.1794628371424685e-31,-0.025900784094680107,-7.5389419457885948e-32,-0.03154899035474585,0.0017798296833700827,0.0025719775795359089,0.0036668207221932998,0.0045279070620073171,0.030510634854971776,0.0028720299869558711,0.0029147751234659433,0.0032347835437937398,0.0043014903908954859,0.90121776789013786,-2.8455190830039848e-30,0.413894965545406,0.4366596332093689,0.22500000000000001,0.2116596332093689,2.1688237842035178,0.16348615425264482,0.1659173571847771,0.16852726395591114,0.17132883181262085,0.17436392800620382,0.16888801498066547,3.1813353343963411,-0.25154304085040319,-0.25154304085040319,false,0.019,lqr,false,0,0,0,0,0,-0.25154304085040319,false,129.91951043463604,129.91951043463604,5.9473560249954666e-29,0.31914412618012827,1.606430035388041e-30,5.9473560249954666e-29,0.31914412618012827,1.606430035388041e-30,false,-1.8338318235518035e-30,-0.051807361790846988,-1.0331581734188217e-31,-0.25154304085040319,0.18206064475327105,setpoint_issued,-0.092791890646052269,2.0994429238488871e-29,-0.023155337092305096,0.99749403224206723,-6.821170098948091e-32,0.07075065824048403,0.52500000000000002,0,0.39000000000000012,1,0,0,0.37621776789013783,0.023894965545405877,0.37697583245435479,0.37697583245435479,0.095637359883714912,0.070809817167679215,4.0571036718010198
6.1699999999999999,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,0.46473279350579649,2.4375214020090044e-30,3.1998457606453781,0.034500870287427862,1.8908335441661243e-29,-0.00064787937987375991,0.99966532521607787,-9.1589627095379372e-31,-0.025869626217498404,-7.6005399699043325e-32,-0.031395429587498913,0.0017944835122380724,0.0025866356867866487,0.0036828575967020358,0.0045491012453820461,0.030911282659488015,0.0029902515731609356,0.0029486476646397993,0.0031791234860316206,0.0041762156288570546,0.90074643845021451,-2.7402301812100947e-30,0.41377841914961577,0.43601364494441802,0.22500000000000001,0.21101364494441802,2.1698417123382465,0.16360911686792171,0.16608419709955818,0.16874291662266239,0.17159351463927414,0.17467343688158002,0.16908825032712077,3.1836331447763633,-0.25154304085040319,-0.25154304085040319,false,0.019,lqr,false,0,0,0,0,0,-0.25154304085040319,false,129.9209493727636,129.9209493727636,5.9672130464122645e-29,0.31595953016327227,1.6029836857686201e-30,5.9672130464122645e-29,0.31595953016327227,1.6029836857686201e-30,false,-1.8296960271848497e-30,-0.051745025148839892,-1.0471229164675368e-31,-0.25154304085040319,0.18206064475327105,setpoint_issued,-0.095737566922632328,2.1121101404666417e-29,-0.023462591175114598,0.99751397529998731,-7.0088000724677491e-32,0.070468922804429443,0.52500000000000002,0,0.39000000000000012,1,0,0,0.37574643845021449,0.023778419149615648,0.37649807333540986,0.37649807333540986,0.098570659452577813,0.070527376763311181,4.0409210286667632
6.1749999999999998,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,0.46490314502211699,2.5322607669069459e-30,3.1998424646098638,0.033639909823701693,1.8987376375281387e-29,-0.00067060469069099603,0.99966615136822456,-9.1380446518241608e-31,-0.025837681951789163,-7.6618710381728847e-32,-0.031239835574568692,0.0018097077396587841,0.0026014733249565647,0.0036986033319142226,0.0045696704001948188,0.031324019646760425,0.0031000125761539376,0.0029864565669645662,0.0031185904279874468,0.0040514891991436817,0.90026041556817615,-2.6343080851079689e-30,0.41366034685312564,0.43535727054605916,0.22500000000000001,0.21035727054605916,2.1708521108198657,0.16373180399752305,0.16625067636822277,0.16895801109369976,0.17185742210461544,0.17498182811788662,0.16928526374726108,3.1859171162490747,-0.25154304085040319,-0.25154304085040319,false,0.019,lqr,false,0,0,0,0,0,-0.25154304085040319,false,129.92239201950312,129.92239201950312,5.9869688531656125e-29,0.31282051052560372,1.5994981969952966e-30,5.9869688531656125e-29,0.31282051052560372,1.5994981969952966e-30,false,-1.8254768107088784e-30,-0.05168111525479651,-1.0610675511301187e-31,-0.25154304085040319,0.18206064475327105,setpoint_issued,-0.098669237952073802,2.1247706273674097e-29,-0.023765708477895348,0.9975340802398448,-7.1965504801325852e-32,0.070183749971393497,0.52500000000000002,0,0.39000000000000012,1,0,0,0.37526041556817613,0.023660346853125513,0.37600557376933985,0.37600557376933985,0.10149102136395745,0.070241496099633968,4.0245412731936598
6.1799999999999997,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,0.46506919430530747,2.6273947336053904e-30,3.1998390553319274,0.03277998297400319,1.9066175474961904e-29,-0.00069317669591628087,0.99966699616112209,-9.1167073154014236e-31,-0.025804975996868349,-7.7229310108818148e-32,-0.031082147629850516,0.0018254581333903913,0.0026165078577657895,0.0037140376325028655,0.0045896173846640556,0.031748918634875251,0.0032005950962136066,0.0030272302171552596,0.0030548297956988113,0.0039273532204416465,0.89975976971071359,-2.5277531430038755e-30,0.41354076918182681,0.43469057540540612,0.22500000000000001,0.20969057540540612,2.1718551055406681,0.16385423010776912,0.1664168111805959,0.16917251800874514,0.17212049723519621,0.17528906397627381,0.16947904035123459,3.1881872664004831,-0.25154304085040319,-0.25154304085040319,false,0.019,lqr,false,0,0,0,0,0,-0.25154304085040319,false,129.92383818473272,129.92383818473272,6.006622257957042e-29,0.30972558520534293,1.5959661410663346e-30,6.006622257957042e-29,0.30972558520534293,1.5959661410663346e-30,false,-1.8211739100939505e-30,-0.051615681527639408,-1.0749906878411995e-31,-0.25154304085040319,0.18206064475327105,setpoint_issued,-0.1015867278426465,2.1374239115447962e-29,-0.024064752236746822,0.99755434180756442,-7.3844030103868493e-32,0.069895172514825146,0.52500000000000002,0,0.39000000000000012,1,0,0,0.37475976971071356,0.023540769181826682,0.37549840586519018,0.37549840586519018,0.10439815886303715,0.069952208215080094,4.0079662983444546
6.1850000000000005,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,0.46523094660990855,2.7229220830835866e-30,3.1998355335746873,0.031921123734844375,1.9144728798150785e-29,-0.00071559677655558208,0.99966785890386001,-9.0949493589509817e-31,-0.02577153225115297,-7.7837156730513069e-32,-0.030922305015777734,0.0018416876315905113,0.0026317512027662494,0.0037291486190809803,0.0046089452299621289,0.032185928619610754,0.0032915783842330311,0.0030697765270055483,0.0029895480204377186,0.0038038405970653648,0.89924457221981768,-2.4205657269183871e-30,0.41341970634406067,0.43401362560990914,0.22500000000000001,0.20901362560990913,2.1728508218526428,0.1639764064424982,0.16658261560975318,0.16938640902269322,0.17238268279970814,0.17559510678424167,0.16966956475480738,3.1904436072663445,-0.25154304085040319,-0.25154304085040319,false,0.019,lqr,false,0,0,0,0,0,-0.25154304085040319,false,129.92528769232683,129.92528769232683,6.0261720700623736e-29,0.30667327896513419,1.5923802473408368e-30,6.0261720700623736e-29,0.30667327896513419,1.5923802473408368e-30,false,-1.8167870626484711e-30,-0.051548771783876311,-1.0888909362541803e-31,-0.25154304085040319,0.18206064475327105,setpoint_issued,-0.10448986233230768,2.1500695174131874e-29,-0.024359786348126095,0.99757475488903724,-7.5723392588690223e-32,0.069603221247853314,0.52500000000000002,0,0.39000000000000012,1,0,0,0.37424457221981766,0.023419706344060542,0.37497664258088975,0.37497664258088975,0.10729180081045785,0.069659544181086247,3.9911978843813345
6.1900000000000004,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,0.4653884073516526,2.8188415765812301e-30,3.1998319000939923,0.031063362606262697,1.9223032391593939e-29,-0.00073786645650760418,0.99966873892738317,-9.0727694484505383e-31,-0.025737373823601556,-7.8442207378651921e-32,-0.030760247542324023,0.0018583477229814267,0.0026472089504359286,0.0037439329195258224,0.0046276571788770602,0.032634883144719427,0.0033727960225493321,0.003112771345860299,0.0029244280111331779,0.003681008279279569,0.89871489530512372,-2.3127462327178035e-30,0.41329717822576856,0.43332648795347112,0.22500000000000001,0.20832648795347111,2.173839384477636,0.16409834122801681,0.16674810109565205,0.16959965683490541,0.17264392198675679,0.17589991882449055,0.16985682105273792,3.1926861455001956,-0.25154304085040319,-0.25154304085040319,false,0.019,lqr,false,0,0,0,0,0,-0.25154304085040319,false,129.92674037924516,129.92674037924516,6.0456170953797147e-29,0.30366212433734219,1.5887334036048513e-30,6.0456170953797147e-29,0.30366212433734219,1.5887334036048513e-30,false,-1.8123160070252137e-30,-0.051480432260486125,-1.102766905728028e-31,-0.25154304085040319,0.18206064475327105,setpoint_issued,-0.10737846859481723,2.162706966714649e-29,-0.024650875959962952,0.99759531450884331,-7.7603407362727385e-32,0.069307925015846775,0.52500000000000002,0,0.39000000000000012,1,0,0,0.3737148953051237,0.023297178225768433,0.37444035771562179,0.37444035771562179,0.11017168966373181,0.06936353309473442,3.9742376984442922
6.1950000000000003,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,0.46554158209028429,2.9151519555452164e-30,3.1998281556377575,0.030206726714180669,1.9301082291440694e-29,-0.00075998738289255333,0.99966963558422706,-9.0501662571906427e-31,-0.025702523045388823,-7.9044418500341549e-32,-0.030595916120047761,0.0018753896068926528,0.0026628799185965967,0.0037583953552719029,0.0046457568799580396,0.033095510164725415,0.0034442912219844824,0.0031548433876582237,0.0028610523004496727,0.003558965946298297,0.89817081203716254,-2.2042950802493497e-30,0.41317320438313132,0.43262922994687825,0.22500000000000001,0.20762922994687824,2.1748209174068069,0.16422003991786996,0.16691327599598788,0.16981223516837018,0.17290415903213291,0.17620346225359035,0.17004079278864156,3.1949148825633999,-0.25154304085040319,-0.25154304085040319,false,0.019,lqr,false,0,0,0,0,0,-0.25154304085040319,false,129.92819609459841,129.92819609459841,6.0649561364795416e-29,0.30069066268735645,1.5850186570554187e-30,6.0649561364795416e-29,0.30069066268735645,1.5850186570554187e-30,false,-1.8077604832275564e-30,-0.051410707638274093,-1.1166172057906691e-31,-0.25154304085040319,0.18206064475327105,setpoint_issued,-0.11025237507216182,2.1753357784604237e-29,-0.024938087884913661,0.99761601582962167,-7.9483888779476227e-32,0.069009310677851002,0.52500000000000002,0,0.39000000000000012,1,0,0,0.37317081203716251,0.023173204383131196,0.37388962590296304,0.37388962590296304,0.11303757975296677,0.069064202060247368,3.9570872934908992
6.2000000000000002,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,0.46569047651300938,3.0118519415769175e-30,3.1998243009453966,0.029351239938903782,1.9378874523346724e-29,-0.00078196130652321422,0.99967054824823731,-9.0271384657921625e-31,-0.025667001481846245,-7.9643745890890814e-32,-0.030429253261850801,0.001892765131203403,0.0026787561136849851,0.0037725482696491322,0.0046632487108572238,0.033567442570973133,0.003506273116030315,0.0031946514201888613,0.0028008371940282553,0.0034378988227749463,0.89761239634137524,-2.0952127134783938e-30,0.41304780403363334,0.43192191982836586,0.22500000000000001,0.20692191982836586,2.1757955437929777,0.16434150545538009,0.16707814521640127,0.17002411870653772,0.17316333977365014,0.17650569905674185,0.17022146292365925,3.197129814925348,-0.23963834412077545,-0.23963834412077545,false,0.021000000000000001,lqr,false,0,0,0,0,0,-0.23963834412077545,false,129.92156619199883,129.92156619199883,6.0841561040269438e-29,0.31649923998318913,1.6564614606102566e-30,6.0841561040269438e-29,0.31649923998318913,1.6564614606102566e-30,false,-1.8031202326159599e-30,-0.051339641065759667,-1.1304404465781966e-31,-0.23963834412077545,0.18247917624944174,setpoint_issued,-0.11311141133933922,2.187955468912936e-29,-0.025221490800949944,0.99763685415176295,-8.1364650544050246e-32,0.068707403081284618,0.52500000000000002,0,0.39000000000000012,1,0,0,0.37261239634137522,0.023047804033633212,0.37332452260471027,0.37332452260471027,0.11588923579608074,0.068761576163746646,3.9397481068500451
6.2050000000000001,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,0.46583509712999382,3.1089402214592532e-30,3.1998203286756426,0.028497213287359515,1.9456399138332002e-29,-0.00080701774310674762,0.99967147941104617,-9.0036848376126046e-31,-0.025630709161680618,-8.0239891378971472e-32,-0.030260589779554568,0.0019106071247671399,0.0026947795690970694,0.0037864211228812324,0.0046801363862638392,0.033896305509230382,0.0036295070783238887,0.0032148362782799308,0.0027486465800309304,0.0033175048095516911,0.89703972343693539,-1.9854994483709045e-30,0.4129209896771508,0.43120462630694156,0.22500000000000001,0.20620462630694156,2.1767620129541059,0.16446368551166754,0.16724244396841861,0.17023529900461296,0.17342136449994169,0.17680656643676848,0.17039879440871136,3.1993301667842267,-0.23963834412077545,-0.23963834412077545,false,0.021000000000000001,lqr,false,0,0,0,0,0,-0.23963834412077545,false,129.92318959115522,129.92318959115522,6.1032751283165657e-29,0.31292685299824619,1.6503315385414388e-30,6.1032751283165657e-29,0.31292685299824619,1.6503315385414388e-30,false,-1.7983950287048457e-30,-0.051267032538234981,-1.1442323320736007e-31,-0.23963834412077545,0.18247917624944174,setpoint_issued,-0.11595522980139213,2.2005716386082703e-29,-0.025503707970843541,0.99765782493165422,-8.324478123305753e-32,0.068402224763826153,0.52500000000000002,0,0.39000000000000012,1,0,0,0.37203972343693537,0.022920989677150672,0.37274512415699201,0.37274512415699201,0.11872680589721819,0.068455678174563328,3.9222214431083025
6.21,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,0.46597545067156287,3.206415462445057e-30,3.1998162316687822,0.027644418282288443,1.9533658265037091e-29,-0.00083185617376597726,0.99967243145114915,-8.9798041356152311e-31,-0.025593549901244725,-8.0832562892041885e-32,-0.03009023286589263,0.0019290144023924646,0.002710914230270214,0.0038000372418960592,0.0046964281505440788,0.034244874024092042,0.0037322584279089448,0.0032390359586591958,0.0026983187699917014,0.0031995788901717863,0.89645286939003144,-1.875155630784698e-30,0.41279277346710574,0.43047741871846856,0.22500000000000001,0.20547741871846856,2.1777198922610892,0.16458569117560465,0.16740648977278391,0.17044569993132896,0.17367824809228749,0.17710604808357014,0.17057278812692084,3.201514857443585,-0.23963834412077545,-0.23963834412077545,false,0.021000000000000001,lqr,false,0,0,0,0,0,-0.23963834412077545,false,129.92481485974309,129.92481485974309,6.122284496747105e-29,0.30940754286742983,1.6441941073468413e-30,6.122284496747105e-29,0.30940754286742983,1.6441941073468413e-30,false,-1.7935846451474701e-30,-0.051192689629584322,-1.1579885973083631e-31,-0.23963834412077545,0.18247917624944174,setpoint_issued,-0.11878384038796125,2.2131774975407021e-29,-0.025782244065204251,0.99767892378003054,-8.5123393319569793e-32,0.06809379593707654,0.52500000000000002,0,0.39000000000000012,1,0,0,0.37145286939003141,0.02279277346710562,0.37215150772287697,0.37215150772287697,0.12154968056868934,0.068146528529028916,3.904508473181215
6.2149999999999999,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,0.46611154341999245,3.3042763270775676e-30,3.1998120110143051,0.026792903728432835,1.9610647895212861e-29,-0.00085647685304478011,0.99967340354959411,-8.9554950504195104e-31,-0.025555551951984761,-8.1421727877121266e-32,-0.029918084448965682,0.0019478836978355277,0.0027271781989543107,0.0038134086490086245,0.0047121370076742101,0.034612917809905872,0.0038142930448431924,0.0032663912924365125,0.002650944087963937,0.003084388355157354,0.89585191065691516,-1.7641817884032472e-30,0.4126631736403894,0.42974036723692272,0.22500000000000001,0.20474036723692271,2.1786693185919486,0.16470752917506329,0.16757028939093627,0.17065529683830619,0.17393394042567242,0.17740410672503798,0.17074342504794365,3.2036839061949083,-0.23963834412077545,-0.23963834412077545,false,0.021000000000000001,lqr,false,0,0,0,0,0,-0.23963834412077545,false,129.92644170580323,129.92644170580323,6.1411830057036642e-29,0.30593972164716271,1.6380411485593708e-30,6.1411830057036642e-29,0.30593972164716271,1.6380411485593708e-30,false,-1.7886888252142474e-30,-0.051116668866012176,-1.171707931206697e-31,-0.23963834412077545,0.18247917624944174,setpoint_issued,-0.12159707656445574,2.2257725596583564e-29,-0.026057166255883852,0.99770014642596128,-8.700034604456404e-32,0.067782134973867827,0.52500000000000002,0,0.39000000000000012,1,0,0,0.37085191065691514,0.022663173640389278,0.37154375122902955,0.37154375122902955,0.12435764931160803,0.067834145819068756,3.8866102623076384
