time,scenario,seed,protocol_mode,wind_x,wind_y,wind_z,x_ref,vx_ref,ax_ref,y_ref,z_ref,yaw_ref,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,uav_qw,uav_qx,uav_qy,uav_qz,joint_1_angle,joint_2_angle,joint_3_angle,joint_4_angle,joint_5_angle,joint_1_velocity,joint_2_velocity,joint_3_velocity,joint_4_velocity,joint_5_velocity,tip_x,tip_y,tip_z,tip_relative_x,tip_equilibrium_relative_x,tip_displacement,wind_force_quad_x,wind_force_link_1_x,wind_force_link_2_x,wind_force_link_3_x,wind_force_link_4_x,wind_force_link_5_x,wind_force_cutter_x,wind_force_total_x,ax_cmd_raw,ax_cmd_limited,ax_saturated,solve_time_ms
0,crosswind_hover,-1,anchored_wind_validation,0,0,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22500000000000001,0,0.38999999999999996,0.22500000000000001,0.22500000000000001,0,0,0,0,0,0,0,0,0,0,0,false,0
0.0050000000000000001,crosswind_hover,-1,anchored_wind_validation,0,0,0,0,0,0,0,3.2000000000000002,0,0,0,3.1999874429812927,0,0,-0.0046444425037489197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22500000000000001,0,0.38998744298129245,0.22500000000000001,0.22500000000000001,0,0,0,0,0,0,0,0,0,0,0,false,0
0.01,crosswind_hover,-1,anchored_wind_validation,0,0,0,0,0,0,0,3.2000000000000002,0,0,0,3.1999567643221063,0,0,-0.0073590867075371746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22500000000000001,0,0.38995676432210608,0.22500000000000001,0.22500000000000001,0,0,0,0,0,0,0,0,0,0,0,false,0
0.014999999999999999,crosswind_hover,-1,anchored_wind_validation,0,0,0,0,0,0,0,3.2000000000000002,0,0,0,3.1999160833282101,0,0,-0.0087273138061635374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22500000000000001,0,0.38991608332820987,0.22500000000000001,0.22500000000000001,0,0,0,0,0,0,0,0,0,0,0,false,0
0.02,crosswind_hover,-1,anchored_wind_validation,0,0,0,0,0,0,0,3.2000000000000002,0,0,0,3.1998710306438842,0,0,-0.0091664508109328986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22500000000000001,0,0.38987103064388445,0.22500000000000001,0.22500000000000001,0,0,0,0,0,0,0,0,0,0,0,false,0
0.025000000000000001,crosswind_hover,-1,anchored_wind_validation,0,0,0,0,0,0,0,3.2000000000000002,0,0,0,3.1998254601943081,0,0,-0.0089769752543025876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22500000000000001,0,0.38982546019430792,0.22500000000000001,0.22500000000000001,0,0,0,0,0,0,0,0,0,0,0,false,0
0.029999999999999999,crosswind_hover,-1,anchored_wind_validation,0,0,0,0,0,0,0,3.2000000000000002,0,0,0,3.1997819381379431,0,0,-0.0083784572863023297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22500000000000001,0,0.38978193813794287,0.22500000000000001,0.22500000000000001,0,0,0,0,0,0,0,0,0,0,0,false,0
0.035000000000000003,crosswind_hover,-1,anchored_wind_validation,0,0,0,0,0,0,0,3.2000000000000002,0,0,0,3.1997420827138354,0,0,-0.0075337032915953296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22500000000000001,0,0.3897420827138352,0.22500000000000001,0.22500000000000001,0,0,0,0,0,0,0,0,0,0,0,false,0
0.040000000000000001,crosswind_hover,-1,anchored_wind_validation,0,0,0,0,0,0,0,3.2000000000000002,0,0,0,3.1997068065948753,0,0,-0.0065641443032782238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22500000000000001,0,0.38970680659487505,0.22500000000000001,0.22500000000000001,0,0,0,0,0,0,0,0,0,0,0,false,0
0.044999999999999998,crosswind_hover,-1,anchored_wind_validation,0,0,0,0,0,0,0,3.2000000000000002,0,0,0,3.1996764977921761,0,0,-0.0055594872745346417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22500000000000001,0,0.38967649779217634,0.22500000000000001,0.22500000000000001,0,0,0,0,0,0,0,0,0,0,0,false,0
0.050000000000000003,crosswind_hover,-1,anchored_wind_validation,0,0,0,0,0,0,0,3.2000000000000002,0,0,0,3.1996511615174819,0,0,-0.0045840155822702957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22500000000000001,0,0.38965116151748208,0.22500000000000001,0.22500000000000001,0,0,0,0,0,0,0,0,0,0,0,false,0
0.055,crosswind_hover,-1,anchored_wind_validation,0,0,0,0,0,0,0,3.2000000000000002,0,0,0,3.1996305353847125,0,0,-0.0036811637796059131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22500000000000001,0,0.38963053538471232,0.22500000000000001,0.22500000000000001,0,0,0,0,0,0,0,0,0,0,0,false,0
0.059999999999999998,crosswind_hover,-1,anchored_wind_validation,0,0,0,0,0,0,0,3.2000000000000002,0,0,0,3.1996141839607355,0,0,-0.0028773135861482942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22500000000000001,0,0.38961418396073572,0.22500000000000001,0.22500000000000001,0,0,0,0,0,0,0,0,0,0,0,false,0
0.065000000000000002,crosswind_hover,-1,anchored_wind_validation,0,0,0,0,0,0,0,3.2000000000000002,0,0,0,3.1996015752906599,0,0,-0.002185249167100483,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22500000000000001,0,0.3896015752906597,0.22500000000000001,0.22500000000000001,0,0,0,0,0,0,0,0,0,0,0,false,0
