index,joint_angle_weight,joint_velocity_weight,input_weight,Q_diagonal,R,K,closed_loop_eigenvalues,dare_success,spectral_radius,dare_residual_norm,safe_gate,approach_tip_improvement,score,approach_x_rmse,crosswind_x_rmse,approach_tip_rms,crosswind_tip_rms
11,40.0,3.0,1.0,"[20.0,4.0,8.0,2.0,4.0,1.0,40.0,40.0,40.0,40.0,40.0,3.0,3.0,3.0,3.0,3.0]",[[1.0]],"[4.091377039065759,5.758461733885738,1.4042923791286534e-14,5.451188965936044e-15,25.93050966823153,6.374677967529815,-7.274251984741632,1.1795009348322687,3.3619227390606348,2.742064556107376,1.4630101551398553,3.799329934614284,3.0114983507219377,2.206382387452016,1.4402275331885772,0.7318804653278054]","[{""real"":0.201808363130014,""imag"":0.0,""abs"":0.201808363130014},{""real"":0.016567695411302694,""imag"":0.0,""abs"":0.016567695411302694},{""real"":0.007417868852607147,""imag"":0.0,""abs"":0.007417868852607147},{""real"":0.006183726056129687,""imag"":0.0,""abs"":0.006183726056129687},{""real"":0.7877455659184136,""imag"":0.21765884959933035,""abs"":0.817262779914163},{""real"":0.7877455659184136,""imag"":-0.21765884959933035,""abs"":0.817262779914163},{""real"":0.9822598458183006,""imag"":0.08705787808427347,""abs"":0.9861102772223439},{""real"":0.9822598458183006,""imag"":-0.08705787808427347,""abs"":0.9861102772223439},{""real"":0.8787599446727252,""imag"":0.0,""abs"":0.8787599446727252},{""real"":0.9300099751924518,""imag"":0.04485508359754572,""abs"":0.9310910441423049},{""real"":0.9300099751924518,""imag"":-0.04485508359754572,""abs"":0.9310910441423049},{""real"":0.9318292071505908,""imag"":0.0,""abs"":0.9318292071505908},{""real"":0.974580794069253,""imag"":0.0,""abs"":0.974580794069253},{""real"":0.9688502093716207,""imag"":0.0,""abs"":0.9688502093716207},{""real"":0.9146707743835248,""imag"":0.044288017038438945,""abs"":0.9157423513000554},{""real"":0.9146707743835248,""imag"":-0.044288017038438945,""abs"":0.9157423513000554}]",True,0.9861102772223439,3.031656765156169e-10,False,True,0.3842570702936915,0.14166605432201218,0.13708328838984354,0.1386685045085133,0.04753362071899671
12,40.0,3.0,2.0,"[20.0,4.0,8.0,2.0,4.0,1.0,40.0,40.0,40.0,40.0,40.0,3.0,3.0,3.0,3.0,3.0]",[[2.0]],"[2.9378710017807257,4.4870381184177495,3.885428645685801e-14,-3.2283431995203427e-15,20.922382814384566,5.85516953120424,-7.956929932118771,0.4129919298742421,2.554413612186974,2.12615419436709,1.137168899476311,3.6371139256436034,2.8966935683535024,2.1324536834136048,1.3984519112659195,0.7142284595232063]","[{""real"":0.20218959616131116,""imag"":0.0,""abs"":0.20218959616131116},{""real"":0.01656575351810502,""imag"":0.0,""abs"":0.01656575351810502},{""real"":0.007417499188410077,""imag"":0.0,""abs"":0.007417499188410077},{""real"":0.006183668314330061,""imag"":0.0,""abs"":0.006183668314330061},{""real"":0.790419421150964,""imag"":0.21893282678579792,""abs"":0.8201795193596614},{""real"":0.790419421150964,""imag"":-0.21893282678579792,""abs"":0.8201795193596614},{""real"":0.9834364892070186,""imag"":0.08444894096823029,""abs"":0.9870556984965349},{""real"":0.9834364892070186,""imag"":-0.08444894096823029,""abs"":0.9870556984965349},{""real"":0.8782250209699156,""imag"":0.0,""abs"":0.8782250209699156},{""real"":0.9395695114158844,""imag"":0.04112492551087126,""abs"":0.9404690990567199},{""real"":0.9395695114158844,""imag"":-0.04112492551087126,""abs"":0.9404690990567199},{""real"":0.932354195888281,""imag"":0.0,""abs"":0.932354195888281},{""real"":0.9745846267884252,""imag"":0.0,""abs"":0.9745846267884252},{""real"":0.9688502305752367,""imag"":0.0,""abs"":0.9688502305752367},{""real"":0.9146707743835248,""imag"":0.044288017038438224,""abs"":0.9157423513000554},{""real"":0.9146707743835248,""imag"":-0.044288017038438224,""abs"":0.9157423513000554}]",True,0.9870556984965347,2.2754700296449647e-10,False,True,0.3006737978884608,0.15827733308127667,0.16169696478766502,0.13193754282000178,0.04748773938202689
13,40.0,6.0,0.5,"[20.0,4.0,8.0,2.0,4.0,1.0,40.0,40.0,40.0,40.0,40.0,6.0,6.0,6.0,6.0,6.0]",[[0.5]],"[5.60433351448951,7.367394979590866,-4.3511814724419196e-14,-6.0543691277682714e-15,32.19754524571801,7.1049688509426385,-6.87610229605866,1.6312944188487404,3.8617256388348835,3.121429925858564,1.6598479697310007,3.890374239173829,3.039994809238403,2.1951000358493027,1.4144539439503594,0.7095139326717069]","[{""real"":0.19974003868286483,""imag"":0.0,""abs"":0.19974003868286483},{""real"":0.016579844494574395,""imag"":0.0,""abs"":0.016579844494574395},{""real"":0.007420113370130354,""imag"":0.0,""abs"":0.007420113370130354},{""real"":0.006184075714467427,""imag"":0.0,""abs"":0.006184075714467427},{""real"":0.7765663475440467,""imag"":0.2102291501269729,""abs"":0.8045194762720232},{""real"":0.7765663475440467,""imag"":-0.2102291501269729,""abs"":0.8045194762720232},{""real"":0.9811390213858928,""imag"":0.08912057095622881,""abs"":0.9851782861257304},{""real"":0.9811390213858928,""imag"":-0.08912057095622881,""abs"":0.9851782861257304},{""real"":0.8806786464288874,""imag"":0.0,""abs"":0.8806786464288874},{""real"":0.9191515974565603,""imag"":0.04866513410958577,""abs"":0.9204390009038353},{""real"":0.9191515974565603,""imag"":-0.04866513410958577,""abs"":0.9204390009038353},{""real"":0.9313963742139536,""imag"":0.0,""abs"":0.9313963742139536},{""real"":0.9745788640336105,""imag"":0.0,""abs"":0.9745788640336105},{""real"":0.9688501985880513,""imag"":0.0,""abs"":0.9688501985880513},{""real"":0.9146707743835248,""imag"":0.04428801703843875,""abs"":0.9157423513000554},{""real"":0.9146707743835248,""imag"":-0.04428801703843875,""abs"":0.9157423513000554}]",True,0.9851782861257306,2.0904260969725876e-11,False,True,0.45499596227097217,0.12901237614776936,0.1196733326616634,0.14787441577733187,0.04751864260847172
14,40.0,6.0,1.0,"[20.0,4.0,8.0,2.0,4.0,1.0,40.0,40.0,40.0,40.0,40.0,6.0,6.0,6.0,6.0,6.0]",[[1.0]],"[4.066768878293603,5.754714963122119,-4.0568702515092545e-14,-5.095211352568484e-15,26.143175469285428,6.535604021702113,-7.418998038402136,1.031515775312969,3.229954076824311,2.6425048584303212,1.4089495141110877,3.8466848993127027,3.0366715776588014,2.216691423783835,1.4428214508568178,0.7313025737543487]","[{""real"":0.20115245719434643,""imag"":0.0,""abs"":0.20115245719434643},{""real"":0.01657181484663673,""imag"":0.0,""abs"":0.01657181484663673},{""real"":0.007418620890432253,""imag"":0.0,""abs"":0.007418620890432253},{""real"":0.006183843352328536,""imag"":0.0,""abs"":0.006183843352328536},{""real"":0.7843678939248107,""imag"":0.2151897969730025,""abs"":0.8133508724660747},{""real"":0.7843678939248107,""imag"":-0.2151897969730025,""abs"":0.8133508724660747},{""real"":0.9821254943140518,""imag"":0.08679034409155993,""abs"":0.9859528641923772},{""real"":0.9821254943140518,""imag"":-0.08679034409155993,""abs"":0.9859528641923772},{""real"":0.8792369877285388,""imag"":0.0,""abs"":0.8792369877285388},{""real"":0.9300982444142818,""imag"":0.04486716653630424,""abs"":0.9311797930021493},{""real"":0.9300982444142818,""imag"":-0.04486716653630424,""abs"":0.9311797930021493},{""real"":0.9318320064761455,""imag"":0.0,""abs"":0.9318320064761455},{""real"":0.9745807942475498,""imag"":0.0,""abs"":0.9745807942475498},{""real"":0.9688502093752985,""imag"":0.0,""abs"":0.9688502093752985},{""real"":0.9146707743835247,""imag"":0.04428801703843872,""abs"":0.9157423513000552},{""real"":0.9146707743835247,""imag"":-0.04428801703843872,""abs"":0.9157423513000552}]",True,0.9859528641923772,8.218063956199454e-11,False,True,0.3754416779231391,0.14359545276533386,0.13898700124880983,0.1381850684436018,0.04753232724850972
15,40.0,6.0,2.0,"[20.0,4.0,8.0,2.0,4.0,1.0,40.0,40.0,40.0,40.0,40.0,6.0,6.0,6.0,6.0,6.0]",[[2.0]],"[2.9286049618898313,4.485999551567349,-3.550192312611969e-14,-3.867342881673307e-15,21.022219933341002,5.938309745178952,-8.037145684493295,0.33267171545010826,2.4862582106837707,2.075907891241054,1.1099621602683116,3.6592609467332977,2.9074819143936854,2.1358561730616197,1.3983357688544014,0.7130769802956267]","[{""real"":0.20186104884444112,""imag"":0.0,""abs"":0.20186104884444112},{""real"":0.01656781060971888,""imag"":0.0,""abs"":0.01656781060971888},{""real"":0.007417875099253268,""imag"":0.0,""abs"":0.007417875099253268},{""real"":0.006183727004907314,""imag"":0.0,""abs"":0.006183727004907314},{""real"":0.7886436503876006,""imag"":0.217685620442536,""abs"":0.818135585733888},{""real"":0.7886436503876006,""imag"":-0.217685620442536,""abs"":0.818135585733888},{""real"":0.9833406946516936,""imag"":0.08429398066724995,""abs"":0.98694700816954},{""real"":0.9833406946516936,""imag"":-0.08429398066724995,""abs"":0.98694700816954},{""real"":0.8784700369407541,""imag"":0.0,""abs"":0.8784700369407541},{""real"":0.9395947163613402,""imag"":0.04112152043857474,""abs"":0.940494131006317},{""real"":0.9395947163613402,""imag"":-0.04112152043857474,""abs"":0.940494131006317},{""real"":0.9323563947275344,""imag"":0.0,""abs"":0.9323563947275344},{""real"":0.9745846269658307,""imag"":0.0,""abs"":0.9745846269658307},{""real"":0.9688502305788763,""imag"":0.0,""abs"":0.9688502305788763},{""real"":0.9146707743835241,""imag"":0.04428801703843901,""abs"":0.9157423513000545},{""real"":0.9146707743835241,""imag"":-0.04428801703843901,""abs"":0.9157423513000545}]",True,0.9869470081695401,2.0644465163741097e-10,False,True,0.29591685670677237,0.15949119857616595,0.1629032235236394,0.1317964195830256,0.04748211286411695
16,40.0,12.0,0.5,"[20.0,4.0,8.0,2.0,4.0,1.0,40.0,40.0,40.0,40.0,40.0,12.0,12.0,12.0,12.0,12.0]",[[0.5]],"[5.488154533947006,7.3384207218087925,-2.979138738156739e-14,-5.1510074863226165e-15,32.93634555363785,7.648195476729278,-7.3442142090926685,1.1444482370556202,3.407361537966296,2.77150725539811,1.4696839655945322,4.067425766679956,3.141950695940712,2.245418392806734,1.4356095611291704,0.7151816336373252]","[{""real"":0.1971468867811426,""imag"":0.0,""abs"":0.1971468867811426},{""real"":0.016596448271278236,""imag"":0.0,""abs"":0.016596448271278236},{""real"":0.007423126425531139,""imag"":0.0,""abs"":0.007423126425531139},{""real"":0.006184542811940904,""imag"":0.0,""abs"":0.006184542811940904},{""real"":0.7655120678647083,""imag"":0.20108259227219158,""abs"":0.7914814811234727},{""real"":0.7655120678647083,""imag"":-0.20108259227219158,""abs"":0.7914814811234727},{""real"":0.9808328791950818,""imag"":0.08832847873519173,""abs"":0.9848020395316954},{""real"":0.9808328791950818,""imag"":-0.08832847873519173,""abs"":0.9848020395316954},{""real"":0.8823628191143161,""imag"":0.0,""abs"":0.8823628191143161},{""real"":0.9197007542854747,""imag"":0.048852953223069845,""abs"":0.9209973335856552},{""real"":0.9197007542854747,""imag"":-0.048852953223069845,""abs"":0.9209973335856552},{""real"":0.931402895433691,""imag"":0.0,""abs"":0.931402895433691},{""real"":0.9745788643911064,""imag"":0.0,""abs"":0.9745788643911064},{""real"":0.9688501985954449,""imag"":0.0,""abs"":0.9688501985954449},{""real"":0.9146707743835245,""imag"":0.04428801703843836,""abs"":0.915742351300055},{""real"":0.9146707743835245,""imag"":-0.04428801703843836,""abs"":0.915742351300055}]",True,0.9848020395316954,1.3604250012090615e-10,False,True,0.4268010896126748,0.1344362196772979,0.12500834839094893,0.14562329758974804,0.0475304179167382
17,40.0,12.0,1.0,"[20.0,4.0,8.0,2.0,4.0,1.0,40.0,40.0,40.0,40.0,40.0,12.0,12.0,12.0,12.0,12.0]",[[1.0]],"[4.019913275916306,5.746038506995476,-2.4692586384800747e-14,-3.483624667355692e-15,26.532951433670714,6.8390685146377335,-7.700017785054643,0.7446054194958279,2.973903591054488,2.449369836015284,1.3041911031431366,3.936146718397666,3.084422001688641,2.236550256390352,1.4481829946279114,0.7305753058149139]","[{""real"":0.1998456368061412,""imag"":0.0,""abs"":0.1998456368061412},{""real"":0.016580074550087243,""imag"":0.0,""abs"":0.016580074550087243},{""real"":0.007420125761466058,""imag"":0.0,""abs"":0.007420125761466058},{""real"":0.006184077591684613,""imag"":0.0,""abs"":0.006184077591684613},{""real"":0.7780130705812466,""imag"":0.21040298625171375,""abs"":0.8059613853150153},{""real"":0.7780130705812466,""imag"":-0.21040298625171375,""abs"":0.8059613853150153},{""real"":0.9818819625529298,""imag"":0.08628217546943943,""abs"":0.9856656645082714},{""real"":0.9818819625529298,""imag"":-0.08628217546943943,""abs"":0.9856656645082714},{""real"":0.8801661221473444,""imag"":0.0,""abs"":0.8801661221473444},{""real"":0.9302724543539395,""imag"":0.044888485739708245,""abs"":0.9313548279156051},{""real"":0.9302724543539395,""imag"":-0.044888485739708245,""abs"":0.9313548279156051},{""real"":0.9318376107340924,""imag"":0.0,""abs"":0.9318376107340924},{""real"":0.9745807946041465,""imag"":0.0,""abs"":0.9745807946041465},{""real"":0.9688502093826526,""imag"":0.0,""abs"":0.9688502093826526},{""real"":0.9146707743835245,""imag"":0.044288017038438356,""abs"":0.915742351300055},{""real"":0.9146707743835245,""imag"":-0.044288017038438356,""abs"":0.915742351300055}]",True,0.9856656645082714,1.6677466420584476e-10,False,True,0.35916488547446057,0.1472563527619046,0.1426141902293662,0.13732294550744018,0.047530263956173005
18,40.0,12.0,2.0,"[20.0,4.0,8.0,2.0,4.0,1.0,40.0,40.0,40.0,40.0,40.0,12.0,12.0,12.0,12.0,12.0]",[[2.0]],"[2.9105669587196474,4.483576889060509,-1.7821622386533496e-14,-4.189111453072804e-15,21.21217967997614,6.099048032678415,-8.195176458145827,0.17450225741866376,2.3517744457884153,1.9766759941379666,1.0562567673742351,3.701941329564126,2.9282492836572884,2.142410774315293,1.3981424024191962,0.7108977666801806]","[{""real"":0.20120517777951782,""imag"":0.0,""abs"":0.20120517777951782},{""real"":0.016571929984193712,""imag"":0.0,""abs"":0.016571929984193712},{""real"":0.007418627119955259,""imag"":0.0,""abs"":0.007418627119955259},{""real"":0.0061838442976868534,""imag"":0.0,""abs"":0.0061838442976868534},{""real"":0.7852067237230119,""imag"":0.21523190715884888,""abs"":0.81417097273181},{""real"":0.7852067237230119,""imag"":-0.21523190715884888,""abs"":0.81417097273181},{""real"":0.9831598812583395,""imag"":0.08399296208736803,""abs"":0.9867411868347862},{""real"":0.9831598812583395,""imag"":-0.08399296208736803,""abs"":0.9867411868347862},{""real"":0.878954144384401,""imag"":0.0,""abs"":0.878954144384401},{""real"":0.9396447932595744,""imag"":0.04111456431681688,""abs"":0.9405438559146458},{""real"":0.9396447932595744,""imag"":-0.04111456431681688,""abs"":0.9405438559146458},{""real"":0.9323607953797297,""imag"":0.0,""abs"":0.9323607953797297},{""real"":0.9745846273206419,""imag"":0.0,""abs"":0.9745846273206419},{""real"":0.9688502305861568,""imag"":0.0,""abs"":0.9688502305861568},{""real"":0.9146707743835247,""imag"":0.04428801703843851,""abs"":0.9157423513000552},{""real"":0.9146707743835247,""imag"":-0.04428801703843851,""abs"":0.9157423513000552}]",True,0.9867411868347862,2.8907057060625967e-10,False,True,0.28679808928355266,0.16184367000405306,0.16525023376833642,0.13153463068775675,0.04747157302050031
19,80.0,3.0,0.5,"[20.0,4.0,8.0,2.0,4.0,1.0,80.0,80.0,80.0,80.0,80.0,3.0,3.0,3.0,3.0,3.0]",[[0.5]],"[5.64475341768373,7.467869999745508,-3.990718704955103e-14,-2.9656550725735998e-15,33.11295713410107,7.3713697915821035,-6.5477061930319245,1.933590485025358,4.150531902804243,3.362180429480221,1.7934137960015548,4.225463021171147,3.3231611585842327,2.416744934588547,1.5671245283851551,0.7908484046652797]","[{""real"":0.20107338073003697,""imag"":0.0,""abs"":0.20107338073003697},{""real"":0.01657155351007193,""imag"":0.0,""abs"":0.01657155351007193},{""real"":0.007418601574709745,""imag"":0.0,""abs"":0.007418601574709745},{""real"":0.006183840359834022,""imag"":0.0,""abs"":0.006183840359834022},{""real"":0.7809237116496524,""imag"":0.21648620315856432,""abs"":0.8103752955110863},{""real"":0.7809237116496524,""imag"":-0.21648620315856432,""abs"":0.8103752955110863},{""real"":0.9802192197877377,""imag"":0.08819627388417725,""abs"":0.9841789987437926},{""real"":0.9802192197877377,""imag"":-0.08819627388417725,""abs"":0.9841789987437926},{""real"":0.8778369223907877,""imag"":0.0,""abs"":0.8778369223907877},{""real"":0.918864673155776,""imag"":0.0475062714466722,""abs"":0.9200919157347466},{""real"":0.918864673155776,""imag"":-0.0475062714466722,""abs"":0.9200919157347466},{""real"":0.9313711564957655,""imag"":0.0,""abs"":0.9313711564957655},{""real"":0.9745788582547745,""imag"":0.0,""abs"":0.9745788582547745},{""real"":0.9688501985434174,""imag"":0.0,""abs"":0.9688501985434174},{""real"":0.914670774383525,""imag"":0.044288017038439174,""abs"":0.9157423513000555},{""real"":0.914670774383525,""imag"":-0.044288017038439174,""abs"":0.9157423513000555}]",True,0.9841789987437926,1.302593181125852e-10,False,True,0.4468479977169275,0.1316776845528685,0.12110894580608397,0.1451311914239248,0.04730064157333583
20,80.0,3.0,1.0,"[20.0,4.0,8.0,2.0,4.0,1.0,80.0,80.0,80.0,80.0,80.0,3.0,3.0,3.0,3.0,3.0]",[[1.0]],"[4.081265594511445,5.803500466006838,-3.245785824139671e-14,-6.183360773653324e-16,26.664758858530238,6.723950066356826,-7.275445198608798,1.1605723737734148,3.3624458899406093,2.7597338676862835,1.4750544295595156,4.064889020722502,3.219188624290144,2.358568769859421,1.5401977811874232,0.7830706275859372]","[{""real"":0.2018216490495313,""imag"":0.0,""abs"":0.2018216490495313},{""real"":0.01656767992908798,""imag"":0.0,""abs"":0.01656767992908798},{""real"":0.007417865426740571,""imag"":0.0,""abs"":0.007417865426740571},{""real"":0.006183725504881494,""imag"":0.0,""abs"":0.006183725504881494},{""real"":0.786771307426555,""imag"":0.2184235193530119,""abs"":0.8165279689001756},{""real"":0.786771307426555,""imag"":-0.2184235193530119,""abs"":0.8165279689001756},{""real"":0.981432813009247,""imag"":0.08617970925115961,""abs"":0.9852092715448114},{""real"":0.981432813009247,""imag"":-0.08617970925115961,""abs"":0.9852092715448114},{""real"":0.8777588990691246,""imag"":0.0,""abs"":0.8777588990691246},{""real"":0.9299240418578951,""imag"":0.04445510792532462,""abs"":0.9309860258059605},{""real"":0.9299240418578951,""imag"":-0.04445510792532462,""abs"":0.9309860258059605},{""real"":0.9318100081207742,""imag"":0.0,""abs"":0.9318100081207742},{""real"":0.9745807884798967,""imag"":0.0,""abs"":0.9745807884798967},{""real"":0.9688502093308001,""imag"":0.0,""abs"":0.9688502093308001},{""real"":0.9146707743835251,""imag"":0.04428801703843783,""abs"":0.9157423513000555},{""real"":0.9146707743835251,""imag"":-0.04428801703843783,""abs"":0.9157423513000555}]",True,0.9852092715448113,7.642887265033758e-11,False,True,0.3690465509816965,0.1459121688717189,0.14030992971401568,0.1369046009483282,0.04737757837857799
21,80.0,3.0,2.0,"[20.0,4.0,8.0,2.0,4.0,1.0,80.0,80.0,80.0,80.0,80.0,3.0,3.0,3.0,3.0,3.0]",[[2.0]],"[2.93357207564198,4.509300606882274,-2.179358505553617e-14,-2.5925480259823194e-15,21.31073370156152,6.064127141109939,-7.986425844564401,0.3761386249849952,2.5397192595646727,2.1286852599627655,1.1404939945044485,3.795823015362975,3.020694576523071,2.223297651572913,1.458120704560278,0.7447742754593847]","[{""real"":0.20219625896930635,""imag"":0.0,""abs"":0.20219625896930635},{""real"":0.016565745785795505,""imag"":0.0,""abs"":0.016565745785795505},{""real"":0.007417497475981388,""imag"":0.0,""abs"":0.007417497475981388},{""real"":0.0061836680385983925,""imag"":0.0,""abs"":0.0061836680385983925},{""real"":0.7899111415248745,""imag"":0.21933162115017338,""abs"":0.8197962988093405},{""real"":0.7899111415248745,""imag"":-0.21933162115017338,""abs"":0.8197962988093405},{""real"":0.9828471127583123,""imag"":0.0839196190988273,""abs"":0.9864233115285966},{""real"":0.9828471127583123,""imag"":-0.0839196190988273,""abs"":0.9864233115285966},{""real"":0.8777185854130395,""imag"":0.0,""abs"":0.8777185854130395},{""real"":0.9395044347686476,""imag"":0.04098646175179811,""abs"":0.9403980396602748},{""real"":0.9395044347686476,""imag"":-0.04098646175179811,""abs"":0.9403980396602748},{""real"":0.9323388187305617,""imag"":0.0,""abs"":0.9323388187305617},{""real"":0.9745846212203862,""imag"":0.0,""abs"":0.9745846212203862},{""real"":0.9688502305346496,""imag"":0.0,""abs"":0.9688502305346496},{""real"":0.9146707743835247,""imag"":0.044288017038438425,""abs"":0.9157423513000552},{""real"":0.9146707743835247,""imag"":-0.044288017038438425,""abs"":0.9157423513000552}]",True,0.9864233115285967,4.282958976855218e-10,False,True,0.29099131524223415,0.1613806251073889,0.16403142353833594,0.13124255124194953,0.0473735391508102
22,80.0,6.0,0.5,"[20.0,4.0,8.0,2.0,4.0,1.0,80.0,80.0,80.0,80.0,80.0,6.0,6.0,6.0,6.0,6.0]",[[0.5]],"[5.583212865288619,7.449498876071672,8.597371882971018e-15,6.488298755108332e-16,33.466721132908674,7.6481159477492655,-6.812649290649612,1.659888589325997,3.8958514138907216,3.1658787518876204,1.686667490236984,4.307360048120691,3.367102893427415,2.435382836058856,1.5726438862922014,0.7907136668303537]","[{""real"":0.1997661488769764,""imag"":0.0,""abs"":0.1997661488769764},{""real"":0.016579813317231466,""imag"":0.0,""abs"":0.016579813317231466},{""real"":0.0074201065068425845,""imag"":0.0,""abs"":0.0074201065068425845},{""real"":0.006184074614678519,""imag"":0.0,""abs"":0.006184074614678519},{""real"":0.7749485100897098,""imag"":0.21160513562568148,""abs"":0.8033193180257923},{""real"":0.7749485100897098,""imag"":-0.21160513562568148,""abs"":0.8033193180257923},{""real"":0.9801098450664769,""imag"":0.08782561855684669,""abs"":0.984036913774644},{""real"":0.9801098450664769,""imag"":-0.08782561855684669,""abs"":0.984036913774644},{""real"":0.8787763953804593,""imag"":0.0,""abs"":0.8787763953804593},{""real"":0.9191184064957296,""imag"":0.04763529168953481,""abs"":0.9203519795021883},{""real"":0.9191184064957296,""imag"":-0.04763529168953481,""abs"":0.9203519795021883},{""real"":0.9313743900626402,""imag"":0.0,""abs"":0.9313743900626402},{""real"":0.9745788584335214,""imag"":0.0,""abs"":0.9745788584335214},{""real"":0.9688501985471141,""imag"":0.0,""abs"":0.9688501985471141},{""real"":0.914670774383524,""imag"":0.04428801703843901,""abs"":0.9157423513000544},{""real"":0.914670774383524,""imag"":-0.04428801703843901,""abs"":0.9157423513000544}]",True,0.9840369137746441,8.354044784542916e-11,False,True,0.4322433707744929,0.1343864980506208,0.12381011827096647,0.14419427123090559,0.04731894117436466
23,80.0,6.0,1.0,"[20.0,4.0,8.0,2.0,4.0,1.0,80.0,80.0,80.0,80.0,80.0,6.0,6.0,6.0,6.0,6.0]",[[1.0]],"[4.057102264039574,5.79794356533682,6.901753545642856e-15,1.6473210158731905e-15,26.85160390976875,6.875610904196865,-7.425886390760915,1.0075222827746897,3.2258185488475375,2.6565024405014315,1.4190267643264312,4.106094833958915,3.2396896788196266,2.3655642505204018,1.5406839417631357,0.781450300953024]","[{""real"":0.2011656677192906,""imag"":0.0,""abs"":0.2011656677192906},{""real"":0.016571799328997397,""imag"":0.0,""abs"":0.016571799328997397},{""real"":0.007418617462686254,""imag"":0.0,""abs"":0.007418617462686254},{""real"":0.00618384280154255,""imag"":0.0,""abs"":0.00618384280154255},{""real"":0.7834492994625557,""imag"":0.2159402937307473,""abs"":0.8126641466712375},{""real"":0.7834492994625557,""imag"":-0.2159402937307473,""abs"":0.8126641466712375},{""real"":0.981333043146162,""imag"":0.08593586413088304,""abs"":0.9850885819632814},{""real"":0.981333043146162,""imag"":-0.08593586413088304,""abs"":0.9850885819632814},{""real"":0.8782448208279278,""imag"":0.0,""abs"":0.8782448208279278},{""real"":0.9300096951983512,""imag"":0.04447115328462098,""abs"":0.9310723476923769},{""real"":0.9300096951983512,""imag"":-0.04447115328462098,""abs"":0.9310723476923769},{""real"":0.9318127926512594,""imag"":0.0,""abs"":0.9318127926512594},{""real"":0.9745807886581944,""imag"":0.0,""abs"":0.9745807886581944},{""real"":0.9688502093344773,""imag"":0.0,""abs"":0.9688502093344773},{""real"":0.914670774383525,""imag"":0.044288017038438564,""abs"":0.9157423513000555},{""real"":0.914670774383525,""imag"":-0.044288017038438564,""abs"":0.9157423513000555}]",True,0.9850885819632814,1.8739990995323757e-10,False,True,0.36082588716610864,0.1477195806651116,0.1421225038027021,0.1365342792980996,0.04738202255055354
24,80.0,6.0,2.0,"[20.0,4.0,8.0,2.0,4.0,1.0,80.0,80.0,80.0,80.0,80.0,6.0,6.0,6.0,6.0,6.0]",[[2.0]],"[2.9244141131316166,4.507718177682403,-1.7753973630819146e-15,2.3419016520157133e-15,21.402253571766714,6.143770086520496,-8.068285847705251,0.29434745227084685,2.4700442365479685,2.077168312329665,1.1125967741353602,3.815572337310555,3.0296489744077024,2.2253879853892764,1.4571624806354992,0.7432023934395452]","[{""real"":0.20186769282967246,""imag"":0.0,""abs"":0.20186769282967246},{""real"":0.016567802868573386,""imag"":0.0,""abs"":0.016567802868573386},{""real"":0.0074178733863546654,""imag"":0.0,""abs"":0.0074178733863546654},{""real"":0.0061837267292911054,""imag"":0.0,""abs"":0.0061837267292911054},{""real"":0.7881509014250896,""imag"":0.21808026691414065,""abs"":0.8177657648951343},{""real"":0.7881509014250896,""imag"":-0.21808026691414065,""abs"":0.8177657648951343},{""real"":0.9827665028633248,""imag"":0.08377265331098388,""abs"":0.9863305006908037},{""real"":0.9827665028633248,""imag"":-0.08377265331098388,""abs"":0.9863305006908037},{""real"":0.8779654932345372,""imag"":0.0,""abs"":0.8779654932345372},{""real"":0.9395295542492126,""imag"":0.04098367220060501,""abs"":0.9404230136990325},{""real"":0.9395295542492126,""imag"":-0.04098367220060501,""abs"":0.9404230136990325},{""real"":0.9323410094322988,""imag"":0.0,""abs"":0.9323410094322988},{""real"":0.9745846213977934,""imag"":0.0,""abs"":0.9745846213977934},{""real"":0.9688502305382911,""imag"":0.0,""abs"":0.9688502305382911},{""real"":0.9146707743835241,""imag"":0.04428801703843846,""abs"":0.9157423513000545},{""real"":0.9146707743835241,""imag"":-0.04428801703843846,""abs"":0.9157423513000545}]",True,0.9863305006908039,4.386852314449086e-10,False,True,0.28644455602643437,0.16253719093532396,0.16519745483315298,0.13112743526647982,0.04737064657169031
