time,scenario,seed,protocol_mode,wind_x,wind_y,wind_z,x_ref,vx_ref,ax_ref,y_ref,z_ref,yaw_ref,reference_event,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,uav_qw,uav_qx,uav_qy,uav_qz,joint_1_angle,joint_2_angle,joint_3_angle,joint_4_angle,joint_5_angle,joint_1_velocity,joint_2_velocity,joint_3_velocity,joint_4_velocity,joint_5_velocity,tip_x,tip_y,tip_z,tip_relative_x,tip_equilibrium_relative_x,tip_displacement,wind_force_quad_x,wind_force_link_1_x,wind_force_link_2_x,wind_force_link_3_x,wind_force_link_4_x,wind_force_link_5_x,wind_force_cutter_x,wind_force_total_x,ax_cmd_raw,ax_cmd_limited,ax_saturated,solve_time_ms,controller,anchor_active,position_error_x,velocity_error_x,pid_integral_x,ax_reference_feedforward,ax_pid_feedback,ax_cmd_amplitude_limited,ax_slew_limited,thrust_cmd_raw_N,thrust_cmd_limited_N,mx_cmd_raw_Nm,my_cmd_raw_Nm,mz_cmd_raw_Nm,mx_cmd_limited_Nm,my_cmd_limited_Nm,mz_cmd_limited_Nm,inner_loop_saturated,roll_rad,pitch_rad,yaw_rad,task_position_error_x,task_velocity_error_x,theta_cutter_signed_rad,omega_cutter_y,task_pid_integral_x,task_lqr_feedback_ax,task_lqr_state_norm,tip_velocity_world_x,tip_velocity_world_y,tip_velocity_world_z,cutter_axis_world_x,cutter_axis_world_y,cutter_axis_world_z,task_reference_tip_x,task_reference_tip_y,task_reference_tip_z,task_reference_axis_x,task_reference_axis_y,task_reference_axis_z,tip_task_x_error_m,tip_task_z_error_m,task_position_error_xz_m,position_error_3d_m,tip_speed_m_s,orientation_error_rad,orientation_error_deg,task_integral_eta,residual_v,qp_status,qp_status_val,qp_predicted_first_action,qp_first_action_mismatch,qp_failures
2.23,task_acquire_calm,-1,free_flight_controlled,0,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.37466145951500623,-1.0966554994189324e-31,3.1959488627460133,0.62304851931318195,-1.0705712794186377e-31,-0.011639039651703055,0.99998865901893486,-7.5193228602996215e-34,-0.0047625448565963768,-1.6494776124577554e-34,0.11780712128009041,0.0087833235651407562,0.0058384299656259412,0.0047699966113438578,0.0056386814005911588,0.4055238498924611,0.014135862221257043,0.0019114485496207927,-0.00029878187350845857,-0.0032613075288241656,0.28679265238050455,-1.1387332373362727e-31,0.37530254440068556,-0.087868807134501681,0.22500000000000001,-0.31286880713450171,-0.088419879027412565,-0.0081338266707302407,-0.0067207330815803063,-0.0053645828790709737,-0.0041551791890520043,-0.0031140432135782319,-0.0028136766803427298,-0.11872192074176706,-1.9999999880990078,-1.9999999880990078,false,0.12659999999999999,ITS-RMPC,false,-0.23820734761949544,0.36728685439432873,0,0,0,-1.9999999880990078,false,130.88459660766182,130.88459660766182,-2.819444025650141e-31,-0.90213802795706233,4.4985774394729015e-32,-2.819444025650141e-31,-0.90213802795706233,4.4985774394729015e-32,false,-1.5023445263932816e-33,-0.0095251257213101199,-3.2274419953039676e-34,-0.23820734761949544,0.36728685439432873,0.13331242688370598,0.12695109430731724,0,-10.906372061096416,0.90344645801956025,0.36728685439432873,-1.6782101522009982e-31,0.00031895221050854728,0.99112705109219534,-5.3374276416419861e-34,-0.13291790170359533,0.52500000000000002,0,0.39000000000000012,1,0,0,-0.23820734761949547,-0.014697455599314568,0.23866033533247408,0.23866033533247408,0.36728699288348537,0.13331242688371406,7.6382394170831889,-0.3685863057132584,-8.9063720729974083,1,1,-1.9999999880990078,0,0
2.2349999999999999,task_acquire_calm,-1,free_flight_controlled,0,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.37777025695867511,-1.1020051345964905e-31,3.1958920539240556,0.62045294199916934,-1.0692739123463298e-31,-0.011083221734266301,0.99998493148104084,-8.0570731836031847e-34,-0.0054897004341695546,-1.5340378493825448e-34,0.11982447813604363,0.0088538187621410493,0.0058488915732152705,0.0047685132506790117,0.0056222487981256695,0.4013733003934038,0.014075107872610165,0.0022919858504697175,-0.00029503813210638054,-0.0033083373575144891,0.28864541704332841,-1.1471269669985675e-31,0.37530543047842491,-0.089124839915346699,0.22500000000000001,-0.31412483991534668,-0.087938818638262722,-0.0080906744487361029,-0.0067232974275360591,-0.0054027507247439779,-0.0042187869912843189,-0.0031953925869331826,-0.0029162670668665845,-0.11848598788436296,-1.9999999880990078,-1.9999999880990078,false,0.12659999999999999,ITS-RMPC,false,-0.23635458295667158,0.37382376835197578,0,0,0,-1.9999999880990078,false,130.89841079922184,130.89841079922184,-2.8114555174165292e-31,-0.8833566389712999,4.464789151732802e-32,-2.8114555174165292e-31,-0.8833566389712999,4.464789151732802e-32,false,-1.6098031021022866e-33,-0.010979456016441548,-2.9797472312573531e-34,-0.23635458295667158,0.37382376835197578,0.13393849429107668,0.12347802925834106,0,-10.906372061096416,0.90344645801956025,0.37382376835197578,-1.6792733358746292e-31,0.00083043268170616318,0.99104364129024802,-5.2777961766533224e-34,-0.13353838795703551,0.52500000000000002,0,0.39000000000000012,1,0,0,-0.23635458295667161,-0.014694569521575218,0.23681093568086456,0.23681093568086456,0.37382469073525693,0.13393849429108587,7.6741104372162914,-0.3685863057132584,-8.9063720729974083,1,1,-1.9999999880990078,0,0
2.2400000000000002,task_acquire_calm,-1,free_flight_controlled,0,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.380865814110384,-1.1073481530751854e-31,3.1958380579777774,0.617752494426688,-1.0679245716810255e-31,-0.010513907922150087,0.99998068277839336,-8.5966442671233716e-34,-0.0062156311068879257,-1.4176236193874965e-34,0.12182001578794235,0.0089243780723814743,0.0058614975643279492,0.0047670441483794431,0.0056056359501728643,0.39679776546118672,0.014159801784736687,0.0027690796636404488,-0.00029280507817585266,-0.003333177501791019,0.29053093786058759,-1.1555258788432797e-31,0.37531080599132932,-0.090334876249796414,0.22500000000000001,-0.31533487624979639,-0.087426290992739047,-0.0080455637089303922,-0.0067259142402982365,-0.0054416463284594112,-0.0042834688231662716,-0.0032782848869919588,-0.0030211463812332153,-0.11822231536181853,-1.9999999880990078,-1.9999999880990078,false,0.12659999999999999,ITS-RMPC,false,-0.2344690621394124,0.38038915840147697,0,0,0,-1.9999999880990078,false,130.91111380188698,130.91111380188698,-2.8033180315615576e-31,-0.86584516499867137,4.4329937861957297e-32,-2.8033180315615576e-31,-0.86584516499867137,4.4329937861957297e-32,false,-1.7176660765379661e-33,-0.012431342260210029,-2.7285361595468932e-34,-0.2344690621394124,0.38038915840147697,0.13454722905591932,0.12001810742475275,0,-10.906372061096416,0.90344645801956025,0.38038915840147697,-1.6802829787360309e-31,0.0013147029418807583,0.99096216821650163,-5.2193972809907969e-34,-0.1341416458958474,0.52500000000000002,0,0.39000000000000012,1,0,0,-0.23446906213941243,-0.014689194008670803,0.23492874136886704,0.23492874136886704,0.38039143033618583,0.13454722905593047,7.7089883700847759,-0.3685863057132584,-8.9063720729974083,1,1,-1.9999999880990078,0,0
2.2450000000000001,task_acquire_calm,-1,free_flight_controlled,0,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.38394760806234868,-1.1126842946332429e-31,3.1957869409511321,0.61494776687686004,-1.0665231158930537e-31,-0.009931674857228864,0.99997591855088075,-9.1380400699694929e-34,-0.0069399076593752102,-1.3003127716244231e-34,0.12379166098013995,0.0089956889090599765,0.0058767321775037955,0.0047655853437685121,0.0055889575359327325,0.39181817775212907,0.014373632009980665,0.0033434290584564807,-0.00029072310240884725,-0.0033342358454323453,0.29244935475327094,-1.163929703764624e-31,0.37531853378094515,-0.091498253309077737,0.22500000000000001,-0.31649825330907777,-0.086882493321558341,-0.0079984930571964635,-0.0067285109461150648,-0.0054812387405155406,-0.0043492211105981083,-0.0033627267943640926,-0.0031283192669355909,-0.11793100323728321,-1.9999999880990078,-1.9999999880990078,false,0.12659999999999999,ITS-RMPC,false,-0.23255064524672905,0.38698204228408251,0,0,0,-1.9999999880990078,false,130.92270918493898,130.92270918493898,-2.7950301886335518e-31,-0.84956183207817748,4.4030772519029208e-32,-2.7950301886335518e-31,-0.84956183207817748,4.4030772519029208e-32,false,-1.825935074964453e-33,-0.013879926735179094,-2.4739669118344791e-34,-0.23255064524672905,0.38698204228408251,0.13513869801019338,0.1165717848244172,0,-10.906372061096416,0.90344645801956025,0.38698204228408251,-1.6812385203877573e-31,0.0017713241606224725,0.99088265426522537,-5.1623348043907654e-34,-0.1347277457552773,0.52500000000000002,0,0.39000000000000012,1,0,0,-0.23255064524672908,-0.014681466219054973,0.23301362203744932,0.23301362203744932,0.38698609618388286,0.13513869801020517,7.7428770448777327,-0.3685863057132584,-8.9063720729974083,1,1,-1.9999999880990078,0,0
2.25,task_acquire_calm,-1,free_flight_controlled,0,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.38701511905252128,-1.118013298344237e-31,3.1957387659712793,0.61203942661210997,-1.0650694046478337e-31,-0.0093371125996848884,0.99997064552578163,-9.6812645829488994e-34,-0.0076621202515735638,-1.1821805119873231e-34,0.12573744797677516,0.0090683523928807141,0.0058950843451384943,0.0047641386883701745,0.0055723376394198679,0.38645656193777772,0.014698508804930205,0.0040161230231231309,-0.00028779526165644069,-0.0033093531350657239,0.29440080275406427,-1.1723381698813771e-31,0.37532847456512708,-0.092614316298457011,0.22500000000000001,-0.31761431629845704,-0.086307676601102695,-0.0079494558083724794,-0.0067310053625349144,-0.0055214914067591419,-0.0044160382730899558,-0.0034487249053226244,-0.0032377892850134881,-0.11761218164219529,-1.999999999122096,-1.999999999122096,false,0.21460000000000001,ITS-RMPC,false,-0.23059919724593572,0.39360144703106337,0,0,0,-1.999999999122096,false,130.93320289776818,130.93320289776818,-2.7865906569807936e-31,-0.83446527474222565,4.3749284640081761e-32,-2.7865906569807936e-31,-0.83446527474222565,4.3749284640081761e-32,false,-1.9346116317500881e-33,-0.01532439044991534,-2.2161938095530705e-34,-0.23059919724593572,0.39360144703106337,0.13571297039804009,0.11313956779029886,0,-10.241292328898471,0.88077205663510816,0.39360144703106337,-1.6821394110392402e-31,0.0021998864309311743,0.9908051204542313,-5.1067056598892275e-34,-0.13529676005609276,0.52500000000000002,0,0.39000000000000012,1,0,0,-0.23059919724593575,-0.014671525434873045,0.23106545269480702,0.23106545269480702,0.39360759469966528,0.13571297039804103,7.7757804289916272,-0.38011626557555517,-8.2412923297763747,1,1,-1.9999999991220978,-1.7763568394002505e-15,0
2.2549999999999999,task_acquire_calm,-1,free_flight_controlled,0,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.39006783083808461,-1.1233349025829623e-31,3.1956935931842607,0.60902821331480139,-1.063563298766988e-31,-0.0087308235086104927,0.9999648714430851,-1.0226321798618468e-33,-0.0083818780601053987,-1.0632994563818588e-34,0.12765552327391005,0.0091428761613912418,0.005917048368694615,0.0047627104403749386,0.0055559124548007306,0.38073573636618741,0.015115238182892409,0.0047881435633690241,-0.00028323646987619614,-0.0032558501812839048,0.29638541205544505,-1.1807510025890867e-31,0.37534048709446033,-0.093682418782639554,0.22500000000000001,-0.31868241878263959,-0.085702143822640492,-0.0078984417299208052,-0.0067333067178300095,-0.0055623616645672797,-0.0044839126737508221,-0.0035362856856502698,-0.0033495589233174931,-0.11726601121767719,-1.999999999122096,-1.999999999122096,false,0.21460000000000001,ITS-RMPC,false,-0.22861458794455494,0.40024640961509633,0,0,0,-1.999999999122096,false,130.94260315363056,130.94260315363056,-2.7779981529258643e-31,-0.82051451480217708,4.348439152388416e-32,-2.7779981529258643e-31,-0.82051451480217708,4.348439152388416e-32,false,-2.0436971867491313e-33,-0.016763952418489398,-1.9553673958874572e-34,-0.22861458794455494,0.40024640961509633,0.13627011809275688,0.10972199966935868,0,-10.241292328898471,0.88077205663510816,0.40024640961509633,-1.6829851111729305e-31,0.0026000133264339614,0.99072958640049813,-5.0526000289220083e-34,-0.13584876381733463,0.52500000000000002,0,0.39000000000000012,1,0,0,-0.22861458794455497,-0.014659512905539795,0.22908411367811246,0.22908411367811246,0.40025485441037828,0.13627011809275669,7.8077026404642771,-0.38011626557555517,-8.2412923297763747,1,1,-1.9999999991220978,-1.7763568394002505e-15,0
2.2600000000000002,task_acquire_calm,-1,free_flight_controlled,0,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.39310523104620543,-1.1286488450311281e-31,3.1956514796963558,0.60591493455802337,-1.062004660194354e-31,-0.0081134210892178458,0.99995860498145905,-1.077321568190774e-33,-0.0090988089074785783,-9.4373968335882309e-35,0.12954414883736398,0.0092196704514448651,0.0059431222933227727,0.004761310453311976,0.0055398328141202163,0.37467902276206644,0.015604155845956584,0.0056599409183052587,-0.00027638208770255007,-0.0031705545973163239,0.29840330806094062,-1.1891679246106035e-31,0.37535442832955945,-0.094701922985264808,0.22500000000000001,-0.31970192298526479,-0.08506624817105915,-0.0078454387175962183,-0.0067353167619819852,-0.0056038002613364802,-0.0045528345002351497,-0.0036254154287049803,-0.0034636296071725017,-0.11689268344808647,-1.999999999122096,-1.999999999122096,false,0.21460000000000001,ITS-RMPC,false,-0.22659669193905937,0.40691597756712827,0,0,0,-1.999999999122096,false,130.95092033274216,130.95092033274216,-2.7692514366712632e-31,-0.80766910384772372,4.3235040599743202e-32,-2.7692514366712632e-31,-0.80766910384772372,4.3235040599743202e-32,false,-2.1531930819725169e-33,-0.01819786891602385,-1.6916344680200866e-34,-0.22659669193905937,0.40691597756712827,0.13681021575255697,0.10631964913094086,0,-10.241292328898471,0.88077205663510816,0.40691597756712827,-1.6837750912075397e-31,0.0029713658216577194,0.99065607030401903,-5.0001015638397241e-34,-0.13638383470851539,0.52500000000000002,0,0.39000000000000012,1,0,0,-0.2265966919390594,-0.014645571670440671,0.22706949061306983,0.22706949061306983,0.40692682611774045,0.13681021575255278,7.8386479568954863,-0.38011626557555517,-8.2412923297763747,1,1,-1.9999999991220978,-1.7763568394002505e-15,0
2.2650000000000001,task_acquire_calm,-1,free_flight_controlled,0,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.3961268115022904,-1.1339548626828931e-31,3.1956124795212815,0.60270046134149935,-1.0603933519669837e-31,-0.0074855288085546945,0.99995185568517342,-1.1321950141399422e-33,-0.0098125588802657447,-8.2356878611816586e-35,0.13140170392585371,0.0092990472274315436,0.0059738043273278568,0.0047599517207107282,0.0055242666016101982,0.36830997166787971,0.016145709644897963,0.0066310759247656947,-0.00026663409227263769,-0.0030498213351197834,0.30045461143942109,-1.1975886560448162e-31,0.37537015363767068,-0.095672200062869306,0.22500000000000001,-0.32067220006286934,-0.084400391129588387,-0.0077904343659179016,-0.0067369309295496347,-0.0056457509353178281,-0.0046227916001199973,-0.0037161202043737925,-0.0035800017103871876,-0.11649242087525474,-1.999999999122096,-1.999999999122096,false,0.21460000000000001,ITS-RMPC,false,-0.2245453885605789,0.41360920957577263,0,0,0,-1.999999999122096,false,130.95816686239289,130.95816686239289,-2.7603493125750079e-31,-0.79588909662477247,4.3000207475522143e-32,-2.7603493125750079e-31,-0.79588909662477247,4.3000207475522143e-32,false,-2.2631005585442577e-33,-0.01962543271254609,-1.4251381097073787e-34,-0.2245453885605789,0.41360920957577263,0.13733334091651811,0.10293309760339082,0,-10.241292328898471,0.88077205663510816,0.41360920957577263,-1.6845088311150394e-31,0.0033136461573426944,0.99058458893994383,-4.9492875873545267e-34,-0.13690205314269013,0.52500000000000002,0,0.39000000000000012,1,0,0,-0.22454538856057893,-0.014629846362329446,0.22502147437168465,0.22502147437168465,0.41362248306487343,0.13733334091651286,7.8686208209474877,-0.38011626557555517,-8.2412923297763747,1,1,-1.9999999991220978,-1.7763568394002505e-15,0
2.27,task_acquire_calm,-1,free_flight_controlled,0,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.39913206853615768,-1.1392526918502675e-31,3.1955766435333799,0.59938572372674548,-1.0587292381903257e-31,-0.0068477788865823931,0.99994463389221699,-1.1872529001344514e-33,-0.010522791937542415,-7.0285192388681941e-35,0.13322668558939543,0.009381222071204235,0.0060095876394970571,0.0047586501257771219,0.0055094010605812004,0.36165210800091108,0.016720980013250279,0.0076999289425593405,-0.00025343110802585251,-0.0028895563600647538,0.30253943818235707,-1.2060129144134301e-31,0.37538751700917439,-0.096592630353800613,0.22500000000000001,-0.32159263035380059,-0.083705020527465687,-0.0077334173970103528,-0.0067380395247651284,-0.0056881500903911255,-0.0046937692867533463,-0.0038084057891800091,-0.0036986745655527161,-0.11606547718111836,-1.999999999122096,-1.999999999122096,false,0.21460000000000001,ITS-RMPC,false,-0.22246056181764293,0.4203251760736163,0,0,0,-1.999999999122096,false,130.96435710603978,130.96435710603978,-2.7512906272947465e-31,-0.78513510558625965,4.2778895961112957e-32,-2.7512906272947465e-31,-0.78513510558625965,4.2778895961112957e-32,false,-2.3734207539393554e-33,-0.021045972287708537,-1.156017724236069e-34,-0.22246056181764293,0.4203251760736163,0.13783957403208291,0.099562924250020404,0,-10.241292328898471,0.88077205663510816,0.4203251760736163,-1.6851858200181146e-31,0.0036266019849485135,0.99051515766048637,-4.900229288213351e-34,-0.13740350230188217,0.52500000000000002,0,0.39000000000000012,1,0,0,-0.22246056181764295,-0.014612482990825737,0.22293996102847627,0.22293996102847627,0.42034082110029924,0.1378395740320775,7.8976258419191003,-0.38011626557555517,-8.2412923297763747,1,1,-1.9999999991220978,-1.7763568394002505e-15,0
2.2749999999999999,task_acquire_calm,-1,free_flight_controlled,0,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.4021205032666878,-1.1445420681683995e-31,3.1955440194268938,0.59597170659762055,-1.0570121840174113e-31,-0.0062008110684204816,0.99993695066386012,-1.2424955974492968e-33,-0.011229189510465191,-5.8165187276903817e-35,0.13501770795780821,0.0094663184974887928,0.0060509538703451262,0.0047574243001081516,0.0054954449610056921,0.35472870225422531,0.017312128276476591,0.0088634767585171557,-0.00023623361876340466,-0.002685249479516707,0.30465789966398593,-1.2144404147056185e-31,0.37540637129602467,-0.097462603602701869,0.22500000000000001,-0.32246260360270185,-0.082980628545122573,-0.0076743789203902943,-0.0067385289049775492,-0.0057309265895455902,-0.0047657501270905178,-0.0039022775705918082,-0.0038196464727269525,-0.11561213713044527,-1.999999999122096,-1.999999999122096,false,0.21460000000000001,ITS-RMPC,false,-0.22034210033601406,0.42706295981571601,0,0,0,-1.999999999122096,false,130.96950724946311,130.96950724946311,-2.7420742684186641e-31,-0.77536833537790617,4.2570137690566077e-32,-2.7420742684186641e-31,-0.77536833537790617,4.2570137690566077e-32,false,-2.4841546995003283e-33,-0.022458851028130333,-8.8440906800267102e-35,-0.22034210033601406,0.42706295981571601,0.13832899839917201,0.096209687520643489,0,-10.241292328898471,0.88077205663510816,0.42706295981571601,-1.685805555741183e-31,0.0039100310277176637,0.99044779040889974,-4.8529919123460967e-34,-0.13788826808010168,0.52500000000000002,0,0.39000000000000012,1,0,0,-0.22034210033601409,-0.014593628703975459,0.2208248518152692,0.2208248518152692,0.42708085884197339,0.13832899839916563,7.925667792544111,-0.38011626557555517,-8.2412923297763747,1,1,-1.9999999991220978,-1.7763568394002505e-15,0
2.2800000000000002,task_acquire_calm,-1,free_flight_controlled,0,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.40509162186563918,-1.1498227266007674e-31,3.1955146516814215,0.59245944556873453,-1.0552420556315694e-31,-0.0055452713850005211,0.99992881771586428,-1.2979234635803729e-33,-0.011931450094392402,-4.6002907608280811e-35,0.13677350045693737,0.0095543743146657509,0.0060983657007285088,0.0047562955304466959,0.0054826305721167494,0.34756257090239273,0.017902765480503648,0.010117138787411765,-0.00021451880336486679,-0.00243201995067867,0.30681010270435177,-1.2228708694203029e-31,0.37542656847506445,-0.098281519161287412,0.22500000000000001,-0.32328151916128745,-0.082227749690526278,-0.0076133135027284787,-0.0067382826438453476,-0.0057740016850994268,-0.004838713720096182,-0.003997740420757262,-0.0039429147056130156,-0.115132716368666,-1.999999999122096,-1.999999999122096,false,0.21460000000000001,ITS-RMPC,false,-0.21818989729564822,0.43382165644921472,0,0,0,-1.999999999122096,false,130.9736351865327,130.9736351865327,-2.7326991631451043e-31,-0.76655061393674684,4.2372991742641857e-32,-2.7326991631451043e-31,-0.76655061393674684,4.2372991742641857e-32,false,-2.5953033182270459e-33,-0.023863466410154008,-6.1044428477177391e-35,-0.21818989729564822,0.43382165644921472,0.13880170001239928,0.092873902793002963,0,-10.241292328898471,0.88077205663510816,0.43382165644921472,-1.6863675443100434e-31,0.004163786376191355,0.99038249974836079,-4.8076349483519358e-34,-0.13835643892566271,0.52500000000000002,0,0.39000000000000012,1,0,0,-0.21818989729564825,-0.014573431524935676,0.21867605307462801,0.21867605307462801,0.43384163783727242,0.13880170001239034,7.9527515999509131,-0.38011626557555517,-8.2412923297763747,1,1,-1.9999999991220978,-1.7763568394002505e-15,0
2.2850000000000001,task_acquire_calm,-1,free_flight_controlled,0,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.40804493580141199,-1.1550944014442953e-31,3.1954885815335734,0.58885002305860545,-1.0534187202322486e-31,-0.0048818109094372324,0.99992024735152074,-1.3535368397092816e-33,-0.012629288834893254,-3.380416942121231e-35,0.13849290510531506,0.0096453496207830388,0.0061522588256051561,0.0047552876750162898,0.0054712153708332189,0.34017590848007129,0.018478237137781274,0.011454692853381417,-0.00018778138518459582,-0.0021246767293790054,0.30899614963516048,-1.2313039886057896e-31,0.37544795993947949,-0.099048786166251512,0.22500000000000001,-0.32404878616625155,-0.081446958758574189,-0.0075502200348346532,-0.0067371826596265829,-0.0058172890973719003,-0.0049126364724238064,-0.0040947985367644846,-0.0040684755143842056,-0.11462756107397984,-1.999999999122096,-1.999999999122096,false,0.21460000000000001,ITS-RMPC,false,-0.21600385036483952,0.44060037506954691,0,0,0,-1.999999999122096,false,130.97676040509646,130.97676040509646,-2.7231642770096237e-31,-0.75864442006406052,4.2186544260809296e-32,-2.7231642770096237e-31,-0.75864442006406052,4.2186544260809296e-32,false,-2.7068674228343513e-33,-0.025259249170696836,-3.3425194069439447e-35,-0.21600385036483952,0.44060037506954691,0.13925776728141431,0.08955601598909238,0,-10.241292328898471,0.88077205663510816,0.44060037506954691,-1.6868712993925499e-31,0.0043877824581045437,0.99031929690882958,-4.7642123060132241e-34,-0.13880810556305892,0.52500000000000002,0,0.39000000000000012,1,0,0,-0.21600385036483954,-0.014552040060520632,0.21649347621200735,0.21649347621200735,0.4406222227104814,0.13925776728140052,7.9788823296392533,-0.38011626557555517,-8.2412923297763747,1,1,-1.9999999991220978,-1.7763568394002505e-15,0
2.29,task_acquire_calm,-1,free_flight_controlled,0,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.41097996206361437,-1.1603568263344008e-31,3.1954658469548476,0.58514456453909869,-1.0515420460235145e-31,-0.0042110845163312646,0.99991125239667056,-1.4093360482670456e-33,-0.013322437109007613,-2.1574565400105541e-35,0.14017487305317106,0.009739136009148653,0.0062130336782687066,0.0047544270657422861,0.0054614834110457006,0.3325901525457855,0.019025822299702577,0.012868259227824714,-0.00015553810455795573,-0.0017577938648430794,0.31121613836836703,-1.2397394798964489e-31,0.37547039682177008,-0.099763823695247333,0.22500000000000001,-0.32476382369524737,-0.080638868783737175,-0.0074851023911683065,-0.0067351102972688795,-0.0058606952474422429,-0.0049874913768497026,-0.0041934552461947456,-0.0041963241243455126,-0.11409704746700655,-1.999999999122096,-1.999999999122096,false,0.21460000000000001,ITS-RMPC,false,-0.21378386163163296,0.44739823875517959,0,0,0,-1.999999999122096,false,130.97890387348511,130.97890387348511,-2.713468612657129e-31,-0.75161290743144682,4.2009908073633217e-32,-2.713468612657129e-31,-0.75161290743144682,4.2009908073633217e-32,false,-2.8188477140713987e-33,-0.026645662468906768,-5.5957060151227747e-36,-0.21378386163163296,0.44739823875517959,0.13969729060959232,0.086256373349955631,0,-10.241292328898471,0.88077205663510816,0.44739823875517959,-1.6873163416740641e-31,0.0045820016576765075,0.99025819185494512,-4.7227724863421421e-34,-0.13924336057485379,0.52500000000000002,0,0.39000000000000012,1,0,0,-0.21378386163163299,-0.014529603178230044,0.21427703764671105,0.21427703764671105,0.44742170128462438,0.13969729060957792,8.0040651613413623,-0.38011626557555517,-8.2412923297763747,1,1,-1.9999999991220978,-1.7763568394002505e-15,0
2.2949999999999999,task_acquire_calm,-1,free_flight_controlled,0,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.41389622336945808,-1.165609734249994e-31,3.1954464826357212,0.58134423529522394,-1.0496119022022906e-31,-0.0035337495582835727,0.99990184613683775,-1.4653213906011228e-33,-0.014010642103253592,-9.3194697709792223e-36,0.14181846057684291,0.0098355662685223524,0.0062810476308477548,0.0047537425452336092,0.0054537457219100112,0.32482607222664467,0.019533703730645238,0.014349901548430714,-0.00011668922037353417,-0.0013280086224341737,0.31347016248400994,-1.2481770485437531e-31,0.37549373043154433,-0.10042606088544814,0.22500000000000001,-0.32542606088544812,-0.079804129084479425,-0.0074179687942213359,-0.0067319505410038871,-0.0059041244785126047,-0.0050632434769316463,-0.0042937075815324931,-0.0043264549868964382,-0.11354157894357782,-1.999999999122096,-1.999999999122096,false,0.21460000000000001,ITS-RMPC,false,-0.21152983751599005,0.45421442919178734,0,0,0,-1.999999999122096,false,130.98008792381896,130.98008792381896,-2.7036112087904691e-31,-0.74541991962186605,4.1842222330381085e-32,-2.7036112087904691e-31,-0.74541991962186605,4.1842222330381085e-32,false,-2.9312447792961843e-33,-0.028022201041602225,2.2431883753839407e-35,-0.21152983751599005,0.45421442919178734,0.14012036144774742,0.082974221694336089,0,-10.241292328898471,0.88077205663510816,0.45421442919178734,-1.687702191948044e-31,0.0047467139068304307,0.99019919342880669,-4.6833587309571556e-34,-0.13966229746406347,0.52500000000000002,0,0.39000000000000012,1,0,0,-0.21152983751599008,-0.014506269568455799,0.21202665873972987,0.21202665873972987,0.45423923099940905,0.14012036144774787,8.0283053348035622,-0.38011626557555517,-8.2412923297763747,1,1,-1.9999999991220978,-1.7763568394002505e-15,0
