scenario,x_position_rmse_m,z_position_rmse_m,final_x_error_m,tip_max_abs_m,tip_rms_m,minimum_tip_height_m,maximum_abs_roll_rad,maximum_abs_pitch_rad,control_rate_proxy,saturation_rate
approach_stop,0.09819340462735267,0.0033428718014699163,0.05307742755283762,0.5354893393197787,0.221244144544995,0.36788313622635743,0.0,0.11374252454536679,232.8023917147255,0.037900874635568516
crosswind_hover,0.08971880565767204,0.0004044253666556886,0.05467012907018943,0.14446534388169927,0.06443369034822503,0.38385166196058373,0.0,0.04066559592815487,2.4765402768075795,0.0
gust_micro_adjust,0.07428580612110325,0.001533731852004667,-0.14452279403415086,0.32858653559835294,0.15760802075890193,0.3768861216893981,0.0,0.05557867294703077,59.96555342362272,0.012494793835901708
