time,scenario,seed,protocol_mode,wind_x,wind_y,wind_z,x_ref,vx_ref,ax_ref,y_ref,z_ref,yaw_ref,reference_event,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,uav_qw,uav_qx,uav_qy,uav_qz,joint_1_angle,joint_2_angle,joint_3_angle,joint_4_angle,joint_5_angle,joint_1_velocity,joint_2_velocity,joint_3_velocity,joint_4_velocity,joint_5_velocity,tip_x,tip_y,tip_z,tip_relative_x,tip_equilibrium_relative_x,tip_displacement,wind_force_quad_x,wind_force_link_1_x,wind_force_link_2_x,wind_force_link_3_x,wind_force_link_4_x,wind_force_link_5_x,wind_force_cutter_x,wind_force_total_x,ax_cmd_raw,ax_cmd_limited,ax_saturated,solve_time_ms,controller,anchor_active,position_error_x,velocity_error_x,pid_integral_x,ax_reference_feedforward,ax_pid_feedback,ax_cmd_amplitude_limited,ax_slew_limited,thrust_cmd_raw_N,thrust_cmd_limited_N,mx_cmd_raw_Nm,my_cmd_raw_Nm,mz_cmd_raw_Nm,mx_cmd_limited_Nm,my_cmd_limited_Nm,mz_cmd_limited_Nm,inner_loop_saturated,roll_rad,pitch_rad,yaw_rad,task_position_error_x,task_velocity_error_x,theta_cutter_signed_rad,omega_cutter_y,task_pid_integral_x,task_lqr_feedback_ax,task_lqr_state_norm,tip_velocity_world_x,tip_velocity_world_y,tip_velocity_world_z,cutter_axis_world_x,cutter_axis_world_y,cutter_axis_world_z,task_reference_tip_x,task_reference_tip_y,task_reference_tip_z,task_reference_axis_x,task_reference_axis_y,task_reference_axis_z,tip_task_x_error_m,tip_task_z_error_m,task_position_error_xz_m,position_error_3d_m,tip_speed_m_s,orientation_error_rad,orientation_error_deg,disturbance_hat,residual_v,qp_status_val,qp_predicted_first_action,qp_first_action_mismatch,qp_failures
6.875,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.48572314713167802,1.5452079910790456e-30,3.199533245697987,0.029410053832776846,2.0588807753238492e-30,-0.00034954677289634063,0.99988959213172557,-9.9245574305812885e-33,-0.014859459837137955,-6.5873448238443953e-33,0.007079376695590207,0.004271207145126959,0.0047100310846166313,0.0052253469142875516,0.0060418192065215927,0.0043065548834803234,0.00066596036248744886,0.00052819970792397338,0.00037595492537687133,0.00026526712573305913,0.75076783999257701,1.4864367104845743e-30,0.39045604218757529,0.26504469286089899,0.22500000000000001,0.040044692860898984,2.0904776695968468,0.1633430643462967,0.16440686254600995,0.16549915116818678,0.16661011794241049,0.16772727902622736,0.13309186659045597,3.0511560112164338,-0.25531619044388704,-0.25531619044388704,false,0.022700000000000001,DOB-Task-LQR,false,0.22576783999257702,-0.027887077643413128,0,0,0,-0.25531619044388704,false,129.96839170258133,129.96839170258133,5.7144320777556452e-30,-0.050354719897468141,-6.5921391295312928e-32,5.7144320777556452e-30,-0.050354719897468141,-6.5921391295312928e-32,false,-1.9659836514274915e-32,-0.029720013456770489,-1.2883977589100733e-32,0.22576783999257702,-0.027887077643413128,-0.0023922324167640302,0.021617712530036207,0,-0.33671683991108864,0.19119334904942231,-0.027887077643413128,2.8783844369699752e-30,-0.0059983905927683667,0.99999713861339623,-1.3421133561494308e-32,0.0023922301350629972,0.52500000000000002,0,0.39000000000000012,1,0,0,0.22576783999257699,0.00045604218757516746,0.2257683005857791,0.2257683005857791,0.028524897706971086,0.0023922324169526631,0.13706482110576781,-0.081400649467201602,0,0,-0.25531619044388704,0,0
6.8799999999999999,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.48586900694939483,1.5555022021935505e-30,3.1995315141787595,0.028934474812219203,2.0587917245750646e-30,-0.00034303382752485498,0.99989016609228365,-9.1944578808764421e-33,-0.014820787831471815,-6.5878464891621072e-33,0.0071002366666917177,0.0042745186568671524,0.0047126459102561453,0.0052272090317600156,0.0060431412235044668,0.0040371673548684891,0.00065870278854753635,0.00051773417048150733,0.00036884881299816734,0.00026351982763833751,0.75062911550011613,1.5008398498803409e-30,0.39042627723457357,0.2647601085507213,0.22500000000000001,0.03976010855072129,2.0908402510982986,0.16338638062908287,0.16443462542814,0.16551076800635292,0.16660499366901935,0.16770504983740828,0.13302121572137671,3.0515032843896788,-0.25531619044388704,-0.25531619044388704,false,0.022700000000000001,DOB-Task-LQR,false,0.22562911550011613,-0.027601876545360594,0,0,0,-0.25531619044388704,false,129.96821857517321,129.96821857517321,5.7078100968970809e-30,-0.051479175765837382,-6.6407153774911686e-32,5.7078100968970809e-30,-0.051479175765837382,-6.6407153774911686e-32,false,-1.8199617186308102e-32,-0.029642660927318622,-1.2907377981153976e-32,0.22562911550011613,-0.027601876545360594,-0.0022849094440842393,0.021311343840743874,0,-0.33671683991108864,0.19119334904942231,-0.027601876545360594,2.8828593501882993e-30,-0.0059075707546483664,0.99999738959555184,-1.3405182785408073e-32,0.0022849074559046344,0.52500000000000002,0,0.39000000000000012,1,0,0,0.22562911550011611,0.00042627723457344668,0.22562951817890639,0.22562951817890639,0.028226990293803978,0.0022849094440954643,0.13091566771625321,-0.081400649467201602,0,0,-0.25531619044388704,0,0
6.8849999999999998,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.4860124978861759,1.5657957915370013e-30,3.1995298154581584,0.028462503907766137,2.0586320007266058e-30,-0.00033642746380482184,0.99989073808060458,-8.4603210367837139e-33,-0.014782148038217011,-6.5881419048642821e-33,0.0071197646728179895,0.0042777927052213439,0.0047152065191998164,0.0052290343363053113,0.0060444541678526262,0.0037737768993521196,0.00065098292097154429,0.00050651721656839815,0.00036122596041663127,0.00026163542617910614,0.7504918295652524,1.5152651725019343e-30,0.39039696657474487,0.2644793316790765,0.22500000000000001,0.039479331679076496,2.0911979082498329,0.16342921416243494,0.16446194465060487,0.16552194891543953,0.16659940787367425,0.16768231699101821,0.13295079550410771,3.0518435363471128,-0.25531619044388704,-0.25531619044388704,false,0.022700000000000001,DOB-Task-LQR,false,0.22549182956525241,-0.027311667966267932,0,0,0,-0.25531619044388704,false,129.96803857600207,129.96803857600207,5.7009605503839789e-30,-0.052567934287157066,-6.6873719232059323e-32,5.7009605503839789e-30,-0.052567934287157066,-6.6873719232059323e-32,false,-1.6731331503961892e-32,-0.029565372874073653,-1.2930371587778691e-32,0.22549182956525241,-0.027311667966267932,-0.0021791204782072942,0.021004115563959196,0,-0.33671683991108864,0.19119334904942231,-0.027311667966267932,2.8872576600590354e-30,-0.0058166744266066406,0.99999762571790995,-1.3388492080483988e-32,0.002179118753591446,0.52500000000000002,0,0.39000000000000012,1,0,0,0.22549182956525238,0.00039696657474475039,0.22549217898443016,0.22549217898443016,0.027924199334713351,0.0021791204783497865,0.12485440645997185,-0.081400649467201602,0,0,-0.25531619044388704,0,0
6.8900000000000006,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.48615363801949285,1.5760884048553713e-30,3.1995281499948796,0.027994155626183386,2.0584012484511864e-30,-0.00032973104802469874,0.99989130791903891,-7.7221517070605987e-33,-0.014743552758864022,-6.5882355720200221e-33,0.0071379902258647075,0.00428102714892061,0.0047177092782589372,0.0052308202168662461,0.0060457573191818516,0.003516195707992944,0.0006428656934925409,0.00049459786628478788,0.00035307746144190723,0.00025960092070257247,0.75035600702500693,1.5297122940085684e-30,0.39036811056423215,0.26420236900551408,0.22500000000000001,0.039202369005514076,2.0915507183371411,0.16347156536054794,0.16448881967913187,0.16553269555502606,0.16659336552574175,0.16765908816867064,0.13288061499721873,3.0521768676234782,-0.25531619044388704,-0.25531619044388704,false,0.022700000000000001,DOB-Task-LQR,false,0.22535600702500694,-0.027016532079948061,0,0,0,-0.25531619044388704,false,129.96785182750224,129.96785182750224,5.6938825096757511e-30,-0.053621562123830735,-6.7321349843264703e-32,5.6938825096757511e-30,-0.053621562123830735,-6.7321349843264703e-32,false,-1.5254988768609597e-32,-0.029488173902464915,-1.2952966297155625e-32,0.22535600702500694,-0.027016532079948061,-0.0020748697185728531,0.020696068104121539,0,-0.33671683991108864,0.19119334904942231,-0.027016532079948061,2.8915788370630172e-30,-0.0057257123503402195,0.99999784745859766,-1.3371075687259334e-32,0.0020748682298249816,0.52500000000000002,0,0.39000000000000012,1,0,0,0.22535600702500691,0.00036811056423202704,0.22535630767218934,0.22535630767218934,0.027616603475911029,0.0020748697186013451,0.11888127791535383,-0.081400649467201602,0,0,-0.25531619044388704,0,0
6.8950000000000005,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.48629244549559897,1.5863796861197111e-30,3.1995265182307771,0.027529442977003118,2.0580991131089222e-30,-0.00032294795107731242,0.99989187543679803,-6.9799548620684334e-33,-0.014705013957239565,-6.5881319272412022e-33,0.0071549419286074467,0.0042842201287768885,0.0047201507906462787,0.0052325640450222536,0.0060470499051554962,0.0032642473233840024,0.00063440005872106417,0.00048202174281215864,0.00034440470073522232,0.00025740831102392264,0.7502216723152757,1.5441808274113827e-30,0.39033970950264013,0.26392922681967673,0.22500000000000001,0.038929226819676727,2.0918987582248314,0.16351343500114732,0.16451525040744144,0.16554300954419723,0.16658687127535915,0.16763537087607808,0.13281068315067421,3.0525033784797291,-0.25531619044388704,-0.25531619044388704,false,0.022700000000000001,DOB-Task-LQR,false,0.22522167231527571,-0.026716549153668692,0,0,0,-0.25531619044388704,false,129.96765845449841,129.96765845449841,5.6865750492654173e-30,-0.054640621449431194,-6.775030245349708e-32,5.6865750492654173e-30,-0.054640621449431194,-6.775030245349708e-32,false,-1.37705986089677e-32,-0.029411087942465965,-1.2975169944320692e-32,0.22522167231527571,-0.026716549153668692,-0.0019721611491166119,0.020387246984983981,0,-0.33671683991108864,0.19119334904942231,-0.026716549153668692,2.895822351493817e-30,-0.0056346963400884884,0.9999980552908313,-1.3352947746705575e-32,0.0019721598706898234,0.52500000000000002,0,0.39000000000000012,1,0,0,0.22522167231527568,0.00033970950264000654,0.22522192851282399,0.22522192851282399,0.027304281743444594,0.0019721611491030147,0.11299651036327341,-0.081400649467201602,0,0,-0.25531619044388704,0,0
6.9000000000000004,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.48642893852210362,1.5966692775296207e-30,3.1995249205908438,0.027068377497948392,2.0577252407623855e-30,-0.00031608154622748155,0.99989244046980452,-6.2337356343603772e-33,-0.014666543264810785,-6.5878353434061683e-33,0.0071706475232185705,0.004287370001676255,0.0047225278803098023,0.0052342632186825602,0.0060483311234229876,0.0030177635491840595,0.0006256241932765318,0.00046883160864285688,0.00033521641398615709,0.00025505341751823937,0.75008884947048504,1.5586703830725913e-30,0.39031176362850789,0.26365991094838143,0.22500000000000001,0.038659910948381421,2.0922421043560084,0.16355482414016545,0.16454123704777784,0.16555289248556684,0.16657992954478917,0.16761117248799257,0.13274100879257528,3.0528231688548755,-0.25152527268468422,-0.25152527268468422,false,0.016400000000000001,DOB-Task-LQR,false,0.22508884947048505,-0.026411799501051016,0,0,0,-0.25152527268468422,false,129.96598646343992,129.96598646343992,5.6790455352720029e-30,-0.049655502075130302,-6.5555135667621111e-32,5.6790455352720029e-30,-0.049655502075130302,-6.5555135667621111e-32,false,-1.2278170982313796e-32,-0.029334138259206565,-1.29969903110593e-32,0.22508884947048505,-0.026411799501051016,-0.0018709985164071742,0.020077701423953653,0,-0.33344051987467616,0.19170716718836406,-0.026411799501051016,2.8999876734922004e-30,-0.0055436389626484913,0.99999824968278661,-1.3334122302245178e-32,0.0018709974247934106,0.52500000000000002,0,0.39000000000000012,1,0,0,0.22508884947048502,0.00031176362850776629,0.22508906537747836,0.22508906537747836,0.026987313423753635,0.0018709985162961593,0.1072003184590089,-0.081915247189991949,0,0,-0.25152527268468422,0,0
6.9050000000000002,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.48656313566972431,1.6069568194948309e-30,3.1995233561391987,0.026611095810491529,2.0572792695024599e-30,-0.00030967258234737896,0.99989300342046783,-5.4834990643195476e-33,-0.014628113712883728,-6.5873377997504677e-33,0.0071850338720754357,0.0042904858141190371,0.0047248481034764681,0.0052359188204650058,0.0060496003528204972,0.0027367292159408093,0.0006205793878233108,0.00045921683030860071,0.00032704407434162901,0.00025264593184610816,0.7499575621723914,1.5731805742719449e-30,0.39028427131268173,0.26339442650266709,0.22500000000000001,0.038394426502667084,2.0925803504531117,0.16359627292840878,0.16456692243210966,0.16556231464881072,0.1665724953841872,0.16758647831489004,0.13267159810550636,3.0531364322670242,-0.25152527268468422,-0.25152527268468422,false,0.016400000000000001,DOB-Task-LQR,false,0.22495756217239141,-0.026102341153021218,0,0,0,-0.25152527268468422,false,129.96580907595012,129.96580907595012,5.6712744596577058e-30,-0.050821234898577192,-6.6034849111049131e-32,5.6712744596577058e-30,-0.050821234898577192,-6.6034849111049131e-32,false,-1.0777716512987602e-32,-0.029257270909182124,-1.3018410862216928e-32,0.22495756217239141,-0.026102341153021218,-0.0017713839502207366,0.019768032249943057,0,-0.33344051987467616,0.19170716718836406,-0.026102341153021218,2.9040764980578392e-30,-0.0054532759650066731,0.99999843109986142,-1.3314588237139473e-32,0.0017713830238457989,0.52500000000000002,0,0.39000000000000012,1,0,0,0.22495756217239138,0.00028427131268160544,0.22495774178437281,0.22495774178437281,0.026665903930285669,0.0017713839498107551,0.1014928242213699,-0.081915247189991949,0,0,-0.25152527268468422,0,0
6.9100000000000001,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.48669505561138277,1.6172419506638999e-30,3.1995218239533951,0.026157497696057033,2.056760856547303e-30,-0.00030317536908447011,0.9998935646706123,-4.7292503635439214e-33,-0.014589699458741397,-6.5866316074747198e-33,0.0071980338257202842,0.0042935727616374474,0.0047271176176341238,0.00523753306363604,0.0060508575807742349,0.0024631780865712301,0.00061414419565571337,0.0004485526772943273,0.00031864412975628176,0.00025024281489756123,0.74982783375483886,1.5877110114100659e-30,0.39025723088999092,0.26313277814345609,0.22500000000000001,0.038132778143456086,2.0929134322665681,0.16363724516447323,0.16459220019683238,0.16557133317926884,0.16656462809602499,0.16756131692940637,0.13260245961176126,3.0534426154443355,-0.25152527268468422,-0.25152527268468422,false,0.016400000000000001,DOB-Task-LQR,false,0.22482783375483886,-0.025788260637844448,0,0,0,-0.25152527268468422,false,129.96562510962153,129.96562510962153,5.663271244720516e-30,-0.051948421482884304,-6.6493617294981619e-32,5.663271244720516e-30,-0.051948421482884304,-6.6493617294981619e-32,false,-9.2692461483053935e-33,-0.029180434201204281,-1.3039415553926072e-32,0.22482783375483886,-0.025788260637844448,-0.001673319355656679,0.019457709766258047,0,-0.33344051987467616,0.19170716718836406,-0.025788260637844448,2.9080859822518329e-30,-0.005362880773722668,0.99999860000149421,-1.3294335364810845e-32,0.0016733185747750741,0.52500000000000002,0,0.39000000000000012,1,0,0,0.22482783375483884,0.00025723088999080046,0.22482798090679063,0.22482798090679063,0.026339986274076941,0.0016733193553277153,0.095874136837829832,-0.081915247189991949,0,0,-0.25152527268468422,0,0
6.915,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.48682471680395528,1.627524307948276e-30,3.1995203244663148,0.025707598529977217,2.05616964996262e-30,-0.00029659325933121638,0.99989412402566358,-3.9709951714395795e-33,-0.014551313993961756,-6.5857217457864931e-33,0.0072096838060770017,0.0042966248326381301,0.0047293313281325418,0.0052391044500800944,0.0060521026898359099,0.0021967249069209387,0.00060667202684390052,0.00043690220764828471,0.0003098823243068671,0.00024779056704848533,0.7496996871277859,1.6022612964650906e-30,0.39023064252270306,0.26287497032383061,0.22500000000000001,0.037874970323830609,2.0932414354328897,0.16367773660631382,0.16461706316293651,0.16557994940740511,0.16655633556497307,0.16753569759143952,0.13253360188309141,3.0537418196490496,-0.25152527268468422,-0.25152527268468422,false,0.016400000000000001,DOB-Task-LQR,false,0.2246996871277859,-0.025469638415743984,0,0,0,-0.25152527268468422,false,129.96543468553338,129.96543468553338,5.6550349774935857e-30,-0.053037706988110125,-6.6931754555069378e-32,5.6550349774935857e-30,-0.053037706988110125,-6.6931754555069378e-32,false,-7.7527708217592653e-33,-0.029103655121121126,-1.3060013230647984e-32,0.2246996871277859,-0.025469638415743984,-0.0015768080179999026,0.019146730166832302,0,-0.33344051987467616,0.19170716718836406,-0.025469638415743984,2.9120155981699954e-30,-0.0052724536921239804,0.99999875683849448,-1.3273379381985576e-32,0.0015768073645908384,0.52500000000000002,0,0.39000000000000012,1,0,0,0.22469968712778587,0.00023064252270293961,0.2246998054990216,0.2246998054990216,0.026009637616936025,0.0015768080181749852,0.090344444543814253,-0.081915247189991949,0,0,-0.25152527268468422,0,0
6.9199999999999999,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.48695213777783092,1.6378035265016382e-30,3.1995188580941001,0.025261412341836237,2.0555052985791318e-30,-0.00028992959463836543,0.99989468129859982,-3.2087392919182278e-33,-0.014512970432386063,-6.5846131156243955e-33,0.0072200184829791037,0.0042996374830168238,0.0047314844776145098,0.0052406309416327592,0.0060533353273350141,0.0019370499351754227,0.00059840430600370661,0.0004243356415935395,0.00030067405850059761,0.00024524837187302651,0.74957314479769299,1.6168310287751022e-30,0.39020450636011428,0.26262100701986207,0.22500000000000001,0.037621007019862068,2.0935644446419905,0.16371774479121318,0.16464150626698923,0.16558816423829273,0.16654762427391948,0.16750962890289625,0.13246503349125469,3.0540341466065564,-0.25152527268468422,-0.25152527268468422,false,0.016400000000000001,DOB-Task-LQR,false,0.224573144797693,-0.025146555371791619,0,0,0,-0.25152527268468422,false,129.96523792653772,129.96523792653772,5.6465647483180634e-30,-0.054089725779567208,-6.7349569116434175e-32,5.6465647483180634e-30,-0.054089725779567208,-6.7349569116434175e-32,false,-6.228301800875605e-33,-0.02902695989916787,-1.3080212662380348e-32,0.224573144797693,-0.025146555371791619,-0.0014818531899678136,0.018835109444193639,0,-0.33344051987467616,0.19170716718836406,-0.025146555371791619,2.9158648177075542e-30,-0.0051819994203774651,0.99999890205576281,-1.3251735844975028e-32,0.0014818526476370506,0.52500000000000002,0,0.39000000000000012,1,0,0,0.22457314479769297,0.00020450636011415391,0.22457323791399744,0.22457323791399744,0.025674936515196572,0.0014818531898319368,0.08490393363536837,-0.081915247189991949,0,0,-0.25152527268468422,0,0
6.9249999999999998,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.48707733713003298,1.6480792397237674e-30,3.1995174252362077,0.024818951747869491,2.0547674520089342e-30,-0.00028318770864597942,0.99989523630976329,-2.4424886939770789e-33,-0.014474681517839873,-6.5833105405613236e-33,0.0072290710466790574,0.0043026071788809283,0.0047335726621336345,0.0052421101701772936,0.0060545549648467244,0.0016838783115706293,0.00058950878311320393,0.00041092335215236315,0.00029096993054279524,0.00024258643128642518,0.74944822886588935,1.6314198050373005e-30,0.39017882251950281,0.26237089173585637,0.22500000000000001,0.037370891735856365,2.0938825437863402,0.16375726849317024,0.16466552595771142,0.16559597834558287,0.16653849970452828,0.16748311897005769,0.13239676295689154,3.0543196982142824,-0.25152527268468422,-0.25152527268468422,false,0.016400000000000001,DOB-Task-LQR,false,0.22444822886588936,-0.024819092650082673,0,0,0,-0.25152527268468422,false,129.965034957369,129.965034957369,5.6378596508877797e-30,-0.055105103424562797,-6.7747363163802261e-32,5.6378596508877797e-30,-0.055105103424562797,-6.7747363163802261e-32,false,-4.6958506883906441e-33,-0.028950374025413089,-1.3100022544656826e-32,0.22444822886588936,-0.024819092650082673,-0.0013884580057718881,0.018522878258341299,0,-0.33344051987467616,0.19170716718836406,-0.024819092650082673,2.9196331126231684e-30,-0.0050915258975423186,0.9999990360923382,-1.3229420173691086e-32,0.0013884575596567563,0.52500000000000002,0,0.39000000000000012,1,0,0,0.22444822886588933,0.00017882251950268602,0.22444830010166733,0.22444830010166733,0.025335962502710092,0.0013884580055965555,0.079552783751834263,-0.081915247189991949,0,0,-0.25152527268468422,0,0
6.9299999999999997,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.48720033351706227,1.6583510792644891e-30,3.1995160262754445,0.024380227920004455,2.0539557606614432e-30,-0.00027637092834767105,0.99989578888668174,-1.6722495122778509e-33,-0.014436459631116515,-6.581818767677812e-33,0.0072368733955491911,0.0043055310949219197,0.0047355918229787623,0.0052435395864420028,0.006055760948509019,0.0014369662949240255,0.00058010446203150367,0.00039673275108624469,0.00028074544282011304,0.00023978405010011136,0.74932496102759882,1.6460272193074472e-30,0.39015359107225545,0.26212462751053656,0.22500000000000001,0.037124627510536551,2.0941958160528391,0.16379630735943207,0.16468911977465306,0.16560339229071794,0.16652896662790234,0.16745617552882083,0.13232879871203218,3.0545985763463976,-0.25152527268468422,-0.25152527268468422,false,0.016400000000000001,DOB-Task-LQR,false,0.22432496102759883,-0.024487331530691405,0,0,0,-0.25152527268468422,false,129.9648259046545,129.9648259046545,5.6289187822983645e-30,-0.056084457981364792,-6.8125432916899461e-32,5.6289187822983645e-30,-0.056084457981364792,-6.8125432916899461e-32,false,-3.1554294234282511e-33,-0.028873922263729746,-1.3119451498512249e-32,0.22432496102759883,-0.024487331530691405,-0.0012966254180773215,0.018210077995061771,0,-0.33344051987467616,0.19170716718836406,-0.024487331530691405,2.9233199545911929e-30,-0.0050010434131702508,0.99999915938138129,-1.3206447654697336e-32,0.0012966250547548127,0.52500000000000002,0,0.39000000000000012,1,0,0,0.2243249610275988,0.00015359107225532131,0.22432501360804863,0.22432501360804863,0.024992795776271351,0.0012966254173716212,0.074291164024782752,-0.081915247189991949,0,0,-0.25152527268468422,0,0
6.9350000000000005,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.48732114564765133,1.668618675027702e-30,3.199514661577997,0.023945250579444029,2.0530698757590722e-30,-0.00026948257395280795,0.99989633886389817,-8.9802804772459427e-34,-0.014398316796513239,-6.5801424684164494e-33,0.0072434562671203056,0.0043084069142868085,0.0047375382285773432,0.0052449165651796172,0.0060569525398931389,0.0011960920527731953,0.00057027789693853928,0.00038182720632590634,0.00026999368044960113,0.00023682780938455515,0.74920336257150211,1.6606528629995621e-30,0.39012881203387706,0.26188221692385077,0.22500000000000001,0.036882216923850769,2.0945043439767517,0.16383486166573755,0.16471228605419486,0.16561040659719303,0.16651902931565934,0.16742880604012855,0.1322611490727402,3.0548708827224047,-0.25152527268468422,-0.25152527268468422,false,0.016400000000000001,DOB-Task-LQR,false,0.22420336257150211,-0.024151353337371104,0,0,0,-0.25152527268468422,false,129.96461089686125,129.96461089686125,5.6197412430993219e-30,-0.05702840081133561,-6.8484068710383791e-32,5.6197412430993219e-30,-0.05702840081133561,-6.8484068710383791e-32,false,-1.6070502826756912e-33,-0.028797628664871438,-1.3138508070428271e-32,0.22420336257150211,-0.024151353337371104,-0.0012063581522169262,0.01789675776760042,0,-0.33344051987467616,0.19170716718836406,-0.024151353337371104,2.9269248152451985e-30,-0.0049105639323328435,0.999999272350093,-1.3182833443568084e-32,0.0012063578596147799,0.52500000000000002,0,0.39000000000000012,1,0,0,0.22420336257150209,0.00012881203387693496,0.22420339957482469,0.22420339957482469,0.024645516958669674,0.0012063581518280562,0.0691192306809498,-0.081915247189991949,0,0,-0.25152527268468422,0,0
6.9400000000000004,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.48743979227553014,1.678881655175483e-30,3.1995133314934705,0.023514028006661403,2.0521094493527365e-30,-0.00026252595785197753,0.99989688608280458,-1.1983076804109705e-34,-0.014360264688065814,-6.5782862394155128e-33,0.0072488493311626441,0.0043112326949456799,0.0047394084537844558,0.0052462384793252291,0.0060581289482878912,0.00096104948495550767,0.00056009389525152017,0.00036626595352647019,0.00025872010391265039,0.00023370997179091897,0.74908345437970258,1.6752963248858125e-30,0.39010448535694392,0.26164366210417245,0.22500000000000001,0.036643662104172442,2.0948082094702816,0.16387293215062798,0.16473502372465026,0.16561702179784513,0.16650869169348922,0.16740101776204749,0.13219382221933942,3.0551367188182801,-0.25152527268468422,-0.25152527268468422,false,0.016400000000000001,DOB-Task-LQR,false,0.22408345437970259,-0.023811239367407401,0,0,0,-0.25152527268468422,false,129.96439006420101,129.96439006420101,5.6103261373479466e-30,-0.057937537070926651,-6.8823555077414738e-32,5.6103261373479466e-30,-0.057937537070926651,-6.8823555077414738e-32,false,-5.0725881557390364e-35,-0.028721516578945464,-1.3157200732252155e-32,0.22408345437970259,-0.023811239367407401,-0.0011176586734849344,0.017582972151057724,0,-0.33344051987467616,0.19170716718836406,-0.023811239367407401,2.9304471662150496e-30,-0.004820100586222547,0.99999937541960982,-1.3158592566733099e-32,0.0011176584407956945,0.52500000000000002,0,0.39000000000000012,1,0,0,0.22408345437970256,0.00010448535694379535,0.22408347873935297,0.22408347873935297,0.024294206920030852,0.0011176586734793134,0.064037124926554806,-0.081915247189991949,0,0,-0.25152527268468422,0,0
6.9450000000000003,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.48755629219227137,1.6891396461322645e-30,3.1995120363549323,0.023086567062316925,2.0510741343372514e-30,-0.00025550438302198678,0.99989743039147783,6.6233569165166333e-34,-0.014322314635579196,-6.5762546033208488e-33,0.0072530812572948284,0.0043140067798242308,0.0047411993599768311,0.0052475027520832215,0.0060592893556866041,0.00073164407663325556,0.00054960257885040365,0.00035010444002196164,0.00024693884224251996,0.00023042715850697982,0.74896525692799876,1.6899571910965784e-30,0.39008061092628354,0.26140896473572739,0.22500000000000001,0.036408964735727384,2.0951074938342922,0.16391051990266309,0.16475733216375488,0.16562323846597407,0.16649795745319387,0.16737281780387439,0.1321268261822961,3.0553961858060488,-0.25152527268468422,-0.25152527268468422,false,0.016400000000000001,DOB-Task-LQR,false,0.22396525692799876,-0.023467070837493369,0,0,0,-0.25152527268468422,false,129.96416353850935,129.96416353850935,5.6006725726644145e-30,-0.05881246598923235,-6.9144170836154382e-32,5.6006725726644145e-30,-0.05881246598923235,-6.9144170836154382e-32,false,1.5135308245933791e-33,-0.028645608667477913,-1.3175537881084703e-32,0.22396525692799876,-0.023467070837493369,-0.0010305291642933821,0.017268779477394448,0,-0.33344051987467616,0.19170716718836406,-0.023467070837493369,2.9338864791592715e-30,-0.0047296672893193947,0.99999946900486847,-1.3133739922939017e-32,0.0010305289818913865,0.52500000000000002,0,0.39000000000000012,1,0,0,0.22396525692799873,8.0610926283419815e-05,0.22396527143498371,0.22396527143498371,0.023938946642648871,0.0010305291636086432,0.059044971739921959,-0.081915247189991949,0,0,-0.25152527268468422,0,0
