time,scenario,seed,protocol_mode,wind_x,wind_y,wind_z,x_ref,vx_ref,ax_ref,y_ref,z_ref,yaw_ref,reference_event,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,uav_qw,uav_qx,uav_qy,uav_qz,joint_1_angle,joint_2_angle,joint_3_angle,joint_4_angle,joint_5_angle,joint_1_velocity,joint_2_velocity,joint_3_velocity,joint_4_velocity,joint_5_velocity,tip_x,tip_y,tip_z,tip_relative_x,tip_equilibrium_relative_x,tip_displacement,wind_force_quad_x,wind_force_link_1_x,wind_force_link_2_x,wind_force_link_3_x,wind_force_link_4_x,wind_force_link_5_x,wind_force_cutter_x,wind_force_total_x,ax_cmd_raw,ax_cmd_limited,ax_saturated,solve_time_ms,controller,anchor_active,position_error_x,velocity_error_x,pid_integral_x,ax_reference_feedforward,ax_pid_feedback,ax_cmd_amplitude_limited,ax_slew_limited,thrust_cmd_raw_N,thrust_cmd_limited_N,mx_cmd_raw_Nm,my_cmd_raw_Nm,mz_cmd_raw_Nm,mx_cmd_limited_Nm,my_cmd_limited_Nm,mz_cmd_limited_Nm,inner_loop_saturated,roll_rad,pitch_rad,yaw_rad,task_position_error_x,task_velocity_error_x,theta_cutter_signed_rad,omega_cutter_y,task_pid_integral_x,task_lqr_feedback_ax,task_lqr_state_norm,tip_velocity_world_x,tip_velocity_world_y,tip_velocity_world_z,cutter_axis_world_x,cutter_axis_world_y,cutter_axis_world_z,task_reference_tip_x,task_reference_tip_y,task_reference_tip_z,task_reference_axis_x,task_reference_axis_y,task_reference_axis_z,tip_task_x_error_m,tip_task_z_error_m,task_position_error_xz_m,position_error_3d_m,tip_speed_m_s,orientation_error_rad,orientation_error_deg,external_x_ref,internal_x_ref,equilibrium_bias_x,filtered_tip_error_x,bias_rate,adaptation_held
10.965,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.26551960196202534,-1.6246477582408668e-29,3.1998172835337289,-0.098183640134913278,7.1131504527450599e-32,-6.1177483572072841e-06,0.99992067198897205,-1.1515514502448888e-30,-0.012595623411470726,2.6435196563967117e-32,-0.0030920812211682538,0.0036267225293945384,0.0042968636037130489,0.005020293605852647,0.0061148124451679223,-0.0029420871791607664,-9.69194731879294e-06,0.00021154199651104318,7.523874184523486e-05,3.162727844819213e-05,0.54613055006034761,-2.2706662232601944e-29,0.39250778591500729,0.28061094809832227,0.22500000000000001,0.05561094809832226,2.2543622991416097,0.17670478263492428,0.17659590161325714,0.17648365663016016,0.17636835380401991,0.17623843708420298,0.14213543374774604,3.2788888646559204,-0.17017214283387871,-0.17017214283387871,false,0.013899999999999999,AE-TSLQR,false,0.36699263847378116,-0.098220468335817282,0,0,0,-0.17017214283387871,false,129.90989812142652,129.90989812142652,1.0260344796550647e-29,0.1100882214563008,-2.2961707024413973e-31,1.0260344796550647e-29,0.1100882214563008,-2.2961707024413973e-31,false,-2.3043172941079925e-30,-0.02519191296791436,8.190120304459607e-32,0.021130550060347614,-0.095590028269126229,-0.009225302006894618,-0.0010126189411067609,0,-0.17017214283387871,0.38088461967932608,-0.095590028269126229,-7.085880912231267e-30,0.00027173521401619984,0.99995744720323521,4.5107143386608864e-32,0.0092251711523896086,0.52500000000000002,0,0.39000000000000012,1,0,0,0.021130550060347586,0.0025077859150071657,0.021278842450856289,0.021278842450856289,0.095590414501240062,0.0092253020067967727,0.52857086972302381,0.29999999999999999,-0.10000000000000003,-0.40000000000000002,0.10897594433553069,-0.10000000000000001,0
10.970000000000001,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.26502871704911601,-1.6245843706162346e-29,3.1998172386656702,-0.098170202682447721,1.825229022135816e-31,-1.1825254991345238e-05,0.9999207280713408,-1.1579032985038933e-30,-0.012591170449181155,2.6299792955153767e-32,-0.0031077179953475568,0.0036267075854964398,0.0042979836707395238,0.0050207171183642933,0.0061149830913520336,-0.0033116414624698616,3.1985443886475084e-06,0.00023596695159186452,9.4063024533041516e-05,3.6671025665227012e-05,0.5456525328753894,-2.2741793360138519e-29,0.39250912107498276,0.28062381582627338,0.22500000000000001,0.055623815826273376,2.2543042369229851,0.17671071050077464,0.17659943174291071,0.17648584285917568,0.17637043528979721,0.17624109628678036,0.14214012605329185,3.2788518796557153,-0.17017214283387871,-0.17017214283387871,false,0.013899999999999999,AE-TSLQR,false,0.36699263847378116,-0.098220468335817282,0,0,0,-0.17017214283387871,false,129.91017397472456,129.91017397472456,1.0619246332615074e-29,0.10771718595553248,-2.3037061842615702e-31,1.0619246332615074e-29,0.10771718595553248,-2.3037061842615702e-31,false,-2.3170199783534121e-30,-0.025183006337039664,8.1780062255174215e-32,0.020652532875389401,-0.095616861651503876,-0.0092303328690214008,-0.00099998923823191484,0,-0.17017214283387871,0.38088461967932608,-0.095616861651503876,-6.9664659648622536e-30,0.00026238365737311415,0.99995740078001671,4.4815483092563593e-32,0.009230201800322373,0.52500000000000002,0,0.39000000000000012,1,0,0,0.020652532875389373,0.0025091210749826343,0.020804393832504729,0.020804393832504729,0.095617221656281615,0.0092303328689322499,0.52885911689069875,0.29999999999999999,-0.10000000000000003,-0.40000000000000002,0.10897594433553069,-0.10000000000000001,0
10.975,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.2645379011267136,-1.6244651477593584e-29,3.1998171655871221,-0.098156028916273522,2.9447231404927811e-31,-1.7401661959319988e-05,0.99992079402885192,-1.1642477610341133e-30,-0.012585931380320804,2.6161853890319439e-32,-0.003125148423008053,0.00362674577481385,0.0042992140987191604,0.0050212314487970457,0.0061151793113720957,-0.0036596701015076637,1.1745355270364931e-05,0.00025574091810452243,0.00011147747634116538,4.1811561424446148e-05,0.54517438125885831,-2.2776325297340389e-29,0.39251041068919806,0.28063648013214471,0.22500000000000001,0.0556364801321447,2.2542383059375801,0.17671643965755054,0.17660312082646676,0.17648828860725688,0.17637270425191334,0.17624383422698264,0.14214480212952343,3.2788074956372735,-0.17017214283387871,-0.17017214283387871,false,0.013899999999999999,AE-TSLQR,false,0.36699263847378116,-0.098220468335817282,0,0,0,-0.17017214283387871,false,129.91044683749791,129.91044683749791,1.0979600245607214e-29,0.10541279479332744,-2.3116468949693553e-31,1.0979600245607214e-29,0.10541279479332744,-2.3116468949693553e-31,false,-2.3297077117307304e-30,-0.025172527368976554,8.1651716480185773e-32,0.020174381258858315,-0.095643803268009156,-0.0092353051611498305,-0.00098921360254512498,0,-0.17017214283387871,0.38088461967932608,-0.095643803268009156,-6.8462048941559585e-30,0.00025352227140118072,0.99995735487239479,4.4520736697869903e-32,0.0092351738805209055,0.52500000000000002,0,0.39000000000000012,1,0,0,0.020174381258858287,0.0025104106891979394,0.020329973462998217,0.020329973462998217,0.095644139272156842,0.0092353051611530762,0.52914400824945784,0.29999999999999999,-0.10000000000000003,-0.40000000000000002,0.10897594433553069,-0.10000000000000001,0
10.98,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.26404715810161583,-1.6242898109108852e-29,3.1998170649549325,-0.09814102924451569,4.0697874494598943e-31,-2.2846436840325243e-05,0.99992086944285974,-1.1705845825115123e-30,-0.012579938498870765,2.6021425074286448e-32,-0.0031442676377825139,0.0036268179484336047,0.0043005325493234332,0.0050218284249974104,0.0061154009728025633,-0.003987243050477084,1.6917225434582793e-05,0.00027122580540610996,0.00012706420342354193,4.6814272679428112e-05,0.54469609463298974,-2.2810253813253555e-29,0.3925116572658861,0.2806489365313739,0.22500000000000001,0.055648936531373899,2.2541646552305403,0.17672194614668893,0.17660692918518278,0.17649097643620912,0.17637516375638751,0.17624665580353174,0.14214946753841257,3.2787557940969529,-0.17017214283387871,-0.17017214283387871,false,0.013899999999999999,AE-TSLQR,false,0.36699263847378116,-0.098220468335817282,0,0,0,-0.17017214283387871,false,129.91071657831694,129.91071657831694,1.1341401619015042e-29,0.1031739133522003,-2.3199630259222468e-31,1.1341401619015042e-29,0.1031739133522003,-2.3199630259222468e-31,false,-2.3423799888567168e-30,-0.025160540657109341,8.1516296779356146e-32,0.019696094632989741,-0.095670868013355517,-0.0092402284022158922,-0.000980377285330198,0,-0.17017214283387871,0.38088461967932608,-0.095670868013355517,-6.7250975764380279e-30,0.00024517081580760139,0.99995730939328853,4.4222971228201364e-32,0.0092400969115227789,0.52500000000000002,0,0.39000000000000012,1,0,0,0.019696094632989714,0.0025116572658859804,0.019855592814443091,0.019855592814443091,0.095671182156163492,0.0092402284022541636,0.52942608918607548,0.29999999999999999,-0.10000000000000003,-0.40000000000000002,0.10897594433553069,-0.10000000000000001,0
10.984999999999999,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.26355649232076322,-1.6240580818151355e-29,3.1998169374283667,-0.098125117251827487,5.2004117527213125e-31,-2.8159147255934693e-05,0.9999209539032794,-1.1769135066082645e-30,-0.012573223339937017,2.587855109552069e-32,-0.0031649756434530057,0.0036269090202989832,0.0043019184155228853,0.00502249820564448,0.0061156469364368653,-0.0042952498009272179,1.9390346390590442e-05,0.00028275150030929251,0.00014056432100778871,5.1508576326100886e-05,0.54421767234222362,-2.2843574676467594e-29,0.39251286336869207,0.2806611800214604,0.22500000000000001,0.055661180021460394,2.2540834319231675,0.17672721121969862,0.17661082392741653,0.17649388804512095,0.17637781201299743,0.176249563412087,0.14215412807280936,3.2786968586132974,-0.17017214283387871,-0.17017214283387871,false,0.013899999999999999,AE-TSLQR,false,0.36699263847378116,-0.098220468335817282,0,0,0,-0.17017214283387871,false,129.91098307128448,129.91098307128448,1.1704645462421612e-29,0.10099942407915344,-2.3286258295214652e-31,1.1704645462421612e-29,0.10099942407915344,-2.3286258295214652e-31,false,-2.3550363022634941e-30,-0.025147109276976515,8.1373931884750008e-32,0.01921767234222363,-0.09569807201240714,-0.009245112345227435,-0.00097349243109530828,0,-0.17017214283387871,0.38088461967932608,-0.09569807201240714,-6.6031439510583418e-30,0.00023733254137196894,0.99995726425325637,4.3922252579163811e-32,0.0092449806459256149,0.52500000000000002,0,0.39000000000000012,1,0,0,0.019217672342223602,0.0025128633686919422,0.019381264472752541,0.019381264472752541,0.095698366305946192,0.0092451123452093591,0.52970591850479087,0.29999999999999999,-0.10000000000000003,-0.40000000000000002,0.10897594433553069,-0.10000000000000001,0
10.99,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.26306590855472384,-1.6237696827324059e-29,3.1998167836685774,-0.098108209931415752,6.3365856073355677e-31,-3.3339472446998116e-05,0.99992104700862983,-1.1832342759965166e-30,-0.012565816693162302,2.5733275448476865e-32,-0.0031871765626859017,0.0036270067646649333,0.0043033526566119947,0.0050232299527845628,0.0061159153409571336,-0.0045844560904726023,1.9645683247069615e-05,0.00029061494491731168,0.00015183159974950267,5.5774096036810548e-05,0.54373911364838423,-2.287628365540706e-29,0.39251403154569442,0.28067320509366039,0.22500000000000001,0.055673205093660388,2.2539947816704573,0.17673221979044629,0.17661477700304767,0.17649700466421392,0.1763806437517221,0.17625255759403205,0.14215878956737826,3.2786307740412974,-0.17017214283387871,-0.17017214283387871,false,0.013899999999999999,AE-TSLQR,false,0.36699263847378116,-0.098220468335817282,0,0,0,-0.17017214283387871,false,129.91124619668324,129.91124619668324,1.2069326711273418e-29,0.098888220881862596,-2.3376076120958589e-31,1.2069326711273418e-29,0.098888220881862596,-2.3376076120958589e-31,false,-2.3676761424042531e-30,-0.025132294813091267,8.1224748228025112e-32,0.018739113648384237,-0.095725432115064998,-0.0092499666631409797,-0.00096851769803116923,0,-0.17017214283387871,0.38088461967932608,-0.095725432115064998,-6.4803440113300538e-30,0.00022999860659470283,0.99995721936340021,4.3618644848457956e-32,0.0092498347562773205,0.52500000000000002,0,0.39000000000000012,1,0,0,0.018739113648384209,0.0025140315456942952,0.01890700227269795,0.01890700227269795,0.095725708422424088,0.00924996666304812,0.52998405042936692,0.29999999999999999,-0.10000000000000003,-0.40000000000000002,0.10897594433553069,-0.10000000000000001,0
10.995000000000001,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.26257541198029805,-1.6234243364513276e-29,3.1998166043380314,-0.098090227811603786,7.4782983226983501e-31,-3.8387209241683357e-05,0.99992114836607948,-1.1895466323522013e-30,-0.012557748614370532,2.5585640553905611e-32,-0.0032107781201552474,0.0036271010115613771,0.0043048176404546466,0.0050240123082311572,0.0061162038242019053,-0.0048555421696223735,1.8033203697027082e-05,0.00029508332766979307,0.00016079959286236512,5.9529145286218317e-05,0.54326041772802913,-2.2908376518583468e-29,0.39251516427760691,0.28068500574773109,0.22500000000000001,0.055685005747731081,2.2538988489492309,0.17673695938632722,0.17661876384396324,0.17650030729979529,0.17638365121910504,0.17625563752232251,0.14216345776037365,3.2785576259811178,-0.17017214283387871,-0.17017214283387871,false,0.013899999999999999,AE-TSLQR,false,0.36699263847378116,-0.098220468335817282,0,0,0,-0.17017214283387871,false,129.9115058413586,129.9115058413586,1.2435440226631373e-29,0.096839205549841267,-2.346881723075081e-31,1.2435440226631373e-29,0.096839205549841267,-2.346881723075081e-31,false,-2.3802989976589998e-30,-0.025116157382227201,8.1068869960307551e-32,0.018260417728029138,-0.095752965524489406,-0.0092548007198990107,-0.00096537292853206269,0,-0.17017214283387871,0.38088461967932608,-0.095752965524489406,-6.3566977977394805e-30,0.00022315137937036343,0.99995717463749068,4.3312209845943046e-32,0.0092546686061232321,0.52500000000000002,0,0.39000000000000012,1,0,0,0.01826041772802911,0.0025151642776067851,0.018432821459165416,0.018432821459165416,0.09575322555022453,0.0092548007197807997,0.5302610214780763,0.29999999999999999,-0.10000000000000003,-0.40000000000000002,0.10897594433553069,-0.10000000000000001,0
11,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.26208500816268115,-1.6230217663012708e-29,3.1998164000999116,-0.098071095010609247,8.6255389596138724e-31,-4.3302274266512035e-05,0.99992125759149164,-1.1958503163588963e-30,-0.012549048436063914,2.5435687777774361e-32,-0.0032356912839691335,0.0036271831055020094,0.0043062970059346778,0.0050248337308364584,0.0061165096925640912,-0.0051091286678361623,1.4814465110477578e-05,0.00029639866025635465,0.00016745830845515659,6.2721464178696685e-05,0.54278158367140872,-2.2939849034817933e-29,0.39251626394027378,0.28069657550872756,0.22500000000000001,0.055696575508727558,2.2537957772313182,0.17674141943470781,0.1766227624157759,0.17650377689146649,0.17638682490125893,0.17625880136357386,0.14216813819299268,3.2784775004310935,-0.14879664355256428,-0.14879664355256428,false,0.015299999999999999,AE-TSLQR,false,0.36208500816268119,-0.098071095010609247,0,0,0,-0.14879664355256428,false,129.90465940541966,129.90465940541966,1.2803235153783993e-29,0.12853442534305912,-2.3376768005512e-31,1.2803235153783993e-29,0.12853442534305912,-2.3376768005512e-31,false,-2.3929043543403933e-30,-0.025098755654409759,8.0906418967327833e-32,0.017781583671408724,-0.095780689520742313,-0.0092596234050225379,-0.0009639500787682443,0,-0.14879664355256428,0.37616155763344949,-0.095780689520742313,-6.2322053928851475e-30,0.00021676689644881686,0.99995712999350894,4.300300673752019e-32,0.0092594910846058743,0.52500000000000002,0,0.39000000000000012,1,0,0,0.017781583671408696,0.0025162639402736553,0.017958738877783983,0.017958738877783983,0.095780934809367099,0.0092596234049557979,0.53053734098452399,0.29999999999999999,-0.10000000000000003,-0.40000000000000002,0.10452834288365202,-0.10000000000000001,0
11.005000000000001,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.26159470469871454,-1.6225616977860679e-29,3.199816164886788,-0.09805005832315665,9.7782314510253896e-31,-5.0775924590998877e-05,0.99992137701790729,-1.2021450731626845e-30,-0.012539528803458481,2.5283207948195463e-32,-0.0032623945014872121,0.0036273048088466321,0.0043078348319276535,0.0050257031296919146,0.0061168311354609,-0.0055706376953832369,3.2789493211848594e-05,0.00031815259980405922,0.00018037135364626255,6.5942355801157688e-05,0.54230261081130071,-2.2970696988148954e-29,0.39251732458860322,0.28070790611258617,0.22500000000000001,0.055707906112586164,2.2536828508134437,0.17674875753366115,0.17662759244907647,0.17650721873854139,0.17638987249533575,0.17626192000548574,0.14217281989277109,3.2783910319283152,-0.14879664355256428,-0.14879664355256428,false,0.015299999999999999,AE-TSLQR,false,0.36208500816268119,-0.098071095010609247,0,0,0,-0.14879664355256428,false,129.90504262588169,129.90504262588169,1.3172206692286024e-29,0.12539782212725809,-2.3414784999599846e-31,1.3172206692286024e-29,0.12539782212725809,-2.3414784999599846e-31,false,-2.4054916708676754e-30,-0.025079714891020451,8.0736495733773913e-32,0.017302610811300717,-0.095808474350871309,-0.0092644354866075179,-0.00096108999902759073,0,-0.14879664355256428,0.37616155763344949,-0.095808474350871309,-6.1068727313390105e-30,0.00020753477572068034,0.99995708542450479,4.2691093988814465e-32,0.0092643029597896595,0.52500000000000002,0,0.39000000000000012,1,0,0,0.017302610811300689,0.0025173245886030982,0.01748477234543605,0.01748477234543605,0.095808699125521479,0.0092644354865463567,0.53081305295033565,0.29999999999999999,-0.10000000000000003,-0.40000000000000002,0.10452834288365202,-0.10000000000000001,0
11.01,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.26110450985109623,-1.6220438569511334e-29,3.1998158927775391,-0.098027629944544226,1.0936430261235789e-30,-5.8060397055224389e-05,0.99992150887590081,-1.208430646640637e-30,-0.012529009830899588,2.512800242706124e-32,-0.003291330764803967,0.0036274962837722084,0.004309467266616158,0.0050266355683485078,0.0061171696685914214,-0.0060025882880146092,4.3112852702773987e-05,0.00033428120897593656,0.00019250942074403799,6.9498215778630482e-05,0.54182349869840407,-2.3000916159999042e-29,0.39251834025538601,0.28071898884730784,0.22500000000000001,0.055718988847307832,2.2535592597742076,0.17675580472255956,0.17663260118931165,0.17651093001791784,0.17639309813832707,0.17626511330990335,0.14217750914195335,3.2782943162941804,-0.14879664355256428,-0.14879664355256428,false,0.015299999999999999,AE-TSLQR,false,0.36208500816268119,-0.098071095010609247,0,0,0,-0.14879664355256428,false,129.90542155851287,129.90542155851287,1.3542593834628152e-29,0.12235197464088221,-2.3456412132958932e-31,1.3542593834628152e-29,0.12235197464088221,-2.3456412132958932e-31,false,-2.4180604044229387e-30,-0.025058675293094052,8.0558230538916942e-32,0.016823498698404077,-0.095836393352191601,-0.0092692372712401237,-0.00095987332984832918,0,-0.14879664355256428,0.37616155763344949,-0.095836393352191601,-5.9806929393773942e-30,0.00019878408289963244,0.99995704092778948,4.2376541335299033e-32,0.0092691045382488971,0.52500000000000002,0,0.39000000000000012,1,0,0,0.016823498698404049,0.0025183402553858869,0.017010941952081894,0.017010941952081894,0.095836599511186796,0.00926923727114181,0.53108817494178606,0.29999999999999999,-0.10000000000000003,-0.40000000000000002,0.10452834288365202,-0.10000000000000001,0
11.015000000000001,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.26061443085597308,-1.6214679687707545e-29,3.1998155847187957,-0.098003699407539585,1.2100123738301038e-30,-6.5155404184673979e-05,0.99992165259347654,-1.2147067740132939e-30,-0.012517534690673519,2.4970132734706381e-32,-0.0033223570468033548,0.0036277245907986306,0.0043111670024705943,0.0050276250467851911,0.006117526142304818,-0.0064068145488114341,4.7782512755297163e-05,0.00034512339823580953,0.00020307819580993574,7.3072163799065736e-05,0.54134424661763603,-2.3030502314806317e-29,0.39251931346249147,0.28072981576166295,0.22500000000000001,0.055729815761662943,2.2534252171155589,0.17676251954352856,0.17663772433527827,0.1765148901378974,0.1763965117442608,0.1762683899694254,0.14218221144142357,3.278187464287373,-0.14879664355256428,-0.14879664355256428,false,0.015299999999999999,AE-TSLQR,false,0.36208500816268119,-0.098071095010609247,0,0,0,-0.14879664355256428,false,129.90579601280299,129.90579601280299,1.3914391158009323e-29,0.11939523490148488,-2.3501290181110173e-31,1.3914391158009323e-29,0.11939523490148488,-2.3501290181110173e-31,false,-2.4306100369121472e-30,-0.025035723212756891,8.0371807848662348e-32,0.016344246617636032,-0.095864464783044598,-0.0092740374780957251,-0.00096047981192798045,0,-0.14879664355256428,0.37616155763344949,-0.095864464783044598,-5.8536660683584084e-30,0.00019055596927903802,0.99995699642265035,4.2059426259818429e-32,0.0092739045387852624,0.52500000000000002,0,0.39000000000000012,1,0,0,0.016344246617636005,0.002519313462491346,0.016537271172124987,0.016537271172124987,0.095864654173042449,0.0092740374779416018,0.53136320653220404,0.29999999999999999,-0.10000000000000003,-0.40000000000000002,0.10452834288365202,-0.10000000000000001,0
11.02,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.26012447549307993,-1.620833758808101e-29,3.1998152416583787,-0.097978159769344181,1.3269299978273756e-30,-7.20607557881946e-05,0.99992180761103422,-1.2209731915350695e-30,-0.012505145496283704,2.4809658864228195e-32,-0.0033553385126091923,0.0036279650755008932,0.0043129085405936626,0.0050286623420610034,0.0061179000101155116,-0.0067847830338395882,4.8159092363765857e-05,0.00035105464737528679,0.00021156660926034991,7.6420945029469423e-05,0.5408648537565578,-2.3059451217485886e-29,0.39252024687077502,0.28074037826347786,0.22500000000000001,0.055740378263477858,2.2532809318641633,0.17676887089724305,0.17664291006223934,0.17651907604387237,0.17640011499623445,0.1762717548239715,0.14218693277707656,3.2780705914648012,-0.14879664355256428,-0.14879664355256428,false,0.015299999999999999,AE-TSLQR,false,0.36208500816268119,-0.098071095010609247,0,0,0,-0.14879664355256428,false,129.90616580494958,129.90616580494958,1.4287593164176381e-29,0.11652599370286532,-2.3549073848489466e-31,1.4287593164176381e-29,0.11652599370286532,-2.3549073848489466e-31,false,-2.4431400481891686e-30,-0.025010942884423817,8.01774087619917e-32,0.015864853756557801,-0.095892709035640192,-0.009278845429572977,-0.00096297582674402592,0,-0.14879664355256428,0.37616155763344949,-0.095892709035640192,-5.7257922552477558e-30,0.00018286594770177461,0.99995695182260946,4.1739825383327268e-32,0.0092787122833961917,0.52500000000000002,0,0.39000000000000012,1,0,0,0.015864853756557773,0.0025202468707749004,0.016063786259989141,0.016063786259989141,0.095892883396781745,0.0092788454294355366,0.53163868186091012,0.29999999999999999,-0.10000000000000003,-0.40000000000000002,0.10452834288365202,-0.10000000000000001,0
11.025,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.25963465206691527,-1.6201409532278748e-29,3.1998148645447562,-0.097950908134638887,1.4443946823585638e-30,-7.8776387135069356e-05,0.99992197338140654,-1.2272296344982395e-30,-0.01249188332618535,2.4646639318048074e-32,-0.0033901469960941079,0.0036281987653866473,0.0043146682649681297,0.0050297362062320539,0.0061182896729313147,-0.0071377105306404962,4.5183698399083463e-05,0.00035244842150676731,0.00021766418663093619,7.9364919613450637e-05,0.54038531919729882,-2.3087758633821452e-29,0.39252114316871139,0.28075066713038355,0.22500000000000001,0.055750667130383541,2.2531266100425293,0.17677483483261208,0.17664811543391676,0.17652346333499799,0.17640390369943246,0.17627520981982323,0.14219167931683363,3.2779438164801453,-0.14879664355256428,-0.14879664355256428,false,0.015299999999999999,AE-TSLQR,false,0.36208500816268119,-0.098071095010609247,0,0,0,-0.14879664355256428,false,129.90653075930487,129.90653075930487,1.4662194279216103e-29,0.11374266889901349,-2.3599431720887211e-31,1.4662194279216103e-29,0.11374266889901349,-2.3599431720887211e-31,false,-2.4556499160615869e-30,-0.024984416472262606,7.997521107278565e-32,0.015385319197298825,-0.095921147767725978,-0.0092836705593426928,-0.00096734379131255082,0,-0.14879664355256428,0.37616155763344949,-0.095921147767725978,-5.597071708410153e-30,0.00017571052083589255,0.99995690703997797,4.1417813377683553e-32,0.0092835372053448311,0.52500000000000002,0,0.39000000000000012,1,0,0,0.015385319197298797,0.0025211431687112706,0.015590516658530288,0.015590516658530288,0.095921308702837521,0.0092836705592259407,0.53191514143350316,0.29999999999999999,-0.10000000000000003,-0.40000000000000002,0.10452834288365202,-0.10000000000000001,0
11.029999999999999,task_acquire_crosswind,-1,free_flight_controlled,3,0,0,0.29999999999999999,0,0,0,3.2000000000000002,0,setpoint_issued,0.25914496938565379,-1.6193892788090224e-29,3.1998144543263707,-0.097921845966794027,1.5624051861759773e-30,-8.5302375266948772e-05,0.99992214936991652,-1.2334758372370542e-30,-0.012477788243430255,2.4481131138923651e-32,-0.0034266599608032962,0.0036284106520261539,0.0043164243838907943,0.0050308342140072968,0.0061186927690092333,-0.0074666427213513258,3.9519747046640035e-05,0.00034965934788613477,0.0002212022589457648,8.1776807830711502e-05,0.53990564191189028,-2.3115420330793705e-29,0.39252200499061313,0.28076067252623649,0.22500000000000001,0.055760672526236482,2.2529624552954628,0.17678039239785079,0.17665330389587633,0.17652802694608583,0.17640786948621151,0.17627875474849239,0.14219645718864601,3.2778072599586259,-0.14879664355256428,-0.14879664355256428,false,0.015299999999999999,AE-TSLQR,false,0.36208500816268119,-0.098071095010609247,0,0,0,-0.14879664355256428,false,129.90689070927482,129.90689070927482,1.5038188853316487e-29,0.11104369775410305,-2.3652046146374101e-31,1.5038188853316487e-29,0.11104369775410305,-2.3652046146374101e-31,false,-2.4681391162964374e-30,-0.024956224109478911,7.9765389312138121e-32,0.014905641911890283,-0.095949803271082948,-0.0092885220513867061,-0.00097350468069883924,0,-0.14879664355256428,0.37616155763344949,-0.095949803271082948,-5.4675046966579814e-30,0.00016907225739968103,0.99995686198920375,4.1093462161775501e-32,0.0092883884882144253,0.52500000000000002,0,0.39000000000000012,1,0,0,0.014905641911890255,0.0025220049906130027,0.015117495492910731,0.015117495492910731,0.095949952231294738,0.0092885220512000342,0.53219311144796033,0.29999999999999999,-0.10000000000000003,-0.40000000000000002,0.10452834288365202,-0.10000000000000001,0
