scenario,x_position_rmse_m,z_position_rmse_m,final_x_error_m,tip_max_abs_m,tip_rms_m,pid_tip_rms_m,tip_rms_improvement_percent,minimum_tip_height_m,control_rate_proxy,pid_control_rate_proxy,saturation_rate,maximum_abs_roll_rad,maximum_abs_pitch_rad
approach_stop,0.1053850611809452,0.001621854284728099,-0.010322454323138608,0.37637416894403153,0.16885907613861284,0.221244144544995,23.677493709094964,0.3779171327634324,195.084516038155,232.8023917147255,0.012494793835901708,1.626733039170126e-29,0.08546101199140237
crosswind_hover,0.09192348874717145,0.00019163287854850932,0.11632381478233607,0.11139360060276451,0.048362613519622184,0.06443369034822503,24.942040013149057,0.3858154425392365,8.066216152378397,2.4765402768075795,0.0,4.715322425667688e-29,0.03363368892325868
gust_micro_adjust,0.0464037633929995,0.0006020735994953662,-0.02274469500356019,0.21377734138319351,0.0875230591133526,0.15760802075890193,44.46789021782118,0.37996519719898236,29.946342664996184,59.96555342362272,0.0,4.140949746810158e-29,0.046830787673453216
