source_csv,sample_count,duration_s,tip_rms_m,tip_max_abs_m,x_rmse_m,z_rmse_m,final_x_error_m,settled,settling_time_s,control_energy,control_rate,solve_time_mean_ms,solve_time_p95_ms,solve_time_max_ms,saturation_rate,finite_outputs,minimum_uav_height_m,minimum_tip_height_m,maximum_abs_joint_angle_rad,maximum_abs_roll_rad,maximum_abs_pitch_rad,maximum_abs_ax_m_s2,maximum_ax_step_change_m_s2,thrust_min_N,thrust_max_N,torque_max_abs_Nm,rotor_motor_max_abs_cmd,anchor_active_any,observer_enabled,controller_mode,seed,scenario,mode,safe,failure_reasons
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\gust\runs\gust_micro_adjust\LQR\seed_gust\run.csv,2401,12.0,0.0875230591133526,0.21377734138319351,0.0464037633929995,0.0006020735994953662,-0.02274469500356019,False,,0.3709726869374129,29.946342664996184,0.01186518117451062,0.0171,0.0286,0.0,True,3.1981588648915062,0.37996519719898236,0.05059561152250787,4.140949746810158e-29,0.046830787673453216,0.5269712928940395,0.12767993206256553,129.81731396287813,130.03547586925012,0.4758058070125907,0.0,False,False,lqr,gust,gust_micro_adjust,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\gust\runs\gust_micro_adjust\LS-PMPC\seed_gust\run.csv,2401,12.0,0.06788828172119275,0.1771592218514578,0.03713499400817718,0.0004058961301861652,-0.014600792793507567,True,10.31,0.25032890546289144,21.849593713271908,0.6300282382340691,0.7648,1.6518,0.004164931278633903,True,3.1987199342168386,0.3821188360185045,0.04037813029029394,1.1574918172681968e-29,0.0411475217979439,0.4274541427429527,0.10997786319751446,129.84701841444962,129.99629853961036,0.3866036138303595,0.0,False,False,preview,gust,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\gust\runs\gust_micro_adjust\LS-DA-PMPC\seed_gust\run.csv,2401,12.0,0.06752288937169533,0.17882587079301063,0.03739465720999038,0.000398484187207635,-0.013886661689557545,True,10.27,0.24535912628728979,21.44407068999924,0.629124739691795,0.7645,1.4029,0.0,True,3.1987348710557844,0.38213592898248305,0.04081383255996884,1.3136800923114246e-29,0.04037239240496817,0.4312201068183852,0.11000100007021157,129.84475477240446,129.99558543858862,0.3819903273809343,0.0,False,True,full,gust,gust_micro_adjust,LS-DA-PMPC,True,[]
