scenario,seed,lqr_tip_rms,primary_tip_rms,tip_improvement_percent,lqr_x_rmse,primary_x_rmse,x_improvement_percent,lqr_tip_max,primary_tip_max,lqr_control_energy,primary_control_energy
approach_stop,12,0.17120042945838382,0.1435891896821434,16.128020159524358,0.10568117579588451,0.07325664623097325,30.681461784203535,0.3741420261979108,0.3142295241997476,1.896239262200709,1.371058298939566
crosswind_hover,12,0.004634721419206431,0.0044609091756429445,3.750219869595688,0.0034236252318620604,0.0031894226386333592,6.840777753624679,0.009975907456949928,0.00984497891058983,0.0022891689855276103,0.0025060147293225242
gust_micro_adjust,12,0.0936909257287601,0.07376870797854068,21.263764441708297,0.03847010455828079,0.02939780289678344,23.582732008833368,0.21505694757898317,0.1773001119488419,0.32945935728376174,0.21014778749551383
approach_stop,13,0.16291100824511856,0.13488423901119953,17.203729530511218,0.10135305885267194,0.06933869943787498,31.5869691326568,0.37637867027707717,0.31550395387725527,1.7950797227756092,1.2850884263326563
crosswind_hover,13,0.010691658767738815,0.010455479175643578,2.209007949336067,0.005222079137397416,0.004864267522262484,6.851899515893927,0.02263720764169974,0.021640719210615,0.0042698852578820605,0.0044117013697569755
gust_micro_adjust,13,0.0900601228188354,0.07193460932797581,20.126014626163457,0.03485116894589105,0.02614556089351769,24.979386102915065,0.20759284942855702,0.17237934149554038,0.302896440787924,0.1920076329771653
approach_stop,14,0.1699972524350667,0.1420641550264371,16.431499338084365,0.09654491154833174,0.06668022285302956,30.93346735353473,0.3646248010417772,0.3065120826511878,1.7472614726123707,1.2327800353210308
crosswind_hover,14,0.01565849476029766,0.01492524479862375,4.682761484412133,0.010771575457865012,0.01002321168613348,6.947579531507652,0.035043251414365345,0.034219409771271636,0.013555687636770952,0.013662073567748626
gust_micro_adjust,14,0.08767847381169784,0.06809301774368051,22.33781590459697,0.03478827294680704,0.027404856504510168,21.22386602400893,0.19424400700876307,0.1578846230411772,0.301390990680388,0.18954547493268747
approach_stop,15,0.16598446929496366,0.13856656710388326,16.51835398067108,0.10415181098915137,0.07178963929457599,31.072116161231488,0.374635867597373,0.31407225581515674,1.8639786684203619,1.3423199251829623
crosswind_hover,15,0.006109527961503576,0.006098949950461946,0.17313957982159395,0.008203750689156034,0.0076137790231294855,7.191487020764667,0.01331417679652619,0.013583871740832476,0.006135644475164917,0.006592713892311332
gust_micro_adjust,15,0.09378384951458311,0.07442958765640939,20.637094721905388,0.038095288043695046,0.029273715555201855,23.156597420591503,0.21042819044285208,0.17333933567319718,0.3173932061680316,0.20137760604087296
approach_stop,16,0.1607461960503883,0.1345270642185476,16.310887894119706,0.10967044317268286,0.07766979870837924,29.178914152755482,0.3813193816378565,0.3201453014028294,1.893605777940582,1.3745731393238991
crosswind_hover,16,0.010916297125178213,0.010635397873198837,2.5732100249588084,0.006425133026152084,0.005975151989260785,7.003450902257603,0.02158245173300946,0.021497265675394756,0.0056186718286403686,0.00601000095321712
gust_micro_adjust,16,0.09559466840211991,0.07694580592846423,19.508266292853346,0.040396784667739036,0.0309354738625441,23.420950164755958,0.2204814870432182,0.18525218752231717,0.34261540897653353,0.22334562082946144
approach_stop,17,0.16749295162461067,0.14126250374726687,15.660627878916438,0.11441025691101395,0.08139644320710586,28.855641614008075,0.39030139852839574,0.32990465273684044,2.0458312593296464,1.510238502692337
crosswind_hover,17,0.008544561291283793,0.008499305316720081,0.5296465555215463,0.012026349682387541,0.011191903709493817,6.938480876834644,0.019955131318670133,0.02033934685280389,0.014290705671419605,0.015126911402842128
gust_micro_adjust,17,0.09267518096515293,0.07413465871804735,20.00591965833555,0.042501221711329334,0.03303787631571779,22.26605498516516,0.22762674547006842,0.19071289481044898,0.3527570732616409,0.2364919314906364
approach_stop,18,0.17637946157181772,0.14929794249463935,15.354122773615222,0.10580833036671239,0.07453004224616001,29.561271794146574,0.38290191286603603,0.32291470178183,1.9627770016671287,1.4214830721821983
crosswind_hover,18,0.01102731432616053,0.01081875950697689,1.8912566833147937,0.006161454564367784,0.005737425568530403,6.881962552959104,0.026505974664394333,0.026615003212697913,0.006575099630319348,0.00712752661885263
gust_micro_adjust,18,0.09455104384623961,0.0746758167807625,21.02063209137967,0.039836256451226064,0.031141657903175975,21.825842392332753,0.21156155722643963,0.17294528652806354,0.3422090583473856,0.22099777140307006
approach_stop,19,0.1729471843648763,0.14478135722049296,16.285796873663077,0.1026974680085438,0.07240672141676492,29.495125030014254,0.37602205948882006,0.3160469670293232,1.8605640302889304,1.3239476525712897
crosswind_hover,19,0.012853205600035052,0.01230063824944695,4.299062566824539,0.009918306663352108,0.009235864471568793,6.880632097260329,0.02469828974562316,0.02459603890558082,0.01007510607343129,0.010017084296296183
gust_micro_adjust,19,0.08511410152589208,0.06605470541856175,22.392759561154953,0.03652685975543225,0.02862922327722457,21.621449341900114,0.19756489271504094,0.16050038284357074,0.3031086673621179,0.1929862001819555
