source_csv,sample_count,duration_s,tip_rms_m,tip_max_abs_m,x_rmse_m,z_rmse_m,final_x_error_m,settled,settling_time_s,control_energy,control_rate,solve_time_mean_ms,solve_time_p95_ms,solve_time_max_ms,saturation_rate,finite_outputs,minimum_uav_height_m,minimum_tip_height_m,maximum_abs_joint_angle_rad,maximum_abs_roll_rad,maximum_abs_pitch_rad,maximum_abs_ax_m_s2,maximum_ax_step_change_m_s2,thrust_min_N,thrust_max_N,torque_max_abs_Nm,rotor_motor_max_abs_cmd,anchor_active_any,observer_enabled,controller_mode,seed,scenario,mode,safe,failure_reasons
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\crosswind_hover\seed_004\run.csv.gz,2401,12.0,0.014283157788501548,0.03791098745398741,0.009528216672353916,1.1189668223148234e-05,-0.017195954978527234,True,4.0,0.01240112308620384,1.6023561244559241,0.6783431903373595,0.9691,1.8925,0.024989587671803416,True,3.1999630490338578,0.38686984199244107,0.0077149348831880935,0.0,0.007833928556046628,0.1075579339628454,0.02129054862188942,129.88238828635784,129.8896920887886,0.08436584768881358,0.0,False,False,preview,4,crosswind_hover,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\crosswind_hover\seed_005\run.csv.gz,2401,12.0,0.010432095490361372,0.021452999684433427,0.007941850601229651,8.253634954794727e-06,0.0007316577808013807,True,4.0,0.006566553835500973,1.704500619019155,0.6716895460224906,0.9421,2.7245,0.04164931278633902,True,3.1999780940889133,0.38812721680919293,0.004623554488818949,0.0,0.00547373344262471,0.06709552297687317,0.021228281173747504,129.8819254845338,129.88757875491316,0.0947632789902593,0.0,False,False,preview,5,crosswind_hover,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\crosswind_hover\seed_006\run.csv.gz,2401,12.0,0.011729363303978139,0.035152048357203786,0.011924012306013016,1.975758307553474e-05,-0.00045852022233400946,True,4.0,0.013040463487261272,2.359732933327619,0.6555416493127864,0.7878,1.939,0.037484381507705125,True,3.199938898085127,0.3881612705272267,0.009329563894627914,0.0,0.009457386268980019,0.1190666143592457,0.027158824780656385,129.8791606760787,129.8919892449794,0.11914686225475668,0.0,False,False,preview,6,crosswind_hover,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\crosswind_hover\seed_007\run.csv.gz,2401,12.0,0.01698438442937431,0.036565644590590834,0.01799770843319135,3.115488280689128e-05,-0.00022843434734409876,True,4.0,0.02835439495765956,3.738513381373895,0.6735015826738858,0.8156,2.5721,0.029154518950437316,True,3.1999229613383515,0.38705141531111265,0.008173454457874084,0.0,0.01595804948684834,0.21066500318377274,0.03236132842782477,129.87962435838688,129.90088827147434,0.13120051886891773,0.0,False,False,preview,7,crosswind_hover,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\crosswind_hover\seed_008\run.csv.gz,2401,12.0,0.008736901791489051,0.025658062654468322,0.010120226861337924,1.219711831757803e-05,-0.004056759801835147,True,4.0,0.013169275485012065,4.806751108516482,0.6531366930445648,0.8711,3.1544,0.04997917534360683,True,3.199963648408431,0.38800182127825833,0.008629103040330025,0.0,0.007668123375962779,0.13435800976093912,0.05165658716479452,129.87829981341397,129.89138569466527,0.14263233739758624,0.0,False,False,preview,8,crosswind_hover,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\crosswind_hover\seed_009\run.csv.gz,2401,12.0,0.004654355627242961,0.0107921293855186,0.0030760670456602165,1.6683203280854936e-06,0.007154545062192944,True,4.0,0.001967634773508643,0.6217623260238762,0.6899456892961267,1.0451,1.7394,0.04164931278633902,True,3.1999958533954875,0.3890737682669697,0.0027057119971182664,0.0,0.0037447447836297053,0.058377611889682955,0.020542291893102305,129.88412585788998,129.88595460224312,0.04979716558192999,0.0,False,False,preview,9,crosswind_hover,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\crosswind_hover\seed_010\run.csv.gz,2401,12.0,0.02485290770662837,0.058624499727706975,0.017835812881331157,4.902691404134356e-05,-0.003561414305798241,True,4.0,0.03728109702139127,9.405146526327647,0.6557447730112453,0.8517,4.7217,0.024989587671803416,True,3.1998634906831285,0.3850178400941979,0.013144737109102805,0.0,0.013767145860538095,0.2529170342210152,0.05610633730083919,129.8733205664375,129.9052241379962,0.1805773277782625,0.0,False,False,preview,10,crosswind_hover,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\crosswind_hover\seed_011\run.csv.gz,2401,12.0,0.003824257364463783,0.011114364471474208,0.0030046635582126665,7.02626321010279e-07,0.008521301157095866,True,4.0,0.002415974836087906,0.7488632384183238,0.6480607246980425,0.9655,2.2298,0.029154518950437316,True,3.1999978150644304,0.3892090717192563,0.0024716843787862303,0.0,0.0029262794373205205,0.044756457873573206,0.012474247376880375,129.88375106697524,129.8853530444688,0.03502716149895736,0.0,False,False,preview,11,crosswind_hover,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\crosswind_hover\seed_012\run.csv.gz,2401,12.0,0.0044609091756429445,0.00984497891058983,0.0031894226386333592,1.8219311372452678e-06,0.006416923763385602,True,4.0,0.0025060147293225242,0.7795574062735899,0.7674006663890046,1.1581,1.477,0.04997917534360683,True,3.199995315880761,0.3891571800759419,0.002680598365942187,0.0,0.0028916540122111683,0.06468746187840055,0.018673645432116706,129.88368693004512,129.88554706117412,0.04132266878919101,0.0,False,False,preview,12,crosswind_hover,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\crosswind_hover\seed_013\run.csv.gz,2401,12.0,0.010455479175643578,0.021640719210615,0.004864267522262484,6.049096704244197e-06,0.00845483590168185,True,4.0,0.0044117013697569755,1.2281731565179685,0.6655089546022491,0.896,1.9328,0.008329862557267805,True,3.1999863027158444,0.3882804951930825,0.004602155181613813,0.0,0.004522094387479943,0.07374453611076956,0.019024261316066396,129.88266512873196,129.88649674735078,0.07174781404508597,0.0,False,False,preview,13,crosswind_hover,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\crosswind_hover\seed_014\run.csv.gz,2401,12.0,0.01492524479862375,0.034219409771271636,0.01002321168613348,1.8976085087020724e-05,-0.000959528230050685,True,4.0,0.013662073567748626,3.1102716464814923,0.8082643481882549,0.9559,2.1253,0.024989587671803416,True,3.199947399497544,0.3873515816579071,0.007352612299845683,0.0,0.009311497518438046,0.1356826371387811,0.04054833192018925,129.87942374234933,129.8915225738101,0.15898106993857042,0.0,False,False,preview,14,crosswind_hover,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\crosswind_hover\seed_015\run.csv.gz,2401,12.0,0.006098949950461946,0.013583871740832476,0.0076137790231294855,4.513123088704503e-06,-0.004752013353610747,True,4.0,0.006592713892311332,1.6775056446977854,0.8201430237401083,0.8848,2.7675,0.03331945022907122,True,3.1999865539323067,0.38901075546921526,0.0032420873553473074,0.0,0.005289817760847388,0.07965607059513817,0.016375645109085235,129.8831672995207,129.8877889328734,0.0676388841077831,0.0,False,False,preview,15,crosswind_hover,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\crosswind_hover\seed_016\run.csv.gz,2401,12.0,0.010635397873198837,0.021497265675394756,0.005975151989260785,6.864776401777622e-06,0.00022511943530997808,True,4.0,0.00601000095321712,1.8703199937084567,0.8210527696793003,0.9334,2.1014,0.029154518950437316,True,3.1999831147088,0.38813647992958294,0.005468069786189159,0.0,0.004273452453802947,0.08455679244400541,0.022198999256629888,129.88304621816113,129.88743489261773,0.0742564967390904,0.0,False,False,preview,16,crosswind_hover,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\crosswind_hover\seed_017\run.csv.gz,2401,12.0,0.008499305316720081,0.02033934685280389,0.011191903709493817,9.0333759687732e-06,-0.0020812438685695015,True,4.0,0.015126911402842128,5.241166651511544,0.7758613494377343,0.8804,1.6314,0.029154518950437316,True,3.199978001833963,0.38884318389556005,0.0053709731214389225,0.0,0.00838932877180562,0.12922582743787825,0.037556025139085326,129.87952700344857,129.89234588594698,0.11726071145971728,0.0,False,False,preview,17,crosswind_hover,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\crosswind_hover\seed_018\run.csv.gz,2401,12.0,0.01081875950697689,0.026615003212697913,0.005737425568530403,8.019399822566098e-06,5.812260861928573e-05,True,4.0,0.00712752661885263,2.2186410922151216,0.7758391503540192,0.8991,1.3289,0.01665972511453561,True,3.1999777172742894,0.38765807868077856,0.006279211294188963,0.0,0.004461585092478284,0.10352019286625908,0.028018638762940334,129.88194591307467,129.88731976229903,0.10177303320634518,0.0,False,False,preview,18,crosswind_hover,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\crosswind_hover\seed_019\run.csv.gz,2401,12.0,0.01230063824944695,0.02459603890558082,0.009235864471568793,1.2233399396875542e-05,0.011909126285170336,True,4.0,0.010017084296296183,2.5197083837775014,0.8151926280716368,0.9407,2.062,0.04997917534360683,True,3.199972486053207,0.3880558470632502,0.004943043241163672,0.0,0.007175381328698477,0.12133255410735268,0.0355064487198163,129.8816993541437,129.88985045983395,0.09806502795756265,0.0,False,False,preview,19,crosswind_hover,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_000\run.csv.gz,2401,12.0,0.06599850163529243,0.15210557287293,0.024840697075763744,0.0002509719022974898,-0.02107083546815286,True,11.635,0.19338736500730036,27.76778753715469,0.6659310703873387,0.9745,2.655,0.008329862557267805,True,3.199311061793594,0.3812155333324851,0.03891432270175296,0.0,0.026806072374642286,0.4264916203956761,0.1262867082499513,129.80452424718268,129.96978860181306,0.40970642322435047,0.0,False,False,preview,0,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_001\run.csv.gz,2401,12.0,0.05984724346868184,0.14594251806761935,0.028170031102410807,0.00023862343780074987,-0.0032613721108852856,True,10.045,0.19183134507880234,23.734149680094745,0.6366603498542274,0.8072,1.3605,0.004164931278633903,True,3.199359501779983,0.38207442687585425,0.03712012228715004,0.0,0.027740479701350757,0.4552757469820423,0.11355905231288627,129.8201331578732,129.95272647797276,0.3991586087823421,0.0,False,False,preview,1,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_002\run.csv.gz,2401,12.0,0.08843483554825558,0.18942431686062441,0.03620084452249216,0.00047508077647453133,-0.025978633191743872,True,11.84,0.26570102185892763,23.270461855236224,0.6697793835901708,0.952,2.7597,0.01665972511453561,True,3.1988471938407237,0.3798762552535619,0.04099124605500411,0.0,0.032294493815913275,0.44156895653115646,0.10870826032562486,129.77986135740608,130.0159609228186,0.4408818091542941,0.0,False,False,preview,2,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_003\run.csv.gz,2401,12.0,0.06667180173055655,0.1584060434738118,0.025388352054384816,0.0002637290413504422,-0.010935110242703439,True,11.725,0.1714527919039138,20.312290080107577,0.6690629737609329,0.9599,2.5025,0.004164931278633903,True,3.199239407466883,0.38167462311729333,0.03534525789676377,0.0,0.022482607263828242,0.39848862092441495,0.10863359137696343,129.82521449139415,129.9629234453851,0.36822766748407615,0.0,False,False,preview,3,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_004\run.csv.gz,2401,12.0,0.082618172609531,0.18080439150699887,0.03143851828824576,0.0003815117962435971,-0.03394088439761073,True,11.975,0.22650881769326903,21.028791972872384,0.6478700957934195,0.9142,1.9642,0.004164931278633903,True,3.1989805417145813,0.38011538731434236,0.04156877901824301,0.0,0.02731466435346656,0.43711453256887556,0.10990812670082184,129.80106809207524,129.99159295232087,0.4344026479723909,0.0,False,False,preview,4,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_005\run.csv.gz,2401,12.0,0.07091879150833086,0.17800368206961512,0.031039029750063007,0.0003385029391110574,-0.016018987164857224,True,11.775,0.21129081396617866,20.60908531207723,0.6705063723448563,0.9145,2.4171,0.012494793835901708,True,3.1989536923557753,0.38097188144351435,0.03901409284757282,0.0,0.02876450395004413,0.4157655166052374,0.10760867087940756,129.8270060361836,129.9864888280594,0.38328786679333704,0.0,False,False,preview,5,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_006\run.csv.gz,2401,12.0,0.08039900338538726,0.18218063530485254,0.03180075497975242,0.00037173927629654115,-0.017045433412894828,True,11.76,0.22749060869219945,24.858126202644822,0.6649159516867972,0.849,1.7697,0.004164931278633903,True,3.1989474532996014,0.3795492106474304,0.03930237345900938,0.0,0.027506351555616017,0.4427268768578449,0.1145014520212036,129.80731359751076,129.99461261527486,0.40750646406911534,0.0,False,False,preview,6,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_007\run.csv.gz,2401,12.0,0.08835335640934765,0.2054810486917875,0.040246002570726414,0.00048237736154144065,-0.017744834915171648,True,11.725,0.28388013699061465,24.281970907625894,0.654124156601416,0.7799,2.5546,0.0,True,3.1986764422395133,0.3794806237063281,0.04473161250565908,0.0,0.03273137912161321,0.4829260733738884,0.10722730788892164,129.77483416266134,130.02192787735933,0.4656032807500029,0.0,False,False,preview,7,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_008\run.csv.gz,2401,12.0,0.06696464055699271,0.15034489330074816,0.025912166533682494,0.00027240650889279714,-0.02085861788874832,True,11.72,0.18958158808065112,27.48694942993569,0.6461443981674302,0.9378,1.5802,0.02082465639316951,True,3.199352130779839,0.38156788885587556,0.03737471755450607,0.0,0.02524800934671735,0.4182662550896116,0.13443498039093577,129.80536917996602,129.96234364257884,0.39978508781213706,0.0,False,False,preview,8,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_009\run.csv.gz,2401,12.0,0.07210351523089405,0.17793163114864471,0.02808271082328229,0.0003233768343005511,-0.009991595198189762,True,11.6,0.20191677121158885,22.08489874255204,0.6421059558517284,0.8307,2.7164,0.008329862557267805,True,3.1990278140833937,0.38048858736154534,0.03911467680238366,0.0,0.02587235514832044,0.44156006410619186,0.11456597993999151,129.80672468823053,129.98473956599187,0.4023407642068994,0.0,False,False,preview,9,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_010\run.csv.gz,2401,12.0,0.060335815494698346,0.13578732555483838,0.03003191896105858,0.0002057135089622344,-0.020553192243723373,True,11.43,0.20666399678659245,28.481940471845327,0.6803726364014995,0.9625,4.6319,0.012494793835901708,True,3.1994457165131944,0.3816593757170388,0.03411318553048069,0.0,0.022971255768760912,0.3782977783787831,0.11078625383826574,129.8362597268138,129.94942441052572,0.38467767095639166,0.0,False,False,preview,10,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_011\run.csv.gz,2401,12.0,0.07627598502974403,0.18008737304210284,0.028974117214343672,0.00036175720227355596,-0.008421734750097776,True,11.63,0.2099444713194393,21.284836179346275,0.6889496459808414,0.9717,1.8911,0.004164931278633903,True,3.198974130267739,0.3801842676708427,0.03947615686377273,0.0,0.025759261248235032,0.43606656853444875,0.11003514742553872,129.80412221129893,129.9939828977458,0.4189609535054274,0.0,False,False,preview,11,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_012\run.csv.gz,2401,12.0,0.07376870797854068,0.1773001119488419,0.02939780289678344,0.00034362813205879615,-0.010997822557985704,True,11.755,0.21014778749551383,22.476245723128095,0.5919384423157018,0.6731,1.4236,0.012494793835901708,True,3.1989955328939983,0.3807046161831363,0.03744045082391263,0.0,0.026949202427455562,0.4323149449388054,0.12157617620765232,129.81442859795914,129.98623166560066,0.4336688406133161,0.0,False,False,preview,12,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_013\run.csv.gz,2401,12.0,0.07193460932797581,0.17237934149554038,0.02614556089351769,0.0003102220980669238,-0.008227410999039564,True,11.465,0.1920076329771653,20.92940269191635,0.7870829654310704,0.9902,2.5515,0.008329862557267805,True,3.199122743159329,0.3805414155591486,0.03861695755900633,0.0,0.025425998661554147,0.4293265405477809,0.10535451238880349,129.8100431753054,129.98498867052044,0.42688540668387503,0.0,False,False,preview,13,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_014\run.csv.gz,2401,12.0,0.06809301774368051,0.1578846230411772,0.027404856504510168,0.00028616287902649386,-0.017940727348014995,True,11.76,0.18954547493268747,25.57907681890715,0.8545114119117034,1.1149,2.1707,0.012494793835901708,True,3.1992469034113755,0.3812429601370738,0.03674230180645893,0.0,0.02553131861565976,0.4690218055201625,0.11862782346739892,129.81568430979456,129.9701180471883,0.47591542657200403,0.0,False,False,preview,14,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_015\run.csv.gz,2401,12.0,0.07442958765640939,0.17333933567319718,0.029273715555201855,0.00033524560851796705,-0.022123005383205052,True,11.76,0.20137760604087296,20.887332930837424,0.8091723032069971,0.8972,2.039,0.008329862557267805,True,3.1990004167650565,0.38004249705871607,0.037823896085150924,0.0,0.027701553693823645,0.4061209547051524,0.10927471583415803,129.80911923556624,129.98255354155688,0.41303313576912143,0.0,False,False,preview,15,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_016\run.csv.gz,2401,12.0,0.07694580592846423,0.18525218752231717,0.0309354738625441,0.00037168832500842703,-0.017317666658620057,True,11.605,0.22334562082946144,20.62294600151725,0.800606622240733,0.8608,1.8024,0.012494793835901708,True,3.1989639848473947,0.3798229266504412,0.042079464132654974,0.0,0.02905218313729553,0.4394986704983048,0.10415629035501182,129.79407968385863,129.99940175472727,0.3935118208875435,0.0,False,False,preview,16,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_017\run.csv.gz,2401,12.0,0.07413465871804735,0.19071289481044898,0.03303787631571779,0.0003547686569483162,-0.018470490845281795,True,11.68,0.2364919314906364,24.222051117161072,0.6919785506039151,0.8621,1.9538,0.0,True,3.198852057941935,0.38061174426604794,0.040697534427201074,0.0,0.029297184271778666,0.4463050849661884,0.1151032098294692,129.80459735883898,130.0005197356729,0.48620410817967613,0.0,False,False,preview,17,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_018\run.csv.gz,2401,12.0,0.0746758167807625,0.17294528652806354,0.031141657903175975,0.0003511861364134669,-0.01744263471210522,True,11.74,0.22099777140307006,24.410540189093343,0.8786513952519782,1.0364,2.1943,0.012494793835901708,True,3.1990217900343447,0.38048666254443303,0.03723515058174018,0.0,0.02943337993832056,0.45952405345390107,0.11285748610052965,129.83080506446166,129.98300108127881,0.45541390832217865,0.0,False,False,preview,18,gust_micro_adjust,LS-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-PMPC\gust_micro_adjust\seed_019\run.csv.gz,2401,12.0,0.06605470541856175,0.16050038284357074,0.02862922327722457,0.00028808332638976907,-0.004521942743071494,True,10.055,0.1929862001819555,23.838555844691697,0.8276896293211162,0.9093,2.0392,0.012494793835901708,True,3.199198334983497,0.38155724128434276,0.03862535380432171,0.0,0.028890583349670228,0.4521281726455833,0.1096466572863421,129.8181339412787,129.96805103241934,0.414954297702161,0.0,False,False,preview,19,gust_micro_adjust,LS-PMPC,True,[]
