source_csv,sample_count,duration_s,tip_rms_m,tip_max_abs_m,x_rmse_m,z_rmse_m,final_x_error_m,settled,settling_time_s,control_energy,control_rate,solve_time_mean_ms,solve_time_p95_ms,solve_time_max_ms,saturation_rate,finite_outputs,minimum_uav_height_m,minimum_tip_height_m,maximum_abs_joint_angle_rad,maximum_abs_roll_rad,maximum_abs_pitch_rad,maximum_abs_ax_m_s2,maximum_ax_step_change_m_s2,thrust_min_N,thrust_max_N,torque_max_abs_Nm,rotor_motor_max_abs_cmd,anchor_active_any,observer_enabled,controller_mode,seed,scenario,mode,safe,failure_reasons
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_000\run.csv.gz,2401,12.0,0.15953192631792823,0.3819082611996054,0.09959855866278232,0.0016109298050382935,-0.01347070007725204,False,,1.7788127508032734,208.01528739720823,0.011885755935027073,0.0169,0.0509,0.01665972511453561,True,3.1950205913082557,0.3781670711917882,0.0903732121138452,0.0,0.08763474792495989,1.3709097628181819,0.25000000000000006,129.43774312910003,130.41969053742596,0.8747627820360866,0.0,False,False,lqr,0,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_001\run.csv.gz,2401,12.0,0.17913150639597272,0.3985896803875494,0.10709723302648075,0.0018289446411862858,0.004980284430723181,False,,1.9859054770360471,214.48777000418676,0.0130561016243232,0.0195,0.0312,0.024989587671803416,True,3.1946042112258843,0.3770148367357124,0.09586807373992455,0.0,0.09204338078728039,1.4536198784252836,0.25000000000000006,129.38251845364545,130.46414732149967,0.8705822774015616,0.0,False,False,lqr,1,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_002\run.csv.gz,2401,12.0,0.16241677428462295,0.37936736420739614,0.1074827282960784,0.001654685961117708,-0.0224594594988754,False,,1.9433127844618967,202.38517300006023,0.012487713452728028,0.0163,0.0548,0.02082465639316951,True,3.194947171129183,0.3782332204615826,0.0868279397234093,0.0,0.08755210233026499,1.3918343501303532,0.25,129.46690513156128,130.44017331060826,0.8665810471501437,0.0,False,False,lqr,2,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_003\run.csv.gz,2401,12.0,0.1697724878293962,0.3720636078258358,0.10323538172968925,0.001600135078702306,-0.003293791861462836,False,,1.8372650520965412,195.53892473655551,0.012932528113286131,0.0182,0.061,0.012494793835901708,True,3.1952905506931644,0.3764545327043308,0.09910516615220916,0.0,0.08445558516534918,1.3389549434738712,0.25,129.42355006693546,130.48816036196746,0.8691255054021682,0.0,False,False,lqr,3,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_004\run.csv.gz,2401,12.0,0.16008956795239115,0.358246744199601,0.09979098694808615,0.0014827396178506618,-0.029857210846104376,False,,1.747977867527414,189.80375702345316,0.01286234902124115,0.0181,0.0392,0.012494793835901708,True,3.1955655359577864,0.37722407468549335,0.09090474545247595,0.0,0.08096308995460659,1.2834685691208736,0.25000000000000006,129.44680417769248,130.41126871883688,0.8701058695749366,0.0,False,False,lqr,4,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_005\run.csv.gz,2401,12.0,0.172277113808025,0.37903332559112335,0.11071850857718472,0.0016829608997416471,-0.008473925284821604,False,,1.9521428364669526,190.86697547359347,0.014768513119533526,0.0198,0.1963,0.012494793835901708,True,3.195082671605181,0.3772566363769078,0.09474772429301412,0.0,0.08697143400112438,1.3606993927774633,0.25000000000000006,129.45608621751313,130.4897696289031,0.9023452810149056,0.0,False,False,lqr,5,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_006\run.csv.gz,2401,12.0,0.16014758470604665,0.37352957873554005,0.1049151218120509,0.0015479258096154952,-0.010506452190397475,False,,1.8559976417132578,203.22320988974045,0.0130820074968763,0.0189,0.0502,0.02082465639316951,True,3.1952924109108523,0.37798052634599566,0.09293285679444825,0.0,0.08516573223138771,1.3619058483959037,0.25,129.47150271271104,130.4458759017203,0.8414984033682567,0.0,False,False,lqr,6,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_007\run.csv.gz,2401,12.0,0.16299225610204882,0.395528451654248,0.12230884366767332,0.0019307782033517542,-0.01619972306928119,False,,2.1369564401882766,203.0835826090855,0.015478925447730114,0.0227,0.0686,0.008329862557267805,True,3.194148990886833,0.37786684177288343,0.08480897678881533,0.0,0.0921712290904755,1.4753859644192866,0.25,129.48341954713314,130.4738894119661,0.8263904740939986,0.0,False,False,lqr,7,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_008\run.csv.gz,2401,12.0,0.16533923778236262,0.37936767075033095,0.09650261131216775,0.0016037612530563927,-0.010821857347190544,False,,1.7413183238805419,199.68024643127976,0.012848104956268222,0.0178,0.0509,0.012494793835901708,True,3.1951341144214136,0.3780444728169352,0.09373012880789257,0.0,0.08677078371537147,1.3550535252980416,0.25,129.46475521265805,130.40987224199964,0.8682931101907078,0.0,False,False,lqr,8,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_009\run.csv.gz,2401,12.0,0.1678875849481095,0.3747972156773719,0.10526738508186664,0.001620256896613161,-0.0012531347771091994,False,,1.8760092810889861,200.74551767002728,0.012999583506872137,0.0182,0.0476,0.02082465639316951,True,3.195215093127726,0.3780018543683917,0.0949402999335443,0.0,0.08529336628148794,1.3524417502803625,0.25,129.43664558382477,130.47018152182454,0.8797760622334221,0.0,False,False,lqr,9,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_010\run.csv.gz,2401,12.0,0.18107766028777328,0.43298559857094865,0.11745229031854502,0.002080628596978416,-0.01419254427859018,False,,2.157817218649673,213.68231238607365,0.013207913369429404,0.0188,0.062,0.012494793835901708,True,3.193452360788382,0.37775380038455136,0.1001318978994236,0.0,0.10052677358771121,1.546515498979123,0.25,129.42342056905065,130.57654546152568,0.917199383852309,0.0,False,False,lqr,10,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_011\run.csv.gz,2401,12.0,0.16807070201854682,0.37413354117013,0.1042678328298848,0.0016023145628933871,1.551346499573114e-05,False,,1.8696887841442074,197.4309649391307,0.012344731361932527,0.018,0.0381,0.012494793835901708,True,3.1952948488499677,0.37784427555593814,0.0941284109227181,0.0,0.08501282697460887,1.347171081460296,0.25,129.43288411967785,130.46480334413474,0.8827191871020424,0.0,False,False,lqr,11,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_012\run.csv.gz,2401,12.0,0.17120042945838382,0.3741420261979108,0.10568117579588451,0.001633488614960949,-0.0023070120086203794,False,,1.896239262200709,199.47734227766665,0.012144523115368596,0.0155,0.0557,0.01665972511453561,True,3.1952602930520198,0.37764909233047006,0.09623130840615723,0.0,0.08457543883701181,1.3482263400432053,0.25,129.4234595511876,130.48107319836058,0.8655508648520303,0.0,False,False,lqr,12,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_013\run.csv.gz,2401,12.0,0.16291100824511856,0.37637867027707717,0.10135305885267194,0.0015703923437675727,0.0005766039394958788,False,,1.7950797227756092,194.98518447609396,0.01170907955018742,0.0178,0.0212,0.012494793835901708,True,3.195167272111327,0.3782880635158263,0.09334132647392052,0.0,0.0854560031136868,1.356447160121093,0.25,129.49460621172625,130.45711529667403,0.9175988212151834,0.0,False,False,lqr,13,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_014\run.csv.gz,2401,12.0,0.1699972524350667,0.3646248010417772,0.09654491154833174,0.0015920891503636873,-0.010553393681225653,False,,1.7472614726123707,201.34208788329659,0.013828363182007494,0.021,0.0338,0.029154518950437316,True,3.195630775123784,0.377219274002638,0.09504861009007641,0.0,0.08241808206179892,1.3215819961715836,0.25,129.4441150183003,130.3696016299926,0.8594352657101899,0.0,False,False,lqr,14,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_015\run.csv.gz,2401,12.0,0.16598446929496366,0.374635867597373,0.10415181098915137,0.0015857857313661223,-0.013050037178628848,False,,1.8639786684203619,197.69875334060492,0.012353519366930446,0.0179,0.0256,0.02082465639316951,True,3.195231936692966,0.37748044496464445,0.09634295897659137,0.0,0.0847556421545145,1.3428714686072807,0.25,129.42305649805513,130.49051235215637,0.882965975043497,0.0,False,False,lqr,15,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_016\run.csv.gz,2401,12.0,0.1607461960503883,0.3813193816378565,0.10967044317268286,0.001645311812175562,-0.011710700795434015,False,,1.893605777940582,186.74742459245488,0.012169679300291546,0.0179,0.0237,0.008329862557267805,True,3.194825191324371,0.37849554071251,0.0849226348469117,0.0,0.08703162193480284,1.3585587621749347,0.25,129.5174371064384,130.41987362307793,0.8410691651115136,0.0,False,False,lqr,16,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_017\run.csv.gz,2401,12.0,0.16749295162461067,0.39030139852839574,0.11441025691101395,0.0017254255963487107,-0.011480010943493824,False,,2.0458312593296464,210.90370089437565,0.012577551020408164,0.0177,0.0229,0.02082465639316951,True,3.19476990057887,0.378058441214282,0.08952473084202037,0.0,0.09143361202007606,1.4053511764291822,0.25,129.4421733418278,130.48217054413968,0.9152118312434565,0.0,False,False,lqr,17,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_018\run.csv.gz,2401,12.0,0.17637946157181772,0.38290191286603603,0.10580833036671239,0.001736047586578495,-0.011312540142089045,False,,1.9627770016671287,205.88044657277135,0.010479466888796335,0.0137,0.0177,0.012494793835901708,True,3.1951917595525923,0.3770708905504475,0.10037544620803272,0.0,0.08683979230392445,1.3732116397123413,0.25,129.41936688572795,130.42277876608938,0.8802304513589023,0.0,False,False,lqr,18,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\approach_stop\seed_019\run.csv.gz,2401,12.0,0.1729471843648763,0.37602205948882006,0.1026974680085438,0.0017011912901117292,0.0029370998354161237,False,,1.8605640302889304,207.85201868076663,0.012074219075385256,0.0149,0.018,0.024989587671803416,True,3.1952644159771024,0.37701461266460556,0.09497529399443093,0.0,0.08576632797893388,1.3546912165332556,0.25,129.4104039658642,130.4077461163666,0.8867423274825942,0.0,False,False,lqr,19,approach_stop,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_000\run.csv.gz,2401,12.0,0.01708118486701933,0.034428508444870415,0.011960381992282478,2.2526983709123427e-05,-0.005476096854626064,True,4.0,0.015494313686521976,2.359186706136225,0.013295293627655143,0.0208,0.0557,0.008329862557267805,True,3.1999453407912233,0.3873341155599573,0.00691740969947982,0.0,0.009722341376029517,0.1298354965892039,0.02874939572227897,129.88046188124912,129.8892000941983,0.10556041125406668,0.0,False,False,lqr,0,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_001\run.csv.gz,2401,12.0,0.016944157086316743,0.03593588896962083,0.01210674315946698,1.4050757943562787e-05,0.01471853547838923,True,4.0,0.014432317933675009,2.7352283875552135,0.012424989587671803,0.0173,0.0383,0.0,True,3.1999689743602335,0.3876193221302654,0.00917697770756282,0.0,0.006628000621659552,0.11080486488105377,0.03471560634663655,129.8786771936226,129.8884137918213,0.12591706969524513,0.0,False,False,lqr,1,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_002\run.csv.gz,2401,12.0,0.018256046380881637,0.044002192380251576,0.0159313502145103,3.0080619085548095e-05,-0.010072936173115358,True,4.0,0.018127335769396936,1.8994824152693814,0.012761307788421489,0.0167,0.0504,0.008329862557267805,True,3.1999073564833105,0.3863684438151773,0.007323694022643408,0.0,0.01217247809142761,0.11508659836153948,0.02422940703451286,129.88034223641588,129.89348732891492,0.12485875535763755,0.0,False,False,lqr,2,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_003\run.csv.gz,2401,12.0,0.010661376476279245,0.023732853422845313,0.009705704094744746,9.26067074642753e-06,0.006794715988120771,True,4.0,0.009187569402067776,2.0532837785598335,0.01301845064556435,0.0202,0.0456,0.0,True,3.199981976776024,0.38822798864263725,0.004931700414289034,0.0,0.005922559337889239,0.08961034685575583,0.026847310722873795,129.8821887065248,129.88939319974546,0.0782492530604263,0.0,False,False,lqr,3,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_004\run.csv.gz,2401,12.0,0.014627773286085959,0.03940724880132082,0.010181583244969854,1.1071853147066874e-05,-0.01869339723856914,True,4.0,0.012241288733691898,1.3405150058233235,0.012760558100791337,0.0171,0.0542,0.0,True,3.199963441178097,0.38677375079907306,0.007785810419850976,0.0,0.007664017576715108,0.10528271162161645,0.019512467658004684,129.88200577921725,129.88957613224727,0.07684467889007265,0.0,False,False,lqr,4,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_005\run.csv.gz,2401,12.0,0.010781901484727357,0.021911493182131092,0.0085872561877518,8.414368115422699e-06,0.0010435667561276218,True,4.0,0.00641596936079609,1.4158438064515635,0.012506997084548105,0.0166,0.0245,0.0,True,3.1999773009353603,0.3880396374141446,0.004617950737375245,0.0,0.005595918813001785,0.06639086105430063,0.019555530145897827,129.8821288096051,129.88759192891763,0.09045938162168331,0.0,False,False,lqr,5,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_006\run.csv.gz,2401,12.0,0.01201384188249907,0.03498639804107881,0.012848765206584055,1.9705333600084353e-05,-0.00017016089077182009,True,4.0,0.01272209675630228,2.003029519906859,0.013857017909204497,0.0188,0.0589,0.004164931278633903,True,3.1999391019526042,0.38807578540117404,0.008980743048491361,0.0,0.009568038159635825,0.11550577340564978,0.024969778683912182,129.87948357501224,129.89207405994708,0.11555646217426703,0.0,False,False,lqr,6,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_007\run.csv.gz,2401,12.0,0.017249585423877868,0.03572425587165204,0.019390087721269177,3.0354660817521977e-05,-0.0005724976409858606,True,4.0,0.027099264734970506,3.1216194132894834,0.012855893377759267,0.0186,0.0683,0.0,True,3.1999284728052535,0.3871571200643857,0.007686663219324442,0.0,0.015574974434876505,0.1999972732153267,0.029049634471499497,129.8801082881638,129.89958417635106,0.12366934215238966,0.0,False,False,lqr,7,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_008\run.csv.gz,2401,12.0,0.008887862350560325,0.026054591708294633,0.010894706112167078,1.228949932690674e-05,-0.003995145295427484,True,4.0,0.01248498453067934,4.2298605097123785,0.01405039566847147,0.0172,0.2851,0.004164931278633903,True,3.199962967057125,0.38791773700428245,0.008461413810772318,0.0,0.007823806472736845,0.12360260551560884,0.04815584375334252,129.87914251529878,129.8911519151085,0.14014131579311026,0.0,False,False,lqr,8,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_009\run.csv.gz,2401,12.0,0.00471625502277542,0.010771380656374396,0.003304894008899402,1.6797375042379746e-06,0.0075150601925570715,True,4.0,0.0018237007401173129,0.49826353129537104,0.012010037484381508,0.0166,0.0675,0.008329862557267805,True,3.199995798364811,0.38903018340502177,0.00287810383090558,0.0,0.003746290628457077,0.05482294294299112,0.018913299141090315,129.88412860514177,129.88572283020176,0.04725987390629879,0.0,False,False,lqr,9,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_010\run.csv.gz,2401,12.0,0.025851100719928008,0.058623430780542274,0.019205737097873432,5.042392096292626e-05,-0.00293557305802394,True,4.0,0.036614540813637735,8.455726172986521,0.012759475218658892,0.0182,0.0474,0.004164931278633903,True,3.1998609581761914,0.38502023323354234,0.013152688427367753,0.0,0.013605165893204242,0.24052046882340108,0.053064388593646886,129.87320872377651,129.90472943450428,0.1741906900767762,0.0,False,False,lqr,10,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_011\run.csv.gz,2401,12.0,0.003731073079955131,0.01051680715034295,0.0032143531012076535,6.464459262380071e-07,0.008990465730927395,True,4.0,0.0022091532954825557,0.6121202193264844,0.013713827571845066,0.0188,0.0399,0.0,True,3.1999980405672694,0.3892170837345667,0.0024426082607765845,0.0,0.0028478307303091616,0.042519572135202834,0.01133571351701301,129.88385764059487,129.88528091253946,0.03192164830740604,0.0,False,False,lqr,11,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_012\run.csv.gz,2401,12.0,0.004634721419206431,0.009975907456949928,0.0034236252318620604,1.8325521705175286e-06,0.006725288916173041,True,4.0,0.0022891689855276103,0.6509263625818159,0.017838942107455225,0.0287,0.0785,0.0,True,3.1999952335805926,0.38913170385785845,0.002506815993227212,0.0,0.002849447973044283,0.060339825311904134,0.01677216507476685,129.8837670794134,129.88547300700984,0.04007250849007419,0.0,False,False,lqr,12,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_013\run.csv.gz,2401,12.0,0.010691658767738815,0.02263720764169974,0.005222079137397416,6.235989044687723e-06,0.009165427234000548,True,4.0,0.0042698852578820605,1.0154141578165106,0.011438192419825072,0.0157,0.0403,0.008329862557267805,True,3.1999856283793466,0.38823681801181587,0.004677909635550474,0.0,0.004382243939774738,0.07083957985220612,0.017201125016578007,129.88270917866222,129.88632174637334,0.07053346359798932,0.0,False,False,lqr,13,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_014\run.csv.gz,2401,12.0,0.01565849476029766,0.035043251414365345,0.010771575457865012,1.962113102600676e-05,-0.0008896072985189614,True,4.0,0.013555687636770952,2.702257009422286,0.012154977092877968,0.0164,0.0511,0.012494793835901708,True,3.199945554108391,0.3873818165375069,0.007267483094514103,0.0,0.009066827499191382,0.1322832506042394,0.03696061692123981,129.8804483147516,129.89153264146523,0.1475153578578982,0.0,False,False,lqr,14,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_015\run.csv.gz,2401,12.0,0.006109527961503576,0.01331417679652619,0.008203750689156034,4.3826580187833475e-06,-0.004816764858753166,True,4.0,0.006135644475164917,1.4171121191674683,0.01396484798000833,0.0198,0.0743,0.012494793835901708,True,3.199987220860087,0.38903256381055284,0.003012235006766365,0.0,0.005152572618293346,0.07467600450201914,0.01552246705333326,129.88330859773416,129.88765171330888,0.06355756041339702,0.0,False,False,lqr,15,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_016\run.csv.gz,2401,12.0,0.010916297125178213,0.02158245173300946,0.006425133026152084,7.100223781531623e-06,0.0002988372355941342,True,4.0,0.0056186718286403686,1.5676876240172164,0.012011745106205748,0.0144,0.0204,0.004164931278633903,True,3.1999827788548054,0.38815868876312937,0.005418346302265014,0.0,0.00414017370328512,0.08038032689385242,0.019867875189893452,129.8829859076643,129.8873231016509,0.067561756189705,0.0,False,False,lqr,16,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_017\run.csv.gz,2401,12.0,0.008544561291283793,0.019955131318670133,0.012026349682387541,8.770086193001071e-06,-0.0023238387674031306,True,4.0,0.014290705671419605,4.564578561423348,0.012397917534360682,0.0157,0.0434,0.004164931278633903,True,3.1999790785114297,0.3888500430705095,0.005189701993943323,0.0,0.008270978508300093,0.12333120828396478,0.0351115956452204,129.88014584918807,129.8921396567115,0.10967292044599193,0.0,False,False,lqr,17,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_018\run.csv.gz,2401,12.0,0.01102731432616053,0.026505974664394333,0.006161454564367784,8.164677873352325e-06,0.00020790114411179623,True,4.0,0.006575099630319348,1.8880411061446831,0.01806418159100375,0.0239,0.3292,0.0,True,3.1999781949138892,0.3875816399504204,0.005941602201556581,0.0,0.004397688493761766,0.09796137221103256,0.0260812431465912,129.8823125678636,129.88707740404246,0.09609012533246836,0.0,False,False,lqr,18,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\crosswind_hover\seed_019\run.csv.gz,2401,12.0,0.012853205600035052,0.02469828974562316,0.009918306663352108,1.268874472716707e-05,0.012891661415221299,True,4.0,0.01007510607343129,2.1454685324119835,0.011729779258642234,0.016,0.0242,0.004164931278633903,True,3.199972095840702,0.388054264879859,0.004921198606132807,0.0,0.007014564024307607,0.11678777303093982,0.03256513697192047,129.88212681957532,129.88937877964838,0.09097949203898806,0.0,False,False,lqr,19,crosswind_hover,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\gust_micro_adjust\seed_000\run.csv.gz,2401,12.0,0.08304236046858485,0.18423822108276958,0.032748172442985,0.00038921896581117045,-0.029626895422649346,True,11.88,0.29642889943072465,36.069284860500424,0.013441899208663058,0.0202,0.0663,0.008329862557267805,True,3.1989302553480865,0.37983413507802083,0.04948604439725156,0.0,0.03275049938118965,0.5324443310271287,0.13153545305606218,129.78040714277682,129.9997660143885,0.49342087210042807,0.0,False,False,lqr,0,gust_micro_adjust,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\gust_micro_adjust\seed_001\run.csv.gz,2401,12.0,0.07814141731122665,0.18171597820910687,0.036300126945516216,0.0003899558961208924,-0.009776499612638545,True,11.795,0.29819090105496815,31.42551526360772,0.012979092044981258,0.0188,0.0458,0.0,True,3.1989626873576946,0.38008873046774405,0.04961618006256478,0.0,0.03380976087540159,0.5197998298002882,0.13141540247563196,129.80151511151283,129.99378968919922,0.4837514942502317,0.0,False,False,lqr,1,gust_micro_adjust,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\gust_micro_adjust\seed_002\run.csv.gz,2401,12.0,0.1080570666896063,0.22615913464272738,0.045381683331888356,0.0006930946476503544,-0.03520409457728341,False,,0.3970287617321047,31.568955151354807,0.012660141607663473,0.0179,0.0541,0.008329862557267805,True,3.1983265960990837,0.378720012922912,0.050688698226025834,0.0,0.03794196343959953,0.5456844061777661,0.1263139218549831,129.75275329081407,130.0772734898592,0.5294454266293992,0.0,False,False,lqr,2,gust_micro_adjust,LQR,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LQR\gust_micro_adjust\seed_003\run.csv.gz,2401,12.0,0.08600219315157834,0.19520643267726825,0.03358227389230082,0.0004325388807354437,-0.018445553777450108,True,11.96,0.27826769469876206,28.496207133547077,0.013173677634319033,0.0196,0.078,0.0,True,3.198798160295011,0.3798713013848825,0.047632151431935284,0.0,0.02806279667641021,0.4825133483365125,0.12701013124179888,129.80270357122657,130.00849108959395,0.4556947383129406,0.0,False,False,lqr,3,gust_micro_adjust,LQR,True,[]
